month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,Postal,Latitude,Longitude,District
2018-03,BEDOK,3 ROOM,616,BEDOK RESERVOIR RD,04 TO 06,68.0,New Generation,1982,63 years 03 months,310000.0,470616,1.33182713238417,103.914991045591,16
2018-03,BEDOK,3 ROOM,525,BEDOK NTH ST 3,10 TO 12,67.0,New Generation,1979,60 years 04 months,310000.0,460525,1.33460113941761,103.929445271638,16
2018-03,BEDOK,3 ROOM,416,BEDOK NTH AVE 2,01 TO 03,67.0,New Generation,1978,59 years 09 months,330000.0,460416,1.32840382815915,103.930684870347,16
2018-03,BEDOK,3 ROOM,135,BEDOK NTH ST 2,10 TO 12,67.0,New Generation,1978,59 years 03 months,330000.0,460135,1.32873535148094,103.936506738278,16
2018-03,BEDOK,3 ROOM,33,BEDOK STH AVE 2,01 TO 03,88.0,New Generation,1978,59 years 01 month,330000.0,460033,1.32283703302242,103.939124525951,16
2018-03,BEDOK,3 ROOM,210,NEW UPP CHANGI RD,01 TO 03,68.0,New Generation,1980,61 years,345000.0,460210,1.32459747425086,103.931870597704,16
2018-03,BEDOK,3 ROOM,409,BEDOK NTH AVE 2,07 TO 09,68.0,New Generation,1980,61 years 01 month,358000.0,460409,1.32810291260758,103.932938099482,16
2018-03,BEDOK,3 ROOM,134,BEDOK NTH ST 2,10 TO 12,82.0,New Generation,1978,59 years 02 months,358000.0,460134,1.32832133313255,103.93658216345,16
2018-03,BEDOK,3 ROOM,419,BEDOK NTH ST 1,07 TO 09,68.0,New Generation,1979,59 years 10 months,370000.0,460419,1.32696621417456,103.928135771625,16
2018-03,BEDOK,3 ROOM,45,CHAI CHEE ST,07 TO 09,82.0,New Generation,1980,61 years 02 months,373000.0,461045,1.32861957588571,103.924497070108,16
2018-03,BEDOK,3 ROOM,23,BEDOK STH AVE 1,10 TO 12,73.0,New Generation,1977,58 years 02 months,380000.0,460023,1.32329861671383,103.932762614007,16
2018-03,BEDOK,3 ROOM,210,NEW UPP CHANGI RD,04 TO 06,83.0,New Generation,1980,60 years 11 months,383000.0,460210,1.32459747425086,103.931870597704,16
2018-03,BEDOK,3 ROOM,410,BEDOK NTH AVE 2,04 TO 06,82.0,New Generation,1980,61 years 02 months,385000.0,460410,1.32788785914047,103.931835804463,16
2018-03,BEDOK,3 ROOM,22,BEDOK STH AVE 1,07 TO 09,88.0,New Generation,1977,58 years 03 months,400000.0,460022,1.3228317365472,103.932852166088,16
2018-03,BEDOK,3 ROOM,220A,BEDOK CTRL,07 TO 09,62.0,Model A,2010,91 years 02 months,446000.0,461220,1.32569266983592,103.934602365058,16
2018-03,BEDOK,4 ROOM,5,BEDOK STH AVE 2,01 TO 03,82.0,Improved,1976,56 years 10 months,300000.0,460005,1.32219157915726,103.934399264462,16
2018-03,BEDOK,4 ROOM,125,BEDOK NTH RD,01 TO 03,92.0,New Generation,1978,59 years 02 months,340088.0,460125,1.32884321524242,103.939123687022,16
2018-03,BEDOK,4 ROOM,6,BEDOK STH AVE 2,04 TO 06,82.0,Improved,1976,56 years 10 months,370000.0,460006,1.32221710776614,103.934991224907,16
2018-03,BEDOK,4 ROOM,111,BEDOK RESERVOIR RD,01 TO 03,96.0,New Generation,1985,66 years 05 months,375000.0,470111,1.32980763743003,103.910093553419,16
2018-03,BEDOK,4 ROOM,103,BEDOK RESERVOIR RD,01 TO 03,93.0,New Generation,1985,66 years 03 months,380000.0,470103,1.32877022232019,103.909381354431,16
2018-03,BEDOK,4 ROOM,113,BEDOK RESERVOIR RD,01 TO 03,91.0,New Generation,1985,66 years 03 months,380000.0,470113,1.3299667100249,103.910782526741,16
2018-03,BEDOK,4 ROOM,141,BEDOK RESERVOIR RD,04 TO 06,84.0,Simplified,1986,67 years 09 months,380000.0,470141,1.33530647237824,103.913462151262,16
2018-03,BEDOK,4 ROOM,79,BEDOK NTH RD,01 TO 03,91.0,New Generation,1978,59 years 03 months,383000.0,460079,1.32769194470055,103.940763685492,16
2018-03,BEDOK,4 ROOM,119,BEDOK RESERVOIR RD,01 TO 03,91.0,New Generation,1985,66 years 07 months,383000.0,470119,1.33106966840838,103.909465489436,16
2018-03,BEDOK,4 ROOM,530,BEDOK NTH ST 3,13 TO 15,92.0,New Generation,1979,60 years 05 months,385888.0,460530,1.33371332018833,103.927020293564,16
2018-03,BEDOK,4 ROOM,508,BEDOK NTH AVE 3,10 TO 12,92.0,New Generation,1978,59 years 08 months,390000.0,460508,1.33340012199511,103.932519441614,16
2018-03,BEDOK,4 ROOM,119,BEDOK RESERVOIR RD,01 TO 03,98.0,New Generation,1985,66 years 07 months,395000.0,470119,1.33106966840838,103.909465489436,16
2018-03,BEDOK,4 ROOM,166,BEDOK STH AVE 3,13 TO 15,83.0,Simplified,1985,66 years,395000.0,460166,1.32004079860245,103.945196685812,16
2018-03,BEDOK,4 ROOM,705,BEDOK NTH RD,04 TO 06,91.0,New Generation,1980,61 years 08 months,398000.0,470705,1.33663681806047,103.918995255673,16
2018-03,BEDOK,4 ROOM,547,BEDOK NTH ST 3,13 TO 15,92.0,New Generation,1980,61 years 02 months,405000.0,460547,1.33033113628205,103.925432072872,16
2018-03,BEDOK,4 ROOM,524,BEDOK NTH ST 3,01 TO 03,92.0,New Generation,1979,60 years 04 months,405000.0,460524,1.33484035279202,103.930637846839,16
2018-03,BEDOK,4 ROOM,64,NEW UPP CHANGI RD,07 TO 09,92.0,New Generation,1978,59 years 02 months,425000.0,460064,1.32421853827826,103.939856749673,16
2018-03,BEDOK,4 ROOM,65,NEW UPP CHANGI RD,07 TO 09,92.0,New Generation,1978,59 years 02 months,425000.0,460065,1.32467852779302,103.939770313241,16
2018-03,BEDOK,4 ROOM,706,BEDOK NTH RD,10 TO 12,91.0,New Generation,1980,61 years 08 months,430000.0,470706,1.33620691149152,103.919016802147,16
2018-03,BEDOK,4 ROOM,54,CHAI CHEE ST,13 TO 15,94.0,New Generation,1981,62 years 02 months,442000.0,460054,1.32947840879761,103.921105111921,16
2018-03,BEDOK,4 ROOM,79,BEDOK NTH RD,07 TO 09,91.0,New Generation,1978,59 years 03 months,449000.0,460079,1.32769194470055,103.940763685492,16
2018-03,BEDOK,4 ROOM,404,BEDOK NTH AVE 3,07 TO 09,92.0,New Generation,1980,61 years 02 months,455000.0,460404,1.32937492395032,103.933926939087,16
2018-03,BEDOK,4 ROOM,10,CHAI CHEE RD,04 TO 06,90.0,Model A,2001,81 years 11 months,478000.0,467010,1.32727572366021,103.924803599281,16
2018-03,BEDOK,4 ROOM,63,NEW UPP CHANGI RD,16 TO 18,92.0,New Generation,1978,59 years 02 months,480000.0,461063,1.32378410132248,103.939938951727,16
2018-03,BEDOK,4 ROOM,180,BEDOK NTH RD,04 TO 06,92.0,Model A,2006,86 years 11 months,540000.0,460180,1.3267134876497,103.940892186551,16
2018-03,BEDOK,4 ROOM,770,BEDOK RESERVOIR VIEW,16 TO 18,105.0,Premium Apartment,2000,81 years 09 months,553888.0,470770,1.33592504234068,103.938460933366,16
2018-03,BEDOK,4 ROOM,111,LENGKONG TIGA,07 TO 09,104.0,Model A,1989,70 years,645000.0,410111,1.32405877835385,103.911303762731,14
2018-03,BEDOK,4 ROOM,219B,BEDOK CTRL,13 TO 15,87.0,Model A,2010,91 years 02 months,728000.0,462219,1.32542365484015,103.933559134228,16
2018-03,BEDOK,5 ROOM,613,BEDOK RESERVOIR RD,01 TO 03,121.0,Improved,1981,62 years 01 month,430000.0,470613,1.33189327383579,103.917026960083,16
2018-03,BEDOK,5 ROOM,601,BEDOK RESERVOIR RD,07 TO 09,126.0,Improved,1982,63 years 02 months,470000.0,470601,1.33006721315152,103.911619264196,16
2018-03,BEDOK,5 ROOM,118,BEDOK NTH ST 2,01 TO 03,123.0,Standard,1978,59 years,490000.0,460118,1.33043385999052,103.937481669683,16
2018-03,BEDOK,5 ROOM,137,BEDOK NTH AVE 3,01 TO 03,117.0,Standard,1979,59 years 10 months,492888.0,460137,1.32883066193996,103.935509731277,16
2018-03,BEDOK,5 ROOM,613,BEDOK RESERVOIR RD,07 TO 09,121.0,Improved,1981,62 years 01 month,495000.0,470613,1.33189327383579,103.917026960083,16
2018-03,BEDOK,5 ROOM,613B,BEDOK RESERVOIR RD,04 TO 06,123.0,Improved,1998,78 years 11 months,518000.0,472613,1.3327873115852,103.918222316133,16
2018-03,BEDOK,5 ROOM,710,BEDOK RESERVOIR RD,10 TO 12,121.0,Improved,1980,61 years 08 months,545000.0,470710,1.3355737307958,103.923820023145,16
2018-03,BEDOK,5 ROOM,112,BEDOK NTH RD,10 TO 12,117.0,Standard,1978,59 years 04 months,549000.0,460112,1.33104907831935,103.935538768198,16
2018-03,BEDOK,5 ROOM,1,CHAI CHEE RD,13 TO 15,132.0,Model A,1983,64 years 06 months,555000.0,461001,1.32796879176302,103.922716018139,16
2018-03,BEDOK,5 ROOM,649,JLN TENAGA,04 TO 06,121.0,Improved,1993,74 years 02 months,565000.0,410649,1.33237199569139,103.906117409993,14
2018-03,BEDOK,5 ROOM,670,JLN DAMAI,10 TO 12,128.0,Improved,1996,77 years 08 months,589000.0,410670,1.33251871785385,103.908283298037,14
2018-03,BEDOK,5 ROOM,773,BEDOK RESERVOIR VIEW,10 TO 12,115.0,Premium Apartment,2000,81 years 09 months,590000.0,470773,1.33631602180285,103.93745788464,16
2018-03,BEDOK,5 ROOM,61,NEW UPP CHANGI RD,04 TO 06,118.0,Standard,1977,58 years 04 months,620000.0,461061,1.32275469870145,103.940776413808,16
2018-03,BEDOK,5 ROOM,21,BEDOK STH RD,19 TO 21,117.0,Standard,1976,56 years 10 months,650000.0,460021,1.32014595403693,103.933163375784,16
2018-03,BEDOK,5 ROOM,417,BEDOK NTH AVE 2,07 TO 09,119.0,Improved,1978,59 years 08 months,660000.0,460417,1.32757551222487,103.930482353534,16
2018-03,BEDOK,5 ROOM,413,BEDOK NTH AVE 2,16 TO 18,119.0,Improved,1979,60 years 03 months,660000.0,460413,1.33030163704738,103.931086166936,16
2018-03,BEDOK,5 ROOM,773,BEDOK RESERVOIR VIEW,16 TO 18,115.0,Premium Apartment,2000,81 years 09 months,660000.0,470773,1.33631602180285,103.93745788464,16
2018-03,BEDOK,5 ROOM,33,CHAI CHEE AVE,25 TO 27,117.0,Standard,1975,55 years 11 months,670000.0,461033,1.32400911794369,103.925848135552,16
2018-03,BEDOK,5 ROOM,21,BEDOK STH RD,19 TO 21,119.0,Standard,1976,56 years 10 months,705000.0,460021,1.32014595403693,103.933163375784,16
2018-03,BEDOK,5 ROOM,219C,BEDOK CTRL,10 TO 12,112.0,Improved,2010,91 years 02 months,855000.0,463219,1.32485598421255,103.933519574319,16
2018-03,BEDOK,EXECUTIVE,639,BEDOK RESERVOIR RD,04 TO 06,143.0,Apartment,1993,74 years 09 months,685000.0,410639,1.33166324925224,103.904625609758,14
2018-03,BEDOK,EXECUTIVE,665,JLN DAMAI,04 TO 06,146.0,Maisonette,1996,77 years 07 months,730000.0,410665,1.33413500454554,103.908129947077,14
2018-03,BEDOK,EXECUTIVE,663,JLN DAMAI,10 TO 12,145.0,Apartment,1996,77 years 06 months,760000.0,410663,1.33475931734523,103.908709087727,14
2018-03,BEDOK,EXECUTIVE,94C,BEDOK NTH AVE 4,07 TO 09,143.0,Apartment,1993,74 years 02 months,770000.0,462094,1.33361429610515,103.942628254514,16
2018-03,BEDOK,EXECUTIVE,716,BEDOK RESERVOIR RD,10 TO 12,147.0,Maisonette,1984,65 years,835000.0,470716,1.33783795176833,103.924973671246,16
2018-03,BEDOK,EXECUTIVE,104,LENGKONG TIGA,04 TO 06,146.0,Maisonette,1989,70 years,850000.0,410104,1.32563496745023,103.909815198327,14
2018-03,BISHAN,3 ROOM,116,BISHAN ST 12,07 TO 09,64.0,Simplified,1985,66 years 08 months,380000.0,570116,1.3478007201456,103.849316086687,20
2018-03,BISHAN,4 ROOM,25,SIN MING RD,04 TO 06,88.0,Improved,1974,55 years 04 months,358000.0,570025,1.35489092310003,103.838189857539,20
2018-03,BISHAN,4 ROOM,170,BISHAN ST 13,04 TO 06,103.0,Model A,1987,68 years 06 months,410000.0,570170,1.34642029733671,103.853592501555,20
2018-03,BISHAN,4 ROOM,406,SIN MING AVE,04 TO 06,84.0,Simplified,1987,68 years 01 month,466000.0,570406,1.36294455374689,103.834093500169,20
2018-03,BISHAN,4 ROOM,446,BRIGHT HILL DR,07 TO 09,94.0,New Generation,1990,71 years 01 month,488000.0,570446,1.3578715351567,103.832313916906,20
2018-03,BISHAN,4 ROOM,267,BISHAN ST 24,04 TO 06,104.0,Model A,1992,73 years 05 months,513000.0,570267,1.35763464029646,103.842813287198,20
2018-03,BISHAN,4 ROOM,454,SIN MING AVE,01 TO 03,105.0,Model A,1989,70 years 09 months,520000.0,570454,1.35910250034016,103.830578346914,20
2018-03,BISHAN,4 ROOM,181,BISHAN ST 13,04 TO 06,83.0,Simplified,1987,67 years 11 months,525000.0,570181,1.34913809640172,103.852878507674,20
2018-03,BISHAN,4 ROOM,181,BISHAN ST 13,07 TO 09,86.0,Simplified,1987,68 years,530000.0,570181,1.34913809640172,103.852878507674,20
2018-03,BISHAN,4 ROOM,445,SIN MING AVE,01 TO 03,107.0,Model A,1990,70 years 10 months,545000.0,570445,1.35871142499038,103.831720136073,20
2018-03,BISHAN,4 ROOM,303,SHUNFU RD,04 TO 06,97.0,New Generation,1985,66 years,565000.0,570303,1.34976942860988,103.83847650474,20
2018-03,BISHAN,4 ROOM,213,BISHAN ST 23,13 TO 15,102.0,Model A,1992,73 years 02 months,586666.0,570213,1.35717822124501,103.848152969032,20
2018-03,BISHAN,4 ROOM,191,BISHAN ST 13,07 TO 09,88.0,Simplified,1987,68 years 02 months,590000.0,570191,1.35054161207715,103.851371061032,20
2018-03,BISHAN,4 ROOM,229,BISHAN ST 23,04 TO 06,105.0,Model A,1992,73 years 02 months,590000.0,570229,1.35760846214532,103.84596290671,20
2018-03,BISHAN,4 ROOM,221,BISHAN ST 23,04 TO 06,102.0,Model A,1992,73 years 05 months,598000.0,570221,1.35784120462222,103.848940368039,20
2018-03,BISHAN,4 ROOM,225,BISHAN ST 23,10 TO 12,113.0,Model A,1992,73 years 05 months,600000.0,570225,1.35856894793066,103.847594239245,20
2018-03,BISHAN,4 ROOM,115,BISHAN ST 12,04 TO 06,104.0,Model A,1986,66 years 10 months,625000.0,570115,1.34791838898824,103.84875012549,20
2018-03,BISHAN,4 ROOM,292,BISHAN ST 22,10 TO 12,100.0,Premium Apartment,1998,79 years 03 months,638888.0,570292,1.35601736515828,103.845668085918,20
2018-03,BISHAN,4 ROOM,308,SHUNFU RD,10 TO 12,95.0,New Generation,1984,65 years 09 months,650000.0,570308,1.35058252902296,103.837846846026,20
2018-03,BISHAN,4 ROOM,502,BISHAN ST 11,04 TO 06,103.0,Model A,1989,70 years 07 months,710000.0,570502,1.34857905320066,103.848348015837,20
2018-03,BISHAN,5 ROOM,448,BRIGHT HILL DR,01 TO 03,123.0,Improved,1990,71 years 01 month,680000.0,570448,1.35840616993705,103.831431580561,20
2018-03,BISHAN,5 ROOM,153,BISHAN ST 13,07 TO 09,121.0,Improved,1987,68 years 08 months,690000.0,570153,1.34608595890118,103.855078297214,20
2018-03,BISHAN,5 ROOM,442,SIN MING AVE,04 TO 06,125.0,Improved,1990,70 years 11 months,715000.0,570442,1.3592357565259,103.832368846087,20
2018-03,BISHAN,5 ROOM,447,BRIGHT HILL DR,19 TO 21,125.0,Improved,1990,70 years 11 months,748000.0,570447,1.3582216078161,103.831932958776,20
2018-03,BISHAN,5 ROOM,196,BISHAN ST 13,07 TO 09,121.0,Improved,1987,67 years 10 months,750000.0,570196,1.34804172728486,103.850726886792,20
2018-03,BISHAN,5 ROOM,183,BISHAN ST 13,16 TO 18,121.0,Improved,1987,68 years 02 months,780000.0,570183,1.35045853468041,103.852476179728,20
2018-03,BISHAN,5 ROOM,194,BISHAN ST 13,07 TO 09,121.0,Improved,1987,68 years 02 months,806000.0,570194,1.34829912335443,103.851419417474,20
2018-03,BISHAN,5 ROOM,135,BISHAN ST 12,19 TO 21,121.0,Improved,1987,68 years 03 months,820888.0,570135,1.34456216829423,103.851287598109,20
2018-03,BISHAN,5 ROOM,292,BISHAN ST 22,19 TO 21,123.0,Premium Apartment,1998,79 years 03 months,835000.0,570292,1.35601736515828,103.845668085918,20
2018-03,BISHAN,5 ROOM,237,BISHAN ST 22,10 TO 12,121.0,Improved,1992,73 years 01 month,840000.0,570237,1.35941996844392,103.847150338684,20
2018-03,BISHAN,5 ROOM,273B,BISHAN ST 24,13 TO 15,120.0,DBSS,2011,92 years 06 months,940000.0,572273,1.35607299328811,103.843470177697,20
2018-03,BISHAN,5 ROOM,273B,BISHAN ST 24,34 TO 36,120.0,DBSS,2011,92 years 06 months,950000.0,572273,1.35607299328811,103.843470177697,20
2018-03,BISHAN,5 ROOM,273B,BISHAN ST 24,07 TO 09,120.0,DBSS,2011,92 years 05 months,985000.0,572273,1.35607299328811,103.843470177697,20
2018-03,BISHAN,EXECUTIVE,160,BISHAN ST 13,01 TO 03,144.0,Maisonette,1987,68 years 05 months,801000.0,570160,1.34692766254311,103.856353905694,20
2018-03,BISHAN,EXECUTIVE,261,BISHAN ST 22,07 TO 09,146.0,Maisonette,1992,73 years 06 months,910000.0,570261,1.35898689332218,103.843324418377,20
2018-03,BISHAN,EXECUTIVE,186,BISHAN ST 13,10 TO 12,146.0,Maisonette,1987,68 years 06 months,955000.0,570186,1.34934558612857,103.852578831668,20
2018-03,BISHAN,EXECUTIVE,186,BISHAN ST 13,04 TO 06,146.0,Maisonette,1987,68 years 05 months,980000.0,570186,1.34934558612857,103.852578831668,20
2018-03,BISHAN,EXECUTIVE,451,SIN MING AVE,10 TO 12,182.0,Maisonette,1990,70 years 11 months,1018000.0,570451,1.35851090906303,103.830066980252,20
2018-03,BUKIT BATOK,3 ROOM,169,BT BATOK WEST AVE 8,04 TO 06,73.0,Model A,1984,65 years 07 months,225000.0,650169,1.34660733553492,103.740909286964,23
2018-03,BUKIT BATOK,3 ROOM,504,BT BATOK ST 52,04 TO 06,60.0,Improved,1988,68 years 11 months,242000.0,650504,1.35196560331027,103.754983672501,23
2018-03,BUKIT BATOK,3 ROOM,131,BT BATOK WEST AVE 6,01 TO 03,73.0,Model A,1984,65 years 10 months,248000.0,650131,1.35073333041497,103.746261338468,23
2018-03,BUKIT BATOK,3 ROOM,217,BT BATOK ST 21,04 TO 06,67.0,New Generation,1984,65 years 10 months,255000.0,650217,1.34673392184416,103.754727840299,23
2018-03,BUKIT BATOK,3 ROOM,179,BT BATOK WEST AVE 8,01 TO 03,72.0,New Generation,1985,65 years 10 months,258000.0,650179,1.34581228622891,103.742210249553,23
2018-03,BUKIT BATOK,3 ROOM,217,BT BATOK ST 21,10 TO 12,67.0,New Generation,1984,65 years 10 months,260000.0,650217,1.34673392184416,103.754727840299,23
2018-03,BUKIT BATOK,3 ROOM,310,BT BATOK ST 32,01 TO 03,64.0,Simplified,1987,68 years,260000.0,650310,1.35964071966908,103.748829089659,23
2018-03,BUKIT BATOK,3 ROOM,501,BT BATOK ST 52,04 TO 06,64.0,Simplified,1986,67 years 09 months,262000.0,650501,1.35149319356169,103.754998121996,23
2018-03,BUKIT BATOK,3 ROOM,263,BT BATOK EAST AVE 4,10 TO 12,73.0,Model A,1985,66 years 03 months,265000.0,650263,1.35029153722115,103.759090413855,23
2018-03,BUKIT BATOK,3 ROOM,264,BT BATOK EAST AVE 4,04 TO 06,73.0,Model A,1985,66 years 02 months,265000.0,650264,1.34991025839712,103.759040163588,23
2018-03,BUKIT BATOK,3 ROOM,423,BT BATOK WEST AVE 2,04 TO 06,68.0,New Generation,1988,69 years 05 months,265000.0,650423,1.36215691970023,103.744946718558,23
2018-03,BUKIT BATOK,3 ROOM,219,BT BATOK ST 21,07 TO 09,69.0,New Generation,1985,66 years,268000.0,650219,1.34720729813155,103.754999726682,23
2018-03,BUKIT BATOK,3 ROOM,250,BT BATOK EAST AVE 5,10 TO 12,73.0,Model A,1985,66 years 03 months,269888.0,650250,1.35105549277865,103.757080302123,23
2018-03,BUKIT BATOK,3 ROOM,229,BT BATOK EAST AVE 3,01 TO 03,67.0,New Generation,1985,66 years 01 month,270000.0,650229,1.34827660376884,103.754680867021,23
2018-03,BUKIT BATOK,3 ROOM,175,BT BATOK WEST AVE 8,07 TO 09,67.0,New Generation,1985,65 years 10 months,270000.0,650175,1.34554897953938,103.741598629749,23
2018-03,BUKIT BATOK,3 ROOM,409,BT BATOK WEST AVE 4,01 TO 03,68.0,New Generation,1988,69 years 02 months,272000.0,650409,1.36448899593886,103.745816406222,23
2018-03,BUKIT BATOK,3 ROOM,361,BT BATOK ST 31,04 TO 06,68.0,New Generation,1987,68 years,273000.0,650361,1.3607337219879,103.750944064843,23
2018-03,BUKIT BATOK,3 ROOM,177,BT BATOK WEST AVE 8,04 TO 06,73.0,Model A,1985,65 years 10 months,275000.0,650177,1.3463440745148,103.741742087315,23
2018-03,BUKIT BATOK,3 ROOM,230,BT BATOK EAST AVE 3,07 TO 09,67.0,New Generation,1985,66 years 08 months,280000.0,650230,1.34771540923723,103.754994802909,23
2018-03,BUKIT BATOK,3 ROOM,240,BT BATOK EAST AVE 5,07 TO 09,71.0,New Generation,1985,66 years 07 months,280000.0,650240,1.35048816023777,103.754177773165,23
2018-03,BUKIT BATOK,3 ROOM,312,BT BATOK ST 32,04 TO 06,68.0,New Generation,1985,66 years 04 months,280000.0,650312,1.35987875096146,103.74733565667,23
2018-03,BUKIT BATOK,3 ROOM,235,BT BATOK EAST AVE 5,10 TO 12,67.0,New Generation,1985,66 years 03 months,282000.0,650235,1.34848352110457,103.756300449103,23
2018-03,BUKIT BATOK,3 ROOM,127,BT BATOK WEST AVE 6,04 TO 06,73.0,Model A,1985,65 years 10 months,284000.0,650127,1.35185612872026,103.746076774467,23
2018-03,BUKIT BATOK,3 ROOM,312,BT BATOK ST 32,10 TO 12,68.0,New Generation,1985,66 years 04 months,285000.0,650312,1.35987875096146,103.74733565667,23
2018-03,BUKIT BATOK,3 ROOM,175,BT BATOK WEST AVE 8,04 TO 06,82.0,New Generation,1985,65 years 10 months,295000.0,650175,1.34554897953938,103.741598629749,23
2018-03,BUKIT BATOK,3 ROOM,215,BT BATOK ST 21,07 TO 09,67.0,New Generation,1984,65 years 08 months,295000.0,650215,1.34677496983575,103.753335935038,23
2018-03,BUKIT BATOK,4 ROOM,337,BT BATOK ST 34,07 TO 09,84.0,Simplified,1986,67 years 07 months,311000.0,650337,1.36348296381773,103.749393361059,23
2018-03,BUKIT BATOK,4 ROOM,370,BT BATOK ST 31,07 TO 09,84.0,Simplified,1985,66 years 08 months,328000.0,650370,1.35995741711977,103.749307337606,23
2018-03,BUKIT BATOK,4 ROOM,346,BT BATOK ST 34,07 TO 09,103.0,Model A,1986,66 years 10 months,345000.0,650346,1.362471403915,103.750561080651,23
2018-03,BUKIT BATOK,4 ROOM,408,BT BATOK WEST AVE 4,10 TO 12,94.0,New Generation,1988,69 years 02 months,347000.0,650408,1.36481977758189,103.744989792545,23
2018-03,BUKIT BATOK,4 ROOM,391,BT BATOK WEST AVE 5,01 TO 03,86.0,Model A,2004,85 years 06 months,363000.0,650391,1.36585374932576,103.752728543207,23
2018-03,BUKIT BATOK,4 ROOM,244,BT BATOK EAST AVE 5,01 TO 03,99.0,New Generation,1985,66 years 07 months,367000.0,650244,1.34918269764742,103.757239164878,23
2018-03,BUKIT BATOK,4 ROOM,138,BT BATOK WEST AVE 6,10 TO 12,93.0,New Generation,1984,65 years 05 months,368000.0,650138,1.35044711973729,103.744471903926,23
2018-03,BUKIT BATOK,4 ROOM,114,BT BATOK WEST AVE 6,01 TO 03,104.0,Model A,1984,65 years 06 months,370000.0,650114,1.34883662857191,103.746021679075,23
2018-03,BUKIT BATOK,4 ROOM,231,BT BATOK EAST AVE 5,04 TO 06,91.0,New Generation,1985,66 years 04 months,375000.0,650231,1.34908254998383,103.754518186115,23
2018-03,BUKIT BATOK,4 ROOM,363,BT BATOK ST 31,01 TO 03,94.0,New Generation,1987,68 years 07 months,375000.0,650363,1.36101444441179,103.74944732312,23
2018-03,BUKIT BATOK,4 ROOM,112,BT BATOK WEST AVE 6,04 TO 06,104.0,Model A,1984,65 years 08 months,378000.0,650112,1.34817353357762,103.745025213312,23
2018-03,BUKIT BATOK,4 ROOM,127,BT BATOK WEST AVE 6,04 TO 06,103.0,Model A,1985,65 years 11 months,380000.0,650127,1.35185612872026,103.746076774467,23
2018-03,BUKIT BATOK,4 ROOM,361,BT BATOK ST 31,10 TO 12,94.0,New Generation,1987,67 years 11 months,383000.0,650361,1.3607337219879,103.750944064843,23
2018-03,BUKIT BATOK,4 ROOM,105,BT BATOK CTRL,01 TO 03,104.0,Model A,1985,66 years 01 month,385000.0,650105,1.3485726542005,103.747156223784,23
2018-03,BUKIT BATOK,4 ROOM,370,BT BATOK ST 31,01 TO 03,104.0,Model A,1985,66 years 09 months,390000.0,650370,1.35995741711977,103.749307337606,23
2018-03,BUKIT BATOK,4 ROOM,130,BT BATOK WEST AVE 6,04 TO 06,103.0,Model A,1984,65 years 08 months,390000.0,650130,1.35106126001126,103.745857351625,23
2018-03,BUKIT BATOK,4 ROOM,290G,BT BATOK ST 24,04 TO 06,103.0,Model A,1998,78 years 10 months,392500.0,656290,1.34337777770123,103.757174736965,23
2018-03,BUKIT BATOK,4 ROOM,291C,BT BATOK ST 24,07 TO 09,103.0,Model A,1998,78 years 11 months,400000.0,652291,1.34299777407959,103.755158102193,23
2018-03,BUKIT BATOK,4 ROOM,291E,BT BATOK ST 24,04 TO 06,102.0,Model A,1998,78 years 11 months,400000.0,654291,1.343453412569,103.754788281769,23
2018-03,BUKIT BATOK,4 ROOM,235,BT BATOK EAST AVE 5,07 TO 09,96.0,New Generation,1985,66 years 04 months,400000.0,650235,1.34848352110457,103.756300449103,23
2018-03,BUKIT BATOK,4 ROOM,241,BT BATOK EAST AVE 5,01 TO 03,99.0,New Generation,1985,66 years 07 months,401000.0,650241,1.3508952364452,103.75454446951,23
2018-03,BUKIT BATOK,4 ROOM,190,BT BATOK WEST AVE 6,10 TO 12,98.0,Model A,1997,78 years 04 months,408000.0,650190,1.3453856199951,103.746045480153,23
2018-03,BUKIT BATOK,4 ROOM,393,BT BATOK WEST AVE 5,19 TO 21,92.0,Model A,2004,85 years 07 months,415000.0,650393,1.36649328120419,103.753112569115,23
2018-03,BUKIT BATOK,4 ROOM,290E,BT BATOK ST 24,10 TO 12,102.0,Model A,1997,78 years 09 months,420000.0,654290,1.34389104771025,103.757689179709,23
2018-03,BUKIT BATOK,4 ROOM,291E,BT BATOK ST 24,13 TO 15,102.0,Model A,1998,78 years 11 months,420000.0,654291,1.343453412569,103.754788281769,23
2018-03,BUKIT BATOK,4 ROOM,395,BT BATOK WEST AVE 5,16 TO 18,92.0,Model A,2004,85 years 06 months,430000.0,650395,1.36631689866947,103.752287629198,23
2018-03,BUKIT BATOK,4 ROOM,383,BT BATOK WEST AVE 5,13 TO 15,92.0,Model A,2005,85 years 11 months,431888.0,650383,1.36232315228541,103.752217152725,23
2018-03,BUKIT BATOK,4 ROOM,288E,BT BATOK ST 25,10 TO 12,102.0,Model A,1998,79 years 05 months,435000.0,654288,1.34551240744243,103.758897488955,23
2018-03,BUKIT BATOK,4 ROOM,386,BT BATOK WEST AVE 5,16 TO 18,92.0,Model A,2004,85 years 10 months,450000.0,650386,1.36393942184816,103.752556035691,23
2018-03,BUKIT BATOK,4 ROOM,392,BT BATOK WEST AVE 5,25 TO 27,92.0,Model A,2004,85 years 08 months,452888.0,650392,1.36586608373138,103.753323280718,23
