month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,Postal,Latitude,Longitude,District
2023-04,TOA PAYOH,4 ROOM,248,KIM KEAT LINK,10 TO 12,104.0,Model A,1989,64 years 11 months,555000.0,310248,1.33136716741014,103.855879359987,12
2023-04,TOA PAYOH,4 ROOM,130B,LOR 1 TOA PAYOH,16 TO 18,93.0,Model A,2018,94 years 05 months,1000000.0,312130,1.33737735210716,103.842656049195,12
2023-04,TOA PAYOH,4 ROOM,130B,LOR 1 TOA PAYOH,10 TO 12,93.0,Model A,2018,94 years 04 months,948888.0,312130,1.33737735210716,103.842656049195,12
2023-04,TOA PAYOH,4 ROOM,130A,LOR 1 TOA PAYOH,28 TO 30,93.0,Model A,2018,94 years 04 months,998000.0,311130,1.33739384161997,103.843183616479,12
2023-04,TOA PAYOH,4 ROOM,138A,LOR 1A TOA PAYOH,25 TO 27,91.0,DBSS,2012,88 years 02 months,988000.0,311138,1.33671098513786,103.845472945511,12
2023-04,TOA PAYOH,4 ROOM,152,LOR 2 TOA PAYOH,40 TO 42,91.0,Model A,2006,81 years 09 months,820000.0,310152,1.33416708512554,103.845891140252,12
2023-04,TOA PAYOH,4 ROOM,191,LOR 4 TOA PAYOH,01 TO 03,84.0,Improved,1974,50 years 04 months,493000.0,310191,1.33189327620475,103.851025403234,12
2023-04,TOA PAYOH,4 ROOM,11,LOR 8 TOA PAYOH,01 TO 03,102.0,Model A,1998,73 years 10 months,633800.0,310011,1.33723344302177,103.858841063408,12
2023-04,TOA PAYOH,4 ROOM,222,LOR 8 TOA PAYOH,01 TO 03,82.0,Improved,1976,51 years 11 months,440000.0,310222,1.34177310664554,103.856039796964,12
2023-04,TOA PAYOH,4 ROOM,105,POTONG PASIR AVE 1,07 TO 09,103.0,Model A,1984,60 years 03 months,668000.0,350105,1.33442373227683,103.868696835165,13
2023-04,TOA PAYOH,4 ROOM,119,POTONG PASIR AVE 1,07 TO 09,96.0,New Generation,1984,60 years 06 months,505000.0,350119,1.33456149665389,103.862943044844,13
2023-04,TOA PAYOH,4 ROOM,79D,TOA PAYOH CTRL,04 TO 06,92.0,Model A,2009,85 years 01 month,710000.0,314079,1.33464084384827,103.849165514713,12
2023-04,TOA PAYOH,4 ROOM,79D,TOA PAYOH CTRL,37 TO 39,91.0,Model A,2009,85 years,923800.0,314079,1.33464084384827,103.849165514713,12
2023-04,TOA PAYOH,4 ROOM,183,TOA PAYOH CTRL,04 TO 06,78.0,Improved,1972,48 years 03 months,438888.0,310183,1.33335596212429,103.848865687447,12
2023-04,TOA PAYOH,4 ROOM,79E,TOA PAYOH CTRL,19 TO 21,91.0,Model A,2009,85 years,860000.0,315079,1.33472713626235,103.849822984337,12
2023-04,TOA PAYOH,4 ROOM,202,TOA PAYOH NTH,07 TO 09,87.0,Improved,1973,49 years 03 months,440000.0,310202,1.34152911615925,103.849589127712,12
2023-04,TOA PAYOH,4 ROOM,200,TOA PAYOH NTH,04 TO 06,87.0,Improved,1973,49 years 03 months,443000.0,310200,1.34167292743585,103.851007776843,12
2023-04,TOA PAYOH,5 ROOM,14,JOO SENG RD,13 TO 15,132.0,Model A,1984,60 years,720000.0,360014,1.33607365258296,103.879853823853,13
2023-04,TOA PAYOH,5 ROOM,16,JOO SENG RD,07 TO 09,132.0,Model A,1984,59 years 09 months,725000.0,360016,1.33647717186602,103.880345921024,13
2023-04,TOA PAYOH,5 ROOM,11,JOO SENG RD,16 TO 18,123.0,Improved,1983,59 years,688000.0,360011,1.33500895047711,103.880706259667,13
2023-04,TOA PAYOH,5 ROOM,239,LOR 1 TOA PAYOH,10 TO 12,123.0,Improved,1986,62 years 05 months,808000.0,310239,1.34050894159915,103.851040712112,12
2023-04,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,25 TO 27,117.0,DBSS,2012,87 years 11 months,1330000.0,311138,1.33671098513786,103.845472945511,12
2023-04,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,40 TO 42,114.0,DBSS,2012,87 years 11 months,1385000.0,311138,1.33671098513786,103.845472945511,12
2023-04,TOA PAYOH,5 ROOM,138A,LOR 1A TOA PAYOH,04 TO 06,110.0,DBSS,2012,87 years 11 months,1010000.0,311138,1.33671098513786,103.845472945511,12
2023-04,TOA PAYOH,5 ROOM,152,LOR 2 TOA PAYOH,37 TO 39,110.0,Improved,2006,81 years 09 months,1288888.0,310152,1.33416708512554,103.845891140252,12
2023-04,TOA PAYOH,5 ROOM,147,LOR 2 TOA PAYOH,13 TO 15,110.0,Improved,2006,81 years 09 months,1028888.0,310147,1.33454683171677,103.845077697814,12
2023-04,TOA PAYOH,5 ROOM,81,LOR 4 TOA PAYOH,16 TO 18,122.0,Improved,1997,72 years 11 months,999000.0,310081,1.33541034865574,103.850423493461,12
2023-04,TOA PAYOH,5 ROOM,36,LOR 5 TOA PAYOH,19 TO 21,117.0,Improved,1997,73 years 06 months,928888.0,310036,1.33482139850243,103.855272944611,12
2023-04,TOA PAYOH,5 ROOM,43,LOR 5 TOA PAYOH,13 TO 15,122.0,Improved,1993,69 years,788000.0,310043,1.3359069234545,103.854314596382,12
2023-04,TOA PAYOH,5 ROOM,14A,LOR 7 TOA PAYOH,16 TO 18,121.0,Improved,1998,74 years 05 months,885000.0,311014,1.3362682080095,103.858315233952,12
2023-04,TOA PAYOH,5 ROOM,121,POTONG PASIR AVE 1,10 TO 12,147.0,Model A-Maisonette,1984,60 years 01 month,1072000.0,350121,1.33576029177039,103.865596996588,13
2023-04,TOA PAYOH,EXECUTIVE,257,KIM KEAT AVE,10 TO 12,153.0,Maisonette,1988,64 years 09 months,1050000.0,310257,1.33260688502861,103.857270508532,12
2023-04,TOA PAYOH,EXECUTIVE,254,KIM KEAT AVE,01 TO 03,146.0,Maisonette,1989,64 years 09 months,850000.0,310254,1.33173315408576,103.858329268353,12
2023-04,TOA PAYOH,EXECUTIVE,240,LOR 1 TOA PAYOH,01 TO 03,146.0,Maisonette,1986,62 years 06 months,900000.0,310240,1.34087644567662,103.850829960636,12
2023-04,WOODLANDS,2 ROOM,574A,WOODLANDS DR 16,07 TO 09,47.0,Model A,2018,94 years 03 months,348000.0,731574,1.43009191759022,103.797488334456,25
2023-04,WOODLANDS,2 ROOM,573A,WOODLANDS DR 16,10 TO 12,37.0,Model A,2018,94 years 02 months,320000.0,731573,1.43128103413154,103.798018240512,25
2023-04,WOODLANDS,2 ROOM,573B,WOODLANDS DR 16,07 TO 09,47.0,Model A,2018,94 years 02 months,330000.0,732573,1.43084072475669,103.797770248134,25
2023-04,WOODLANDS,2 ROOM,694D,WOODLANDS DR 62,07 TO 09,37.0,Model A,2018,94 years 06 months,320000.0,734694,1.43860258381124,103.805091219141,25
2023-04,WOODLANDS,3 ROOM,24,MARSILING DR,10 TO 12,67.0,New Generation,1977,53 years 03 months,320000.0,730024,1.44150533051525,103.77213161946,25
2023-04,WOODLANDS,3 ROOM,2,MARSILING DR,01 TO 03,65.0,Improved,1974,50 years 04 months,310000.0,730002,1.43993828758599,103.776694750398,25
2023-04,WOODLANDS,3 ROOM,204,MARSILING DR,04 TO 06,68.0,New Generation,1981,57 years 01 month,335000.0,730204,1.44421587707158,103.77402718469,25
2023-04,WOODLANDS,3 ROOM,206,MARSILING DR,01 TO 03,68.0,New Generation,1981,57 years,335000.0,730206,1.44540729578602,103.77336982144,25
2023-04,WOODLANDS,3 ROOM,13,MARSILING LANE,07 TO 09,65.0,Improved,1976,52 years,310000.0,730013,1.44109627463339,103.779276133737,25
2023-04,WOODLANDS,3 ROOM,180A,MARSILING RD,31 TO 33,66.0,Model A,2015,91 years 04 months,425000.0,731180,1.43904320861563,103.778109726656,25
2023-04,WOODLANDS,3 ROOM,180A,MARSILING RD,28 TO 30,67.0,Model A,2015,91 years 03 months,428000.0,731180,1.43904320861563,103.778109726656,25
2023-04,WOODLANDS,3 ROOM,180A,MARSILING RD,07 TO 09,67.0,Model A,2015,91 years 03 months,399128.0,731180,1.43904320861563,103.778109726656,25
2023-04,WOODLANDS,3 ROOM,180A,MARSILING RD,16 TO 18,66.0,Model A,2015,91 years 03 months,422000.0,731180,1.43904320861563,103.778109726656,25
2023-04,WOODLANDS,3 ROOM,887B,WOODLANDS DR 50,13 TO 15,67.0,Premium Apartment,2015,90 years 10 months,488000.0,732887,1.43720254481335,103.794350937623,25
2023-04,WOODLANDS,3 ROOM,694A,WOODLANDS DR 62,10 TO 12,68.0,Model A,2018,94 years 06 months,458000.0,731694,1.43905183955493,103.804395663183,25
2023-04,WOODLANDS,3 ROOM,694D,WOODLANDS DR 62,01 TO 03,68.0,Model A,2018,94 years 06 months,420000.0,734694,1.43860258381124,103.805091219141,25
2023-04,WOODLANDS,3 ROOM,694C,WOODLANDS DR 62,01 TO 03,68.0,Model A,2018,94 years 05 months,415000.0,733694,1.43882273055925,103.80571417998,25
2023-04,WOODLANDS,3 ROOM,158,WOODLANDS ST 13,01 TO 03,73.0,Model A,1990,66 years 02 months,372000.0,730158,1.43403215729146,103.77477997616,25
2023-04,WOODLANDS,3 ROOM,157,WOODLANDS ST 13,10 TO 12,73.0,Model A,1985,61 years,385000.0,730157,1.43437664621496,103.774783081105,25
2023-04,WOODLANDS,3 ROOM,101,WOODLANDS ST 13,04 TO 06,67.0,New Generation,1985,61 years 01 month,362000.0,730101,1.43598268540185,103.781932747463,25
2023-04,WOODLANDS,3 ROOM,149,WOODLANDS ST 13,04 TO 06,68.0,New Generation,1985,60 years 11 months,352000.0,730149,1.4357638173206,103.772798008229,25
2023-04,WOODLANDS,3 ROOM,159,WOODLANDS ST 13,04 TO 06,73.0,Model A,1990,66 years 01 month,372000.0,730159,1.43367896562385,103.774587099483,25
2023-04,WOODLANDS,3 ROOM,311,WOODLANDS ST 31,07 TO 09,73.0,Model A,1993,69 years 06 months,375000.0,730311,1.43045857968039,103.77616959046,25
2023-04,WOODLANDS,3 ROOM,318,WOODLANDS ST 31,01 TO 03,83.0,Model A,1993,69 years 08 months,400000.0,730318,1.43185620344217,103.777063676323,25
2023-04,WOODLANDS,3 ROOM,310,WOODLANDS ST 31,10 TO 12,73.0,Model A,1993,69 years 05 months,388888.0,730310,1.43010378077548,103.775977116694,25
2023-04,WOODLANDS,3 ROOM,411,WOODLANDS ST 41,01 TO 03,68.0,New Generation,1995,71 years 05 months,358000.0,730411,1.42851421590436,103.772819923302,25
2023-04,WOODLANDS,3 ROOM,820,WOODLANDS ST 82,01 TO 03,69.0,New Generation,1995,71 years,363000.0,730820,1.44118653611303,103.790150923168,25
2023-04,WOODLANDS,4 ROOM,8,MARSILING DR,07 TO 09,88.0,Improved,1976,51 years 10 months,372000.0,730008,1.44134504107456,103.777182721751,25
2023-04,WOODLANDS,4 ROOM,22,MARSILING DR,13 TO 15,92.0,New Generation,1977,53 years 03 months,425000.0,730022,1.44189730082889,103.774373791954,25
2023-04,WOODLANDS,4 ROOM,28,MARSILING DR,07 TO 09,97.0,New Generation,1977,53 years,395000.0,730028,1.44279097620867,103.773706575083,25
2023-04,WOODLANDS,4 ROOM,25,MARSILING DR,10 TO 12,91.0,New Generation,1977,53 years 02 months,385000.0,730025,1.4419400958206,103.772053205058,25
2023-04,WOODLANDS,4 ROOM,22,MARSILING DR,10 TO 12,92.0,New Generation,1977,53 years 03 months,420000.0,730022,1.44189730082889,103.774373791954,25
2023-04,WOODLANDS,4 ROOM,7,MARSILING DR,04 TO 06,88.0,Improved,1976,51 years 09 months,362000.0,730007,1.44166906487399,103.776733408183,25
2023-04,WOODLANDS,4 ROOM,28,MARSILING DR,07 TO 09,97.0,New Generation,1977,53 years,395000.0,730028,1.44279097620867,103.773706575083,25
2023-04,WOODLANDS,4 ROOM,5A,MARSILING DR,10 TO 12,90.0,Model A,2002,78 years,432000.0,732005,1.44008479628214,103.77520066007,25
2023-04,WOODLANDS,4 ROOM,205,MARSILING DR,04 TO 06,92.0,New Generation,1980,56 years 06 months,398000.0,730205,1.4449461460443,103.773484126567,25
2023-04,WOODLANDS,4 ROOM,353,WOODLANDS AVE 1,04 TO 06,105.0,Model A,1996,72 years 04 months,492000.0,730353,1.4318164870717,103.785162448842,25
2023-04,WOODLANDS,4 ROOM,613,WOODLANDS AVE 4,04 TO 06,101.0,Model A,1998,74 years 05 months,465000.0,730613,1.4344285097579,103.796826266544,25
2023-04,WOODLANDS,4 ROOM,844,WOODLANDS AVE 4,04 TO 06,106.0,Model A,1996,72 years 05 months,480000.0,730844,1.44392522478237,103.793219046325,25
2023-04,WOODLANDS,4 ROOM,724,WOODLANDS AVE 6,10 TO 12,103.0,Model A,1997,73 years 06 months,490000.0,730724,1.44466656494325,103.798713043181,25
2023-04,WOODLANDS,4 ROOM,718,WOODLANDS AVE 6,10 TO 12,100.0,Model A,1997,73 years 04 months,500000.0,730718,1.44159550542694,103.801106488879,25
2023-04,WOODLANDS,4 ROOM,743,WOODLANDS CIRCLE,10 TO 12,100.0,Model A2,1997,73 years 07 months,500000.0,730743,1.44373361822384,103.79631194039,25
2023-04,WOODLANDS,4 ROOM,753,WOODLANDS CIRCLE,01 TO 03,102.0,Model A,1997,73 years 09 months,470000.0,730753,1.44580506026781,103.794640299567,25
2023-04,WOODLANDS,4 ROOM,787D,WOODLANDS CRES,04 TO 06,100.0,Model A,1997,73 years 06 months,475000.0,734787,1.44511727056421,103.801733312456,25
2023-04,WOODLANDS,4 ROOM,780C,WOODLANDS CRES,13 TO 15,92.0,Model A,2015,91 years 04 months,525000.0,733780,1.44911111477951,103.801346682135,25
2023-04,WOODLANDS,4 ROOM,780E,WOODLANDS CRES,01 TO 03,92.0,Model A,2015,91 years 04 months,478000.0,735780,1.44800009031143,103.801700391926,25
2023-04,WOODLANDS,4 ROOM,775,WOODLANDS CRES,01 TO 03,92.0,Model A2,1997,73 years 06 months,445000.0,730775,1.44851537801544,103.799883743679,25
2023-04,WOODLANDS,4 ROOM,782B,WOODLANDS CRES,13 TO 15,92.0,Model A,2015,91 years 02 months,520000.0,732782,1.44746980055218,103.803227069534,25
2023-04,WOODLANDS,4 ROOM,514,WOODLANDS DR 14,01 TO 03,105.0,Premium Apartment,1999,75 years,490000.0,730514,1.43459781347729,103.789672557945,25
2023-04,WOODLANDS,4 ROOM,521,WOODLANDS DR 14,10 TO 12,105.0,Premium Apartment,2000,76 years 03 months,508888.0,730521,1.43371600015319,103.793326209161,25
2023-04,WOODLANDS,4 ROOM,524,WOODLANDS DR 14,07 TO 09,102.0,Premium Apartment,2000,76 years,525000.0,730524,1.43264768513006,103.79367954254,25
2023-04,WOODLANDS,4 ROOM,505,WOODLANDS DR 14,07 TO 09,101.0,Model A,1999,74 years 09 months,480000.0,730505,1.43219452634829,103.791155512188,25
2023-04,WOODLANDS,4 ROOM,528,WOODLANDS DR 14,10 TO 12,106.0,Premium Apartment,1999,75 years 04 months,525000.0,730528,1.43148927213394,103.792558417494,25
2023-04,WOODLANDS,4 ROOM,530,WOODLANDS DR 14,10 TO 12,104.0,Premium Apartment,1999,75 years 04 months,550888.0,730530,1.43141120571518,103.79318690573,25
2023-04,WOODLANDS,4 ROOM,574A,WOODLANDS DR 16,10 TO 12,93.0,Model A,2018,94 years 03 months,612888.0,731574,1.43009191759022,103.797488334456,25
2023-04,WOODLANDS,4 ROOM,573B,WOODLANDS DR 16,07 TO 09,93.0,Model A,2018,94 years 03 months,538000.0,732573,1.43084072475669,103.797770248134,25
2023-04,WOODLANDS,4 ROOM,573B,WOODLANDS DR 16,01 TO 03,93.0,Model A,2018,94 years 02 months,490000.0,732573,1.43084072475669,103.797770248134,25
2023-04,WOODLANDS,4 ROOM,546,WOODLANDS DR 16,07 TO 09,100.0,Model A,2000,76 years 05 months,482000.0,730546,1.42970406750651,103.793970297136,25
2023-04,WOODLANDS,4 ROOM,574B,WOODLANDS DR 16,04 TO 06,93.0,Model A,2018,94 years 02 months,539000.0,732574,1.42968120982977,103.79721983981,25
2023-04,WOODLANDS,4 ROOM,574A,WOODLANDS DR 16,04 TO 06,93.0,Model A,2018,94 years 02 months,551800.0,731574,1.43009191759022,103.797488334456,25
2023-04,WOODLANDS,4 ROOM,573C,WOODLANDS DR 16,07 TO 09,93.0,Model A,2018,94 years 02 months,580888.0,733573,1.43050173672501,103.797682947729,25
2023-04,WOODLANDS,4 ROOM,577,WOODLANDS DR 16,10 TO 12,91.0,Model A,2000,76 years 07 months,498000.0,730577,1.43096196421541,103.796544744793,25
2023-04,WOODLANDS,4 ROOM,704,WOODLANDS DR 40,04 TO 06,102.0,Model A,1996,72 years 06 months,480000.0,730704,1.44058061315975,103.796236000002,25
2023-04,WOODLANDS,4 ROOM,897A,WOODLANDS DR 50,04 TO 06,99.0,Model A,1997,73 years 06 months,475000.0,730897,1.43649098814063,103.793972071847,25
2023-04,WOODLANDS,4 ROOM,889D,WOODLANDS DR 50,10 TO 12,93.0,Model A,2017,93 years 04 months,580000.0,734889,1.43778127256862,103.792079496533,25
2023-04,WOODLANDS,4 ROOM,899A,WOODLANDS DR 50,04 TO 06,99.0,Model A,1997,73 years 06 months,485000.0,730899,1.43580504809942,103.795253987843,25
2023-04,WOODLANDS,4 ROOM,891B,WOODLANDS DR 50,01 TO 03,100.0,Model A,1996,72 years 07 months,472000.0,731891,1.43791227793029,103.79053981455,25
2023-04,WOODLANDS,4 ROOM,891A,WOODLANDS DR 50,04 TO 06,100.0,Model A,1996,72 years 07 months,487000.0,730891,1.43774346901468,103.791171851068,25
2023-04,WOODLANDS,4 ROOM,899A,WOODLANDS DR 50,07 TO 09,100.0,Model A,1997,73 years 06 months,495000.0,730899,1.43580504809942,103.795253987843,25
2023-04,WOODLANDS,4 ROOM,896C,WOODLANDS DR 50,07 TO 09,100.0,Model A,1997,73 years 02 months,470000.0,732896,1.4367617558598,103.793339992473,25
2023-04,WOODLANDS,4 ROOM,889C,WOODLANDS DR 50,07 TO 09,93.0,Model A,2017,93 years 03 months,540000.0,733889,1.43781260724005,103.79240942154,25
2023-04,WOODLANDS,4 ROOM,892B,WOODLANDS DR 50,07 TO 09,100.0,Model A,1996,72 years 06 months,500000.0,731892,1.43758961828961,103.789673572257,25
2023-04,WOODLANDS,4 ROOM,557,WOODLANDS DR 53,04 TO 06,101.0,Model A,1999,75 years 09 months,450000.0,730557,1.43272193932997,103.796846435522,25
2023-04,WOODLANDS,4 ROOM,555,WOODLANDS DR 53,10 TO 12,102.0,Model A,1999,75 years 08 months,480000.0,730555,1.43228169943574,103.795797044364,25
2023-04,WOODLANDS,4 ROOM,771,WOODLANDS DR 60,01 TO 03,102.0,Model A,1997,73 years 08 months,467000.0,730771,1.44676594112794,103.797961878988,25
2023-04,WOODLANDS,4 ROOM,786D,WOODLANDS DR 60,01 TO 03,100.0,Model A,1997,73 years 04 months,449000.0,734786,1.44641912494034,103.801027490309,25
2023-04,WOODLANDS,4 ROOM,778,WOODLANDS DR 60,07 TO 09,100.0,Model A,1997,73 years 08 months,490000.0,730778,1.44728214613521,103.799774503062,25
2023-04,WOODLANDS,4 ROOM,694C,WOODLANDS DR 62,01 TO 03,92.0,Model A,2018,94 years 06 months,515000.0,733694,1.43882273055925,103.80571417998,25
2023-04,WOODLANDS,4 ROOM,694D,WOODLANDS DR 62,04 TO 06,92.0,Model A,2018,94 years 05 months,510000.0,734694,1.43860258381124,103.805091219141,25
2023-04,WOODLANDS,4 ROOM,681A,WOODLANDS DR 62,13 TO 15,102.0,Premium Apartment,2000,75 years 11 months,510000.0,731681,1.43953354132813,103.803797276395,25
2023-04,WOODLANDS,4 ROOM,694D,WOODLANDS DR 62,10 TO 12,92.0,Model A,2018,94 years 05 months,556000.0,734694,1.43860258381124,103.805091219141,25
2023-04,WOODLANDS,4 ROOM,694C,WOODLANDS DR 62,04 TO 06,92.0,Model A,2018,94 years 05 months,555000.0,733694,1.43882273055925,103.80571417998,25
2023-04,WOODLANDS,4 ROOM,712,WOODLANDS DR 70,10 TO 12,99.0,Model A,1996,72 years 09 months,475000.0,730712,1.44190741181249,103.797234182141,25
2023-04,WOODLANDS,4 ROOM,717,WOODLANDS DR 70,10 TO 12,101.0,Model A,1997,73 years 02 months,525000.0,730717,1.44084734957997,103.799421965632,25
2023-04,WOODLANDS,4 ROOM,711,WOODLANDS DR 70,10 TO 12,102.0,Model A,1997,72 years 11 months,512000.0,730711,1.44122296569404,103.797378360624,25
2023-04,WOODLANDS,4 ROOM,691B,WOODLANDS DR 73,10 TO 12,93.0,Model A,2018,94 years 02 months,575000.0,732691,1.44029961420554,103.805892481401,25
2023-04,WOODLANDS,4 ROOM,691A,WOODLANDS DR 73,07 TO 09,93.0,Model A,2018,94 years 02 months,562000.0,731691,1.44030360618925,103.806660428381,25
2023-04,WOODLANDS,4 ROOM,682C,WOODLANDS DR 73,07 TO 09,102.0,Premium Apartment,2000,75 years 10 months,518000.0,733682,1.44075549422421,103.804264107553,25
2023-04,WOODLANDS,4 ROOM,688A,WOODLANDS DR 75,01 TO 03,90.0,Premium Apartment,2004,79 years 09 months,465000.0,731688,1.44282519946342,103.807197738189,25
2023-04,WOODLANDS,4 ROOM,688C,WOODLANDS DR 75,16 TO 18,90.0,Premium Apartment,2004,79 years 11 months,540000.0,733688,1.44340949146713,103.807302641497,25
2023-04,WOODLANDS,4 ROOM,690C,WOODLANDS DR 75,01 TO 03,90.0,Premium Apartment,2004,79 years 09 months,462000.0,733690,1.44298235333791,103.807978941276,25
2023-04,WOODLANDS,4 ROOM,687B,WOODLANDS DR 75,04 TO 06,95.0,Premium Apartment,2003,78 years 10 months,480000.0,732687,1.44188539470704,103.807161942037,25
2023-04,WOODLANDS,4 ROOM,633,WOODLANDS RING RD,01 TO 03,102.0,Model A,1999,75 years 06 months,423000.0,730633,1.43558817981973,103.802367582845,25
2023-04,WOODLANDS,4 ROOM,669,WOODLANDS RING RD,04 TO 06,85.0,Model A2,2000,76 years 07 months,480000.0,730669,1.43839759376345,103.798540260206,25
2023-04,WOODLANDS,4 ROOM,643,WOODLANDS RING RD,07 TO 09,101.0,Model A,1998,74 years 04 months,516888.0,730643,1.437696282095,103.801568874084,25
2023-04,WOODLANDS,4 ROOM,663,WOODLANDS RING RD,01 TO 03,100.0,Model A,1998,73 years 10 months,462000.0,730663,1.43622091646168,103.798410261725,25
2023-04,WOODLANDS,4 ROOM,659,WOODLANDS RING RD,04 TO 06,101.0,Model A,1998,73 years 11 months,500000.0,730659,1.43599797313423,103.799065756645,25
2023-04,WOODLANDS,4 ROOM,666,WOODLANDS RING RD,04 TO 06,86.0,Model A2,2000,76 years 05 months,460000.0,730666,1.43829338484767,103.797399036463,25
2023-04,WOODLANDS,4 ROOM,639,WOODLANDS RING RD,10 TO 12,101.0,Model A,1999,75 years 03 months,495000.0,730639,1.43763312098352,103.803232348897,25
2023-04,WOODLANDS,4 ROOM,657,WOODLANDS RING RD,01 TO 03,102.0,Model A,1998,73 years 11 months,476000.0,730657,1.43669060313023,103.798557890119,25
2023-04,WOODLANDS,4 ROOM,784B,WOODLANDS RISE,04 TO 06,93.0,Model A,2018,94 years 04 months,525000.0,732784,1.4455212234661,103.804854097797,25
2023-04,WOODLANDS,4 ROOM,785C,WOODLANDS RISE,07 TO 09,93.0,Model A,2018,94 years 04 months,550000.0,733785,1.44591953745344,103.805861537979,25
2023-04,WOODLANDS,4 ROOM,784B,WOODLANDS RISE,07 TO 09,93.0,Model A,2018,94 years 04 months,515888.0,732784,1.4455212234661,103.804854097797,25
2023-04,WOODLANDS,4 ROOM,784C,WOODLANDS RISE,07 TO 09,93.0,Model A,2018,94 years 03 months,520000.0,733784,1.4459309722247,103.805162418466,25
2023-04,WOODLANDS,4 ROOM,783B,WOODLANDS RISE,10 TO 12,93.0,Model A,2018,94 years 03 months,535000.0,732783,1.44701000965699,103.803804116178,25
2023-04,WOODLANDS,4 ROOM,168,WOODLANDS ST 11,01 TO 03,91.0,New Generation,1986,62 years 07 months,427000.0,730168,1.43295934850925,103.776737651554,25
2023-04,WOODLANDS,4 ROOM,160,WOODLANDS ST 13,04 TO 06,103.0,Model A,1990,66 years 02 months,480000.0,730160,1.43333328424957,103.774921567416,25
2023-04,WOODLANDS,4 ROOM,110,WOODLANDS ST 13,10 TO 12,91.0,New Generation,1987,62 years 10 months,462000.0,730110,1.43759759979085,103.781575573323,25
2023-04,WOODLANDS,4 ROOM,157,WOODLANDS ST 13,07 TO 09,103.0,Model A,1985,60 years 11 months,472000.0,730157,1.43437664621496,103.774783081105,25
2023-04,WOODLANDS,4 ROOM,104,WOODLANDS ST 13,01 TO 03,91.0,New Generation,1985,61 years,430000.0,730104,1.43646587087026,103.781576865168,25
2023-04,WOODLANDS,4 ROOM,321,WOODLANDS ST 32,01 TO 03,89.0,Simplified,1994,69 years 10 months,425000.0,730321,1.43188553711066,103.779323207159,25
2023-04,WOODLANDS,4 ROOM,436,WOODLANDS ST 41,01 TO 03,84.0,Simplified,1996,72 years 05 months,423000.0,730436,1.42661624805888,103.774872341652,25
2023-04,WOODLANDS,4 ROOM,824,WOODLANDS ST 81,01 TO 03,109.0,Model A,1989,65 years 07 months,450000.0,730824,1.43923268770834,103.788699943987,25
2023-04,WOODLANDS,4 ROOM,840,WOODLANDS ST 82,01 TO 03,104.0,Model A,1994,70 years 03 months,468000.0,730840,1.44381282098453,103.792401112407,25
2023-04,WOODLANDS,4 ROOM,879,WOODLANDS ST 82,07 TO 09,105.0,Model A,1996,72 years 03 months,480000.0,730879,1.44492996516645,103.792273754548,25
2023-04,WOODLANDS,5 ROOM,11,MARSILING DR,13 TO 15,126.0,Standard,1976,52 years 03 months,506000.0,730011,1.44039399880253,103.777942285238,25
2023-04,WOODLANDS,5 ROOM,9,MARSILING DR,10 TO 12,117.0,Standard,1976,51 years 09 months,418000.0,730009,1.44129152941254,103.776449738052,25
2023-04,WOODLANDS,5 ROOM,141,MARSILING RD,04 TO 06,134.0,Model A,1995,71 years 01 month,650000.0,730141,1.43736870010289,103.77707219926,25
2023-04,WOODLANDS,5 ROOM,131,MARSILING RISE,07 TO 09,139.0,Model A,1985,60 years 09 months,610000.0,730131,1.43847983955609,103.778613439344,25
2023-04,WOODLANDS,5 ROOM,355,WOODLANDS AVE 1,04 TO 06,120.0,Improved,1996,72 years 05 months,610000.0,730355,1.43284602091658,103.784550610749,25
2023-04,WOODLANDS,5 ROOM,363,WOODLANDS AVE 5,04 TO 06,121.0,Improved,1996,72 years 07 months,665000.0,730363,1.4339283205204,103.785927938556,25
2023-04,WOODLANDS,5 ROOM,723,WOODLANDS AVE 6,07 TO 09,124.0,Improved,1997,73 years 04 months,615000.0,730723,1.44537252441166,103.798967848103,25
2023-04,WOODLANDS,5 ROOM,760,WOODLANDS AVE 6,04 TO 06,121.0,Improved,1998,73 years 11 months,530000.0,730760,1.44682318326801,103.796542079788,25
2023-04,WOODLANDS,5 ROOM,693A,WOODLANDS AVE 6,01 TO 03,113.0,Improved,2018,94 years 05 months,665000.0,731693,1.43878176413502,103.803707797971,25
2023-04,WOODLANDS,5 ROOM,877,WOODLANDS AVE 9,10 TO 12,123.0,Improved,1996,71 years 11 months,583000.0,730877,1.44512876096992,103.791320313037,25
2023-04,WOODLANDS,5 ROOM,736,WOODLANDS CIRCLE,07 TO 09,121.0,Improved,1998,73 years 11 months,574000.0,730736,1.44283764811354,103.79681411892,25
2023-04,WOODLANDS,5 ROOM,731,WOODLANDS CIRCLE,07 TO 09,122.0,Improved,1997,73 years 06 months,560000.0,730731,1.44306473290752,103.797831449391,25
2023-04,WOODLANDS,5 ROOM,735,WOODLANDS CIRCLE,10 TO 12,122.0,Improved,1998,73 years 10 months,600000.0,730735,1.44355669341747,103.797470709484,25
