month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,Postal,Latitude,Longitude,District
2023-01,ANG MO KIO,3 ROOM,585,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1979,55 years 06 months,380000.0,560585,1.37059756050933,103.852367040901,20
2023-01,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1979,55 years 04 months,375000.0,560570,1.3697435855576,103.856023138277,20
2023-01,ANG MO KIO,3 ROOM,121,ANG MO KIO AVE 3,01 TO 03,67.0,New Generation,1978,54 years 10 months,346000.0,560121,1.36970563478325,103.843515981311,20
2023-01,ANG MO KIO,3 ROOM,570,ANG MO KIO AVE 3,04 TO 06,67.0,New Generation,1979,55 years 04 months,388000.0,560570,1.3697435855576,103.856023138277,20
2023-01,ANG MO KIO,3 ROOM,301,ANG MO KIO AVE 3,01 TO 03,73.0,New Generation,1978,54 years 02 months,399000.0,560301,1.36742112526427,103.845903587276,20
2023-01,ANG MO KIO,3 ROOM,163,ANG MO KIO AVE 4,01 TO 03,69.0,New Generation,1980,56 years 11 months,346800.0,560163,1.37354853919927,103.838176471398,20
2023-01,ANG MO KIO,3 ROOM,607,ANG MO KIO AVE 4,07 TO 09,68.0,New Generation,1980,57 years,375000.0,560607,1.38046758670091,103.838816721629,20
2023-01,ANG MO KIO,3 ROOM,110,ANG MO KIO AVE 4,10 TO 12,67.0,New Generation,1978,54 years 08 months,375000.0,560110,1.37045937010888,103.837419259859,20
2023-01,ANG MO KIO,3 ROOM,630,ANG MO KIO AVE 4,04 TO 06,82.0,New Generation,1981,57 years 10 months,388000.0,560630,1.38054138917049,103.841068277331,20
2023-01,ANG MO KIO,3 ROOM,172,ANG MO KIO AVE 4,01 TO 03,69.0,Improved,1986,62 years 01 month,360000.0,560172,1.37469423247424,103.836462867365,20
2023-01,ANG MO KIO,3 ROOM,155,ANG MO KIO AVE 4,04 TO 06,68.0,New Generation,1981,57 years 05 months,350000.0,560155,1.37587723828643,103.840067482919,20
2023-01,ANG MO KIO,3 ROOM,256,ANG MO KIO AVE 4,01 TO 03,73.0,New Generation,1977,53 years 07 months,430000.0,560256,1.37061517595951,103.83596769452,20
2023-01,ANG MO KIO,3 ROOM,632,ANG MO KIO AVE 4,01 TO 03,67.0,New Generation,1981,57 years 10 months,360000.0,560632,1.37999943101882,103.841407224475,20
2023-01,ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,01 TO 03,68.0,New Generation,1981,57 years 02 months,324500.0,560151,1.37671105271454,103.841168190659,20
2023-01,ANG MO KIO,3 ROOM,151,ANG MO KIO AVE 5,10 TO 12,68.0,New Generation,1981,57 years 01 month,380000.0,560151,1.37671105271454,103.841168190659,20
2023-01,ANG MO KIO,3 ROOM,181,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1981,57 years 04 months,386000.0,560181,1.37679309896347,103.837142240849,20
2023-01,ANG MO KIO,3 ROOM,181,ANG MO KIO AVE 5,01 TO 03,68.0,New Generation,1981,57 years 04 months,365000.0,560181,1.37679309896347,103.837142240849,20
2023-01,ANG MO KIO,3 ROOM,603,ANG MO KIO AVE 5,07 TO 09,67.0,New Generation,1980,56 years 06 months,338888.0,560603,1.38020079047279,103.83575571651,20
2023-01,ANG MO KIO,3 ROOM,611,ANG MO KIO AVE 5,10 TO 12,81.0,New Generation,1980,56 years 06 months,422888.0,560611,1.37829205175133,103.83725190016,20
2023-01,ANG MO KIO,3 ROOM,538,ANG MO KIO AVE 5,07 TO 09,68.0,New Generation,1980,56 years 02 months,356000.0,560538,1.37559336678106,103.853347801104,20
2023-01,ANG MO KIO,3 ROOM,152,ANG MO KIO AVE 5,04 TO 06,68.0,New Generation,1981,57 years 04 months,355000.0,560152,1.3766876256746,103.840159506601,20
2023-01,ANG MO KIO,3 ROOM,124,ANG MO KIO AVE 6,10 TO 12,67.0,New Generation,1979,55 years 01 month,370800.0,560124,1.37089179310251,103.844768276408,20
2023-01,ANG MO KIO,3 ROOM,513,ANG MO KIO AVE 8,01 TO 03,67.0,New Generation,1984,60 years 08 months,375000.0,560513,1.37273696913231,103.850194854525,20
2023-01,ANG MO KIO,3 ROOM,504,ANG MO KIO AVE 8,07 TO 09,82.0,New Generation,1980,56 years 07 months,405000.0,560504,1.37482589458092,103.848956089557,20
2023-01,ANG MO KIO,3 ROOM,625,ANG MO KIO AVE 9,10 TO 12,68.0,New Generation,1980,56 years 10 months,390000.0,560625,1.38219867741921,103.841211533475,20
2023-01,ANG MO KIO,4 ROOM,307B,ANG MO KIO AVE 1,07 TO 09,88.0,Model A,2012,88 years 09 months,735000.0,562307,1.36583937026389,103.844630828457,20
2023-01,ANG MO KIO,4 ROOM,337,ANG MO KIO AVE 1,07 TO 09,91.0,New Generation,1982,58 years 02 months,480888.0,560337,1.36319555672393,103.851616001112,20
2023-01,ANG MO KIO,4 ROOM,467,ANG MO KIO AVE 10,07 TO 09,92.0,New Generation,1979,55 years 11 months,470000.0,560467,1.36539106633914,103.856803588706,20
2023-01,ANG MO KIO,4 ROOM,415,ANG MO KIO AVE 10,10 TO 12,92.0,New Generation,1979,55 years 08 months,486500.0,560415,1.36445335577543,103.853655233672,20
2023-01,ANG MO KIO,4 ROOM,438,ANG MO KIO AVE 10,01 TO 03,92.0,New Generation,1979,55 years,505000.0,560438,1.3669708169506,103.853906591778,20
2023-01,ANG MO KIO,4 ROOM,436,ANG MO KIO AVE 10,10 TO 12,92.0,New Generation,1979,55 years,505000.0,560436,1.36734158552808,103.854041064261,20
2023-01,ANG MO KIO,4 ROOM,428,ANG MO KIO AVE 3,04 TO 06,92.0,New Generation,1978,54 years 11 months,460000.0,560428,1.36893906457102,103.854412288513,20
2023-01,ANG MO KIO,4 ROOM,128,ANG MO KIO AVE 3,04 TO 06,92.0,New Generation,1978,54 years 09 months,440000.0,560128,1.37083202800001,103.843546990613,20
2023-01,ANG MO KIO,4 ROOM,301,ANG MO KIO AVE 3,10 TO 12,98.0,New Generation,1978,54 years 03 months,560000.0,560301,1.36742112526427,103.845903587276,20
2023-01,ANG MO KIO,4 ROOM,428,ANG MO KIO AVE 3,10 TO 12,92.0,New Generation,1978,54 years 10 months,545000.0,560428,1.36893906457102,103.854412288513,20
2023-01,ANG MO KIO,4 ROOM,326,ANG MO KIO AVE 3,01 TO 03,92.0,New Generation,1977,53 years 05 months,478000.0,560326,1.36706933818888,103.847902498352,20
2023-01,ANG MO KIO,4 ROOM,329,ANG MO KIO AVE 3,04 TO 06,98.0,New Generation,1978,54 years,570000.0,560329,1.36659908629034,103.846874419073,20
2023-01,ANG MO KIO,4 ROOM,612,ANG MO KIO AVE 4,01 TO 03,91.0,New Generation,1980,56 years 08 months,450000.0,560612,1.37890791374409,103.838602654716,20
2023-01,ANG MO KIO,4 ROOM,118,ANG MO KIO AVE 4,07 TO 09,90.0,New Generation,1978,54 years 05 months,483000.0,560118,1.37329593649654,103.835475719134,20
2023-01,ANG MO KIO,4 ROOM,113,ANG MO KIO AVE 4,10 TO 12,92.0,New Generation,1978,54 years 01 month,485000.0,560113,1.37178518125527,103.835965663569,20
2023-01,ANG MO KIO,4 ROOM,608,ANG MO KIO AVE 5,10 TO 12,91.0,New Generation,1980,56 years 06 months,518000.0,560608,1.37858209980487,103.836760311526,20
2023-01,ANG MO KIO,4 ROOM,533,ANG MO KIO AVE 5,04 TO 06,91.0,New Generation,1980,56 years 02 months,473000.0,560533,1.37416923724326,103.853001920124,20
2023-01,ANG MO KIO,4 ROOM,154,ANG MO KIO AVE 5,07 TO 09,93.0,New Generation,1981,57 years,466888.0,560154,1.37626067387977,103.841230957516,20
2023-01,ANG MO KIO,4 ROOM,634,ANG MO KIO AVE 6,04 TO 06,91.0,New Generation,1980,56 years 07 months,490000.0,560634,1.38158208102128,103.84327351566,20
2023-01,ANG MO KIO,4 ROOM,700B,ANG MO KIO AVE 6,16 TO 18,90.0,Model A,2003,79 years 08 months,760000.0,562700,1.36941049804616,103.846059822142,20
2023-01,ANG MO KIO,4 ROOM,260A,ANG MO KIO ST 21,10 TO 12,92.0,Model A,2018,94 years 07 months,830000.0,561260,1.36928934819166,103.834131942869,20
2023-01,ANG MO KIO,4 ROOM,260A,ANG MO KIO ST 21,16 TO 18,92.0,Model A,2018,94 years 06 months,875000.0,561260,1.36928934819166,103.834131942869,20
2023-01,ANG MO KIO,4 ROOM,260A,ANG MO KIO ST 21,25 TO 27,93.0,Model A,2018,94 years 06 months,940000.0,561260,1.36928934819166,103.834131942869,20
2023-01,ANG MO KIO,4 ROOM,316A,ANG MO KIO ST 31,07 TO 09,95.0,Model A,2006,82 years 03 months,690000.0,562316,1.36476598625413,103.846907899709,20
2023-01,ANG MO KIO,4 ROOM,352,ANG MO KIO ST 32,13 TO 15,90.0,Model A,2001,77 years 10 months,605888.0,560352,1.36442474404862,103.850864037677,20
2023-01,ANG MO KIO,4 ROOM,352,ANG MO KIO ST 32,25 TO 27,95.0,Model A,2001,77 years 09 months,758000.0,560352,1.36442474404862,103.850864037677,20
2023-01,ANG MO KIO,4 ROOM,455C,ANG MO KIO ST 44,13 TO 15,93.0,Model A,2018,94 years 04 months,880000.0,563455,1.36856484754808,103.857943144204,20
2023-01,ANG MO KIO,4 ROOM,455C,ANG MO KIO ST 44,13 TO 15,93.0,Model A,2018,94 years 03 months,863000.0,563455,1.36856484754808,103.857943144204,20
2023-01,ANG MO KIO,4 ROOM,455B,ANG MO KIO ST 44,10 TO 12,93.0,Model A,2018,94 years 03 months,810000.0,562455,1.36833017912554,103.858495667837,20
2023-01,ANG MO KIO,4 ROOM,455C,ANG MO KIO ST 44,13 TO 15,93.0,Model A,2018,94 years 03 months,865000.0,563455,1.36856484754808,103.857943144204,20
2023-01,ANG MO KIO,4 ROOM,590B,ANG MO KIO ST 51,22 TO 24,93.0,Model A,2019,95 years 02 months,928000.0,562590,1.37118642598512,103.852980282648,20
2023-01,ANG MO KIO,4 ROOM,590B,ANG MO KIO ST 51,10 TO 12,93.0,Model A,2019,95 years 02 months,910000.0,562590,1.37118642598512,103.852980282648,20
2023-01,ANG MO KIO,4 ROOM,590B,ANG MO KIO ST 51,16 TO 18,93.0,Model A,2019,95 years 02 months,915000.0,562590,1.37118642598512,103.852980282648,20
2023-01,ANG MO KIO,4 ROOM,591A,ANG MO KIO ST 51,13 TO 15,93.0,Model A,2019,95 years 02 months,880000.0,561591,1.37093324079314,103.851940766136,20
2023-01,ANG MO KIO,4 ROOM,590A,ANG MO KIO ST 51,19 TO 21,93.0,Model A,2019,95 years 02 months,945000.0,561590,1.37122178516983,103.853853154442,20
2023-01,ANG MO KIO,4 ROOM,590B,ANG MO KIO ST 51,10 TO 12,93.0,Model A,2019,95 years 02 months,903000.0,562590,1.37118642598512,103.852980282648,20
2023-01,ANG MO KIO,4 ROOM,590A,ANG MO KIO ST 51,07 TO 09,93.0,Model A,2019,95 years 02 months,850000.0,561590,1.37122178516983,103.853853154442,20
2023-01,ANG MO KIO,4 ROOM,591A,ANG MO KIO ST 51,25 TO 27,93.0,Model A,2019,95 years 01 month,960000.0,561591,1.37093324079314,103.851940766136,20
2023-01,ANG MO KIO,4 ROOM,590B,ANG MO KIO ST 51,25 TO 27,93.0,Model A,2019,95 years 02 months,940000.0,562590,1.37118642598512,103.852980282648,20
2023-01,ANG MO KIO,4 ROOM,591A,ANG MO KIO ST 51,22 TO 24,93.0,Model A,2019,95 years 01 month,930000.0,561591,1.37093324079314,103.851940766136,20
2023-01,ANG MO KIO,4 ROOM,588D,ANG MO KIO ST 52,19 TO 21,91.0,DBSS,2011,87 years 07 months,912000.0,564588,1.37175400663025,103.8538833087,20
2023-01,ANG MO KIO,5 ROOM,306,ANG MO KIO AVE 1,16 TO 18,123.0,Standard,1977,53 years 07 months,682888.0,560306,1.36572552222846,103.845750564626,20
2023-01,ANG MO KIO,5 ROOM,306,ANG MO KIO AVE 1,04 TO 06,123.0,Standard,1977,53 years 07 months,695000.0,560306,1.36572552222846,103.845750564626,20
2023-01,ANG MO KIO,5 ROOM,402,ANG MO KIO AVE 10,10 TO 12,119.0,Improved,1979,55 years 05 months,658888.0,560402,1.36147707782617,103.855300420198,20
2023-01,ANG MO KIO,5 ROOM,259,ANG MO KIO AVE 2,13 TO 15,135.0,Model A,1982,58 years 05 months,790000.0,560259,1.36858148248531,103.831557777899,20
2023-01,ANG MO KIO,5 ROOM,176,ANG MO KIO AVE 4,04 TO 06,119.0,Improved,1993,69 years 04 months,800000.0,560176,1.3758482258358,103.83615719919,20
2023-01,ANG MO KIO,5 ROOM,618,ANG MO KIO AVE 4,13 TO 15,133.0,Model A,1996,72 years 06 months,858000.0,560618,1.37795244011691,103.83844686462,20
2023-01,ANG MO KIO,5 ROOM,520,ANG MO KIO AVE 5,19 TO 21,118.0,Improved,1980,56 years 08 months,740000.0,560520,1.3734054063175,103.851134219635,20
2023-01,ANG MO KIO,5 ROOM,700C,ANG MO KIO AVE 6,19 TO 21,111.0,Improved,2003,79 years 06 months,1008000.0,563700,1.36944159368432,103.84648823913,20
2023-01,ANG MO KIO,5 ROOM,714,ANG MO KIO AVE 6,10 TO 12,119.0,Improved,1980,56 years 06 months,820000.0,560714,1.37109649780946,103.84623152448,20
2023-01,ANG MO KIO,5 ROOM,253,ANG MO KIO ST 21,04 TO 06,128.0,Improved,1996,72 years 03 months,768000.0,560253,1.3694605445784,103.834659046016,20
2023-01,ANG MO KIO,5 ROOM,253,ANG MO KIO ST 21,07 TO 09,138.0,Model A,1996,72 years 03 months,838000.0,560253,1.3694605445784,103.834659046016,20
2023-01,ANG MO KIO,5 ROOM,353,ANG MO KIO ST 32,04 TO 06,110.0,Improved,2001,77 years 09 months,780000.0,560353,1.36406807879641,103.851612284582,20
2023-01,ANG MO KIO,5 ROOM,455B,ANG MO KIO ST 44,34 TO 36,113.0,Improved,2018,94 years 03 months,1090000.0,562455,1.36833017912554,103.858495667837,20
2023-01,ANG MO KIO,5 ROOM,455B,ANG MO KIO ST 44,19 TO 21,113.0,Improved,2018,94 years 02 months,1095000.0,562455,1.36833017912554,103.858495667837,20
2023-01,ANG MO KIO,5 ROOM,588C,ANG MO KIO ST 52,07 TO 09,117.0,DBSS,2011,87 years 08 months,1025000.0,563588,1.37183157010083,103.853670978083,20
2023-01,ANG MO KIO,5 ROOM,596C,ANG MO KIO ST 52,22 TO 24,110.0,Improved,2002,79 years,968888.88,563596,1.37193571932413,103.85014325987,20
2023-01,ANG MO KIO,EXECUTIVE,104A,ANG MO KIO ST 11,07 TO 09,142.0,Apartment,1996,72 years 05 months,1138000.0,560104,1.37182700854497,103.838803655863,20
2023-01,BEDOK,3 ROOM,219D,BEDOK CTRL,16 TO 18,69.0,Model A,2010,86 years 05 months,620000.0,464219,1.32486246741407,103.933792052544,16
2023-01,BEDOK,3 ROOM,424,BEDOK NTH AVE 1,07 TO 09,67.0,New Generation,1979,55 years 01 month,380000.0,460424,1.32842001017396,103.927482674529,16
2023-01,BEDOK,3 ROOM,520,BEDOK NTH AVE 1,04 TO 06,82.0,New Generation,1979,55 years 07 months,392000.0,460520,1.33046461779259,103.92813426172,16
2023-01,BEDOK,3 ROOM,550,BEDOK NTH AVE 1,04 TO 06,68.0,New Generation,1980,56 years 06 months,356888.0,460550,1.3326931795279,103.926617402908,16
2023-01,BEDOK,3 ROOM,416,BEDOK NTH AVE 2,07 TO 09,67.0,New Generation,1978,54 years 11 months,390000.0,460416,1.32840382815915,103.930684870347,16
2023-01,BEDOK,3 ROOM,412,BEDOK NTH AVE 2,04 TO 06,67.0,New Generation,1979,55 years 06 months,375000.0,460412,1.32929126082802,103.931090689284,16
2023-01,BEDOK,3 ROOM,410,BEDOK NTH AVE 2,04 TO 06,68.0,New Generation,1980,56 years 04 months,421000.0,460410,1.32788785914047,103.931835804463,16
2023-01,BEDOK,3 ROOM,104,BEDOK NTH AVE 4,07 TO 09,67.0,New Generation,1977,53 years 06 months,360000.0,460104,1.3332985212474,103.936601473643,16
2023-01,BEDOK,3 ROOM,103,BEDOK NTH AVE 4,10 TO 12,67.0,New Generation,1977,53 years 06 months,348000.0,460103,1.33348258777759,103.937542520091,16
2023-01,BEDOK,3 ROOM,76,BEDOK NTH RD,10 TO 12,70.0,Improved,1978,54 years 01 month,385000.0,460076,1.3282966654865,103.942067527916,16
2023-01,BEDOK,3 ROOM,425,BEDOK NTH RD,07 TO 09,67.0,New Generation,1979,55 years 01 month,345000.0,460425,1.32936960154503,103.929067536324,16
2023-01,BEDOK,3 ROOM,115,BEDOK NTH RD,10 TO 12,73.0,New Generation,1978,54 years 05 months,388000.0,460115,1.33143368026417,103.936865404278,16
2023-01,BEDOK,3 ROOM,426,BEDOK NTH RD,04 TO 06,67.0,New Generation,1979,55 years 02 months,355000.0,460426,1.32980063275837,103.928985674792,16
2023-01,BEDOK,3 ROOM,115,BEDOK NTH RD,04 TO 06,73.0,New Generation,1978,54 years 05 months,372000.0,460115,1.33143368026417,103.936865404278,16
2023-01,BEDOK,3 ROOM,115,BEDOK NTH RD,07 TO 09,88.0,New Generation,1978,54 years 05 months,465000.0,460115,1.33143368026417,103.936865404278,16
2023-01,BEDOK,3 ROOM,420,BEDOK NTH ST 1,07 TO 09,82.0,New Generation,1979,55 years 02 months,390000.0,460420,1.32774467875638,103.928874390405,16
2023-01,BEDOK,3 ROOM,218,BEDOK NTH ST 1,01 TO 03,68.0,New Generation,1980,56 years 02 months,385000.0,460218,1.32735657259634,103.933767796194,16
2023-01,BEDOK,3 ROOM,122,BEDOK NTH ST 2,10 TO 12,67.0,New Generation,1978,54 years 03 months,380000.0,460122,1.32861719819893,103.937787149387,16
2023-01,BEDOK,3 ROOM,533,BEDOK NTH ST 3,07 TO 09,82.0,New Generation,1980,56 years 02 months,400000.0,460533,1.33358016248275,103.92421866691,16
2023-01,BEDOK,3 ROOM,533,BEDOK NTH ST 3,13 TO 15,68.0,New Generation,1980,56 years 01 month,372000.0,460533,1.33358016248275,103.92421866691,16
2023-01,BEDOK,3 ROOM,532,BEDOK NTH ST 3,07 TO 09,68.0,New Generation,1980,56 years 02 months,380000.0,460532,1.33419173917878,103.925386600613,16
2023-01,BEDOK,3 ROOM,526,BEDOK NTH ST 3,07 TO 09,67.0,New Generation,1979,55 years 07 months,415000.0,460526,1.33421551878132,103.92912981542,16
2023-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,07 TO 09,67.0,New Generation,1979,55 years 07 months,342000.0,460525,1.33460113941761,103.929445271638,16
2023-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,13 TO 15,82.0,New Generation,1979,55 years 08 months,410000.0,460525,1.33460113941761,103.929445271638,16
2023-01,BEDOK,3 ROOM,503,BEDOK NTH ST 3,01 TO 03,59.0,Improved,1978,54 years 04 months,300000.0,460503,1.33148387479968,103.932465913287,16
2023-01,BEDOK,3 ROOM,554,BEDOK NTH ST 3,07 TO 09,82.0,New Generation,1980,56 years 06 months,392000.0,460554,1.33262715051315,103.928172121608,16
2023-01,BEDOK,3 ROOM,539,BEDOK NTH ST 3,01 TO 03,68.0,New Generation,1980,56 years 01 month,340000.0,460539,1.33131386579703,103.925307290709,16
2023-01,BEDOK,3 ROOM,525,BEDOK NTH ST 3,07 TO 09,67.0,New Generation,1979,55 years 07 months,346888.0,460525,1.33460113941761,103.929445271638,16
2023-01,BEDOK,3 ROOM,531,BEDOK NTH ST 3,01 TO 03,82.0,New Generation,1979,55 years 08 months,408000.0,460531,1.33312991885913,103.926153139784,16
2023-01,BEDOK,3 ROOM,554,BEDOK NTH ST 3,04 TO 06,68.0,New Generation,1980,56 years 06 months,362000.0,460554,1.33262715051315,103.928172121608,16
2023-01,BEDOK,3 ROOM,554,BEDOK NTH ST 3,01 TO 03,68.0,New Generation,1980,56 years 06 months,380000.0,460554,1.33262715051315,103.928172121608,16
2023-01,BEDOK,3 ROOM,533,BEDOK NTH ST 3,04 TO 06,68.0,New Generation,1980,56 years 01 month,350000.0,460533,1.33358016248275,103.92421866691,16
2023-01,BEDOK,3 ROOM,536,BEDOK NTH ST 3,10 TO 12,68.0,New Generation,1980,56 years,340000.0,460536,1.3335411894605,103.923190774432,16
2023-01,BEDOK,3 ROOM,546,BEDOK NTH ST 3,04 TO 06,68.0,New Generation,1980,56 years 05 months,368000.0,460546,1.33082005919243,103.925595840288,16
2023-01,BEDOK,3 ROOM,501,BEDOK NTH ST 3,01 TO 03,59.0,Improved,1978,54 years 04 months,323000.0,460501,1.33164071248973,103.931167665142,16
2023-01,BEDOK,3 ROOM,188A,BEDOK NTH ST 4,07 TO 09,68.0,Model A,2018,95 years 01 month,550000.0,461188,1.33163353101368,103.941371320775,16
2023-01,BEDOK,3 ROOM,186B,BEDOK NTH ST 4,07 TO 09,68.0,Model A,2018,95 years,560000.0,462186,1.33003736213542,103.940842245677,16
2023-01,BEDOK,3 ROOM,748B,BEDOK RESERVOIR CRES,01 TO 03,67.0,DBSS,2014,90 years 09 months,540000.0,472748,1.33629391354583,103.921242294579,16
