X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC,Latitude,Longitude
25585.9668137291,29891.0129183009,10441,B01,OPP BLK 44,1.286598118880436,103.811627518781
44953.4932137299,41048.7207183,99049,B22,CHANGI GOLF COURSE,1.38749962896864,103.98565858679578
25847.5275137294,42673.2808183003,48109,B03,OPP MENG SUAN RD,1.402196421263396,103.8139768365652
12506.4058137294,36119.3732182998,27369,B03,BLK 834,1.342921312986061,103.69409940912058
12222.6685137292,37579.6452182997,27171,B02,BEF LOR DANAU,1.35612730549429,103.69154910099313
25867.2689137291,30718.9965183008,10319,B02,QUEENSTOWN SEC SCH,1.2940861316618808,103.81415507527527
30207.1955137299,39756.662018301,54479,B15,BLK 538,1.3758195644103617,103.85315183245679
13958.2633137293,33809.1732183006,22019,B13,OPP JURONG BIRD PK,1.322029446541609,103.70714625409276
23529.4726137295,46768.4046183005,46391,B06,BLK 853,1.439230966611526,103.7931465624857
20946.9090137295,31938.8690183014,17129,B09,AFT NUS HIGH SCH,1.3051174983198226,103.76994326699423
13611.97671373,37063.0364183001,27459,B01,BLK 273B,1.351455994802239,103.70403315447136
6654.2666137293,35307.2205183003,25479,B01,S'PORE EPSON IND,1.3355729502340168,103.64151519537003
22300.8270137291,32201.2607183009,19091,B02,S'PORE POLY,1.3074907543671659,103.78210880000994
35888.9760137293,41015.3844183013,67139,B05,NTH SPRING PRI SCH,1.3872020139558199,103.90420707464833
34405.8574137297,33003.2566183005,81069,NIL,OPP LOR 39 GEYLANG,1.3147435809022183,103.89087841754056
30231.3381137298,29792.2488183007,3011,B01,FULLERTON SQ,1.2857049448355615,103.85336804411511
26780.5373137295,35858.0725183003,40251,B05,AFT WALLACE WAY,1.3405621679444446,103.82236098030394
38185.02771373,32627.1901182998,93129,B02,BEF SEKOLAH INDONESIA,1.3113415525780987,103.92483600882485
29471.8647137294,35706.6623183005,52201,B05,BLK 121,1.3391928567419356,103.8465441528695
32719.6142137293,42069.117018301,67741,B04,THANGGAM STN,1.3967322767414159,103.87572810692205
19242.2930137292,35943.2188183013,43219,B03,OPP SBST BT BATOK DEPOT,1.3413309519309613,103.75462536452228
38774.5599137293,34059.0309183002,84031,B05,BEDOK STN EXIT B,1.324290395855002,103.93013373745018
20636.30951373,35480.3091183007,42241,B01,AFT ENG KONG PL,1.3371449368116153,103.76715153937727
39407.0046137292,33542.7240183,84111,B06,TEMASEK JC,1.3196208764356379,103.93581639248428
32304.0110137295,37550.1030183006,66051,B04,OPP BLK 257,1.3558640043966887,103.87199292053664
41882.8562137298,39740.3147183005,78119,B10,OPP BLK 479,1.3756685275390361,103.9580660136868
21068.6467137299,39816.4501182996,44221,B02,OPP PENDING STN,1.376359530680291,103.77103533576614
32419.7794137299,43980.5722183008,68239,B01,SELETAR AIRPOT,1.414018832895486,103.87303414251927
22955.2214137297,46140.7049183007,46339,B03,BEF W'LANDS STN EXIT 7,1.4335541823631968,103.78798647252538
25899.1799137294,42697.815518301,48101,B04,AFT MENG SUAN RD,1.4024183080703778,103.8144409742194
28044.4098137291,30230.6810183004,6141,B05,HOLIDAY INN ATRIUM,1.2896700507981438,103.83371761983544
37617.1411137292,34480.8376183007,84561,B06,BLK 53,1.3281054487668533,103.91973385389723
37931.96411373,34529.0024183001,84551,B04,BLK 51,1.3285409324935822,103.92256272416185
44808.5064137299,36557.6485182997,95019,B04,AFT CHANGI AIRPORT PTB2,1.3468842010854263,103.98435323542826
28409.9475137293,38320.970118301,53331,B04,BEF BRIGHT HILL TP,1.3628357595540328,103.83700223505457
20626.7162137292,34483.4397183005,17439,UNK,LP 36,1.3281296069276114,103.76706557898169
29958.3613137295,38191.5121183004,54091,B05,BLK 331,1.3616649258511693,103.85091577354815
28444.6773137292,30126.0469183009,6151,B03,HOTEL MIRAMAR,1.2887237736438568,103.83731418746626
6556.47261372954,36264.4406183008,25259,B48,BEF TUAS WEST DR,1.3442295906561874,103.64063578834633
30851.1473137299,39028.5875183009,54291,B09,BLK 564,1.369235064031953,103.85893813638923
44150.2356137298,41220.3849183004,99089,B07,BEF CRANWELL RD,1.3890525499974544,103.97844081798452
44574.3985137297,35676.2807183005,95209,UNK,CHANGI AIRPORT PTB4,1.3389135810435464,103.98224915592374
31784.1558137294,31102.6647183001,90079,B01,OPP COSTA RHU CONDO,1.2975557351442237,103.86732088793686
29998.2343137292,35140.8243183009,52261,B03,OPP BLK 73,1.3340755885491247,103.85127385737768
15139.8149137292,35449.5555183012,21201,B07,OPP TAMAN JURONG GREENS,1.3368649729175064,103.71776240626932
19043.24701373,31559.8752183001,29081,B08,FRANKLIN OFFSHORE,1.3016895229214422,103.75283809497995
35813.0630137296,40014.3104183003,64409,B38,BLK 477A,1.378148686489221,103.90352467259383
28444.7122137295,34417.3213183004,51101,B04,BEF THOMSON FLYOVER,1.327532546282661,103.83731456222287
14318.5846137293,35361.1437183004,21259,B02,OPP SIME DARBY,1.3360650491370494,103.71038322967726
29387.1274137292,29908.881318301,5059,B03,HONG LIM PK,1.2867597767653927,103.84578247881642
20606.3159137294,30953.7178183012,17021,B03,WASEDA S SNR HIGH SCH,1.2962080641997233,103.76688311351761
20502.7383137299,38253.7094183005,43271,B02,GLENDALE PK CONDO,1.362226532546819,103.76595063472473
38202.6210137298,32755.8617183007,93079,B16,OPP SPRINGVALE,1.3125052058096351,103.9249941353979
36632.5155137293,32343.3570183013,92131,B05,CALTEX STN,1.3087751425308645,103.91088586174266
15337.5387137299,35230.0689183008,21279,B06A,ASSYAKIRIN MQUE,1.3348801013785183,103.71953915748247
35098.1041137297,41221.2855182998,67191,B04,BLK 223D,1.3890643119684547,103.8971005374712
28742.2108137291,40092.7937183008,55139,B08,BLK 641,1.3788594927402464,103.83998789018419
36610.7454137299,32317.4445182998,92139,B06,OPP CALTEX STN,1.3085408053115644,103.91069023991751
31647.9190137293,36828.6908183005,66401,B04,GOLDEN HITS,1.3493398977431954,103.86609741988693
24903.6049137292,30118.1770182997,11521,B14,ANCHORPOINT,1.2886524510962962,103.80549620041026
28762.6837137295,45996.1449183002,59171,B02,BLK 309,1.4322472756118,103.84017200958964
21270.2508137291,45645.4918183014,46379,B04,BLK 409,1.4290753047191727,103.77284554069777
22577.7198137296,29288.5402183011,16209,B16,HORIZON RESIDENCES,1.2811491936171708,103.78459731572008
28110.30511373,44611.2927183006,59051,B05,BLK 790,1.4197231829557728,103.83430976843229
25048.6270137299,29846.0717182998,10131,B17,OPP BLK 2,1.2861916405523048,103.80679930875866
40674.5727137299,37851.1491183005,76399,B01,BLK 417,1.3585841683649549,103.94720792868078
31047.6755137295,31474.3329183012,1521,B07,OPP PLAZA PARKROYAL,1.3009170519205615,103.86070332441382
39441.9985137293,40527.0937182996,77261,B02,BLK 717,1.382784916009743,103.93613348557608
30954.8677137299,32787.3294182997,7329,B08,HOA NAM BLDG,1.312791337160977,103.85986952896626
20231.3476137295,33638.7344183009,17371,B03,BLK 201,1.3204902982857665,103.76351319068765
17847.5159137296,33501.9455182999,20161,B22,OPP BLKS 34/35,1.3192525311174066,103.74209328229466
37237.9993137298,42413.5966183003,65329,NIL,KADALOOR STN EXIT A,1.3998465332787229,103.9163295176344
40402.4851137297,33372.3642183002,84679,NIL,OPP BLK 156,1.3180798185020364,103.94476121822758
42950.4856137298,38536.1402183007,97121,B01,BEF OLD TAMPINES RD,1.3647779095377555,103.96765880702974
25977.8368137293,49061.5728182998,58459,NIL,BEF HEAVY VEH PK,1.4599698288372955,103.81514731810296
28843.1327137295,41284.2586183008,55249,B02,BEF YIO CHU KANG RD,1.3896346716631105,103.84089478199797
35973.4297137298,41256.5109183006,67129,B04,BLK 137,1.3893826508594023,103.90496602110602
30419.7450137297,29199.5406183004,3391,B03,MARINA BAY FINANCIAL CTR,1.2803446862276224,103.85506091011717
38158.6931137294,34626.8055183012,84361,B04,BLK 547,1.3294253530879891,103.92460003933533
31087.5472137295,31743.5468183011,1231,NIL,OPP TEXTILE CTR,1.3033517234117102,103.86106161627677
28107.0384137295,41788.9575183,55279,B08,LENTOR FLYOVER,1.3941989994078694,103.83428040392297
32109.6749137295,41472.4150182996,68011,B07,BEF JLN KAYU,1.3913360122399208,103.87024722870042
37195.0868137293,32454.7452183012,92151,B09,CHRIST METH CH,1.3097823346621014,103.91594086361674
24505.9925137293,31991.7076182999,11079,B12,OPP BLK 95,1.3055959584232129,103.80192328146484
34163.36381373,31099.0080182999,91161,NIL,THE SEAFRONT,1.2975222853241812,103.88869911485652
28921.4401137298,33249.216818301,50069,B04,HOTEL ROYAL,1.3169686116462669,103.84159818892483
39194.5962137291,35581.5374183003,75349,B24,THE CLEARWATER CONDO,1.3380592327368879,103.93390854133177
24107.8239137297,31603.9235183001,11161,B05,C'WEALTH STN EXIT A / D,1.3020889287374775,103.79834559849165
14087.4606137294,37090.0339183006,27479,B01,OPP CORPORATION PR SCH,1.3517003750941365,103.70830565646803
43690.9958137292,39461.1729183011,98059,B10,AFT LOYANG WAY,1.373143166280538,103.97431326758883
27997.5840137294,44296.9040182997,59049,B04,Opp Khatib Stn,1.416879965211958,103.8332968687479
27279.6745137293,31798.3264183011,9121,B05,BEF TOMLINSON RD,1.3038472760107402,103.82684612066623
25339.1481137294,28530.2937183008,14329,B01,BLK 67,1.274292232595541,103.80940986754989
28458.3600137299,35483.3612182997,51059,B20,AFT TOA PAYOH RISE,1.3371734331843228,103.83743721114453
43588.4931137292,40246.8404182997,98219,B05,PRATT & WHITNEY CANADA,1.3802484952660268,103.97339262485147
34535.9894137299,39217.725618301,64009,NIL,HOUGANG CTRL INT,1.3709449746091888,103.89204905939151
30580.5816137297,31039.3786183,1621,B03,OPP SHAW TWRS,1.296983520914748,103.85650623853157
23748.7753137294,34698.534818301,42129,B01,SIXTH AVE VILLE,1.3300754471095293,103.795118957246
13278.1005137293,36624.7851183005,27371,B02,OPP BLK 755,1.3474924539482243,103.70103328660679
19726.5182137294,37072.0608182997,43449,B03,BLK 258,1.3515399260931371,103.75897610456038
26312.1006137291,47970.8047183007,58311,B08,BLK 354,1.4501053417211573,103.8181510953009
32424.1954137292,41036.0122183003,67051,B26,OPP SELETAR HILL EST,1.3873892965744483,103.87307337550781
27427.4759137295,45211.3224183004,59559,B05,OPP BLK 722,1.4251496292309136,103.82817392634628
20495.9288137294,32370.537018301,17139,B11,AFT CLEMENTI SWIM CPLX,1.3090212427736045,103.76589089723498
38697.5865137298,32462.9515183009,93031,B15,OPP VICTORIA SCH,1.3098560650372464,103.92944153816886
24678.1387137296,29317.4320183005,14369,B08,THE INTERLACE,1.2814107721997077,103.80347037847667
38125.8570137294,33478.5790183004,83261,B06,OPERA EST PR SCH,1.3190412229192903,103.92430461053787
17445.75851373,40008.0732183009,44689,B03A,SUNSHINE PL,1.3780914197997685,103.73848101055856
24505.4240137292,31494.3022183012,11469,B09,QUEENSWAY SEC SCH,1.3010975997948768,103.80191822896595
30051.9689137293,37223.2682183012,53261,B02,OPP BISHAN STADIUM,1.3529084670253648,103.85175683455194
17487.1239137296,35333.9033183008,28441,B03,SEVENTH-DAY ADVENT CH,1.3358199647047213,103.73885434865907
20936.0318137296,30729.2833182998,16009,TMNL,KENT RIDGE TER,1.2941784352393426,103.76984580347401
30102.4231137298,35466.4648183007,52291,B04,BLK 59,1.337020558561869,103.85221007578038
6686.13791373,35304.1205183007,25471,B02,OPP S'PORE EPSON IND,1.3355449375654107,103.64180157796677
28948.63351373,34214.7338183001,50051,B09,THOMSON MED CTR,1.325700405141406,103.8418425652151
15792.0542137297,36976.4945183005,28511,B03,BLK 463,1.3506743119708948,103.72362252866976
34913.2439137297,31195.6544183008,91131,NIL,PEACH GDN,1.2983961634250256,103.89543713629435
38899.4352137297,32232.3464183006,93159,B24,CABLE SKI PK,1.3077704862363397,103.93125516315146
25906.4096137295,30436.3492182996,10281,B07,SIS BLDG,1.291529971609161,103.8145067900756
34791.2482137298,34894.9618183002,70089,B04,HDB CP,1.3318514012070064,103.8943417636743
19887.4265137296,32363.1338183004,17071,B11,BLK 513,1.3089541369195345,103.76042321675278
32952.2861137297,35372.5311182998,70051,B04,AFT JOO SENG RD,1.3361707232324236,103.877817736494
25958.3005137295,28685.8415182997,14051,B10,AFT TELOK BLANGAH HTS,1.2756989983029854,103.81497316450658
32191.4588137297,36008.2387183011,61049,B10,AFT BARTLEY RD,1.3419199509526871,103.87098135157284
42226.9374137297,37311.8909183014,76431,B07,BLK 333,1.3537066193793936,103.96115666590939
38519.0996137299,33726.4191183001,84139,B01,PANASONIC,1.3212824656130486,103.92783817894257
29457.4672137294,45370.8821182996,59409,B07,EVANGEL FAMILY CH,1.4265925978778358,103.84641526133443
42041.8875137297,37147.4785182998,76451,B03A,BLK 324,1.3522198233988436,103.95949380070479
40889.1634137295,34626.8572183009,85059,B10,BEF JLN CHEMPAKA KUNING,1.3294247853972645,103.94913479080671
16409.4812137298,37346.0432182997,28149,B08,OPP JURONG LODGE 1B,1.3540166190164828,103.72917034874817
35848.5819137292,35470.1140183005,71291,B03,THE LEO,1.3370526147749482,103.90384264522635
34302.6537137292,36645.2739183009,62239,B07,OPP S'PORE GIRLS' HOME,1.347680700339525,103.88995183218076
34319.8955137292,33524.0728182998,81229,B02,BLK 1015,1.3194536741245655,103.89010611364216
35867.4731137296,35431.9875183012,71299,B04,EMPIRE TECHNOCENTRE,1.3367078075833254,103.90401238368209
14463.7565137297,36720.0509182997,21439,B02,BOON LAY CC,1.348354560821285,103.71168707306632
27945.1888137292,44971.0327183008,59331,B02,BLK 773,1.422976541763509,103.8328260503393
21306.9100137297,45481.8458182998,46369,B02,BLK 413,1.427595359004854,103.7731749959721
31312.8645137297,39476.587418301,54529,B04,OPP BLK 5043,1.373286566333823,103.86308703882251
22934.5108137298,29488.7026183009,15091,B10,OPP NATL LEADERSHIP INST,1.2829594509396312,103.78780318678604
27720.8719137292,30730.5621183012,13121,B01,OPP GREAT WORLD CITY,1.2941907985779757,103.83081049347732
30392.9852137296,39341.3787182998,54419,B01,OPP BLK 527,1.372063876407683,103.8548212541264
27153.52551373,33831.5053183008,40231,B06,RAFFLES TOWN CLUB,1.3222346250825896,103.82571255772612
19500.7632137295,45208.871418301,45149,B02,BEF W'LANDS RD,1.4251261945092675,103.75694519232998
18847.7393137291,33029.8807183001,20329,B06,S'PORE FOOD IND,1.3149836635420393,103.75108093794954
40183.4646137292,40229.9507183004,77089,B04A,BEF PASIR RIS DR 3,1.3800973662947238,103.94279598165974
19293.6163137294,40017.4329183009,44421,B05,BLK 25,1.3781766726130558,103.75508534823862
28205.6780137299,45675.5676183011,59079,B09,YISHUN STN,1.429348100041301,103.8351667867022
12753.9943137299,39955.4680183008,31079,B36,OPP CHINESE CEMY PATH 11,1.377613613786543,103.69632217819297
26775.3365137298,43618.5060182996,57049,B06,OPP NEE SOON HQ 22 SIB,1.410744752015691,103.82231392605007
35220.1240137294,35312.4420183003,71079,B05,COMFORT DRIVING CTR,1.3356268427089124,103.89819555117643
12482.5396137293,37664.3325183,27169,B01,BEF JLN BAHAR,1.3568933214989343,103.69388416155495
30915.8148137294,30878.7313183006,2149,NIL,SUNTEC TWR THREE,1.2955306538288198,103.85951844095804
43367.6932137292,36540.1126183011,97189,B08,SATS MAINTENANCE CTR 2,1.3467263857889695,103.97140666973469
28183.8207137296,46741.5338183008,59221,B03,OPP YISHUN IND PK A,1.43898831249554,103.83497038538086
30923.5745137297,31744.4352183007,1229,B13,BEF SULTAN MQUE,1.3033597736775064,103.8595882460598
41139.8831137298,34635.2389183007,85109,B02,BEF BEDOK RD,1.3295004790052536,103.95138764542126
21670.7101137294,33640.8505183011,12041,B03,AFT PANDAN VALLEY,1.3205097672290256,103.7764466073189
40198.4448137293,33068.1165183,94089,B14,CALVARY ABLY OF GOD CH,1.315328396694934,103.94292769442714
25121.1903137295,34321.0182183012,41069,B20,OPP TAN KAH KEE STN,1.326661482132611,103.80745090495462
40179.2221137295,40109.0549183004,77209,B16,OPP PASIR RIS ELIAS CC,1.3790040317165915,103.9427578097699
30664.7101137294,33428.6551182996,50331,B01,BLK 122,1.3185912863017282,103.85726237465045
25764.0390137294,30883.1288182996,10311,B01,OPP QUEENSTOWN SEC SCH,1.2955704791539846,103.8132274986698
27192.5542137297,33249.1301183011,40219,B06,BEF MET YMCA,1.3169678306817243,103.82606326654607
28865.6723137293,30537.5960183013,13211,NIL,AFT UNITY ST,1.292445670317441,103.84109701160229
13483.5046137292,34607.0740182996,22289,B03,BEF FAN YOONG RD,1.3292451383685824,103.70287992930484
8391.73901372962,34186.2805183008,25171,B05,BECTON DICKINSON MED,1.32543679038791,103.65712802661184
12493.0810137298,39550.8240182996,31149,B35,OPP CCK CEMY OFFICE,1.3739540322244335,103.69397790021623
12433.1757137291,39566.6287182998,31141,B36,CCK CEMY OFFICE,1.374096932197046,103.69343960131759
42466.8611137299,38802.8031182997,78219,B01,OPP BLK 204,1.367189747674683,103.96331325091316
33754.3471137295,37735.1901182998,63229,B02,KOVAN SPORTS CTR,1.357537620819313,103.88502516723773
27611.6497137295,28111.6358183008,14089,B06,OPP TG PAGAR DP BLK F5,1.2705061464834366,103.82982911729387
22245.6458137296,46338.9344183002,46551,B02,BLK 101,1.4353467614451527,103.78161022617545
27859.9848137293,30819.3864182997,13139,B05,THE TRILLIUM,1.2949940952589523,103.83206048225178
29882.7274137298,30729.4815183003,4143,B02,STAMFORD CT,1.2941809706002663,103.85023569366432
23166.8817137294,35063.221218301,42031,B39,THE TESSARINA,1.3333734537100808,103.78989026232992
21550.10171373,47440.8113183007,46169,B05,SI LING SEC SCH,1.4453115806131318,103.77535985028034
20882.1739137294,33049.6035182998,17249,B02,BLK355,1.3151625682531858,103.76936133738354
25824.71961373,32106.1650182996,13029,B02,BEF TYERSALL AVE,1.306631191620932,103.81377265500346
44175.4929137295,41263.3304182999,99081,B08,AFT CRANWELL RD,1.3894409184066556,103.97866779741598
5695.09261372965,30902.4436183013,26441,NIL,BEF TUAS STH AVE 7,1.2957372566135048,103.63289969285108
20242.8970137294,32573.5290182997,17141,B14,CLEMENTI STADIUM,1.3108569668890355,103.76361723541919
38703.5771137299,37010.1008183006,75031,B01,OPP SPRINGFIELD SEC SCH,1.350978812370633,103.92949695873007
38467.8818137292,34692.0447183009,84311,B06,BLK 521,1.3300152475986637,103.92737829017913
38594.7953137299,37076.1161183007,75021,B01,BLK 879B,1.3515758691618407,103.92851950991327
13594.1770137297,36493.7885183003,22411,B02,BLK 676B,1.3463079238490818,103.70387348532874
18698.2246137299,40318.5876183007,44111,B09,OPP BLK 203,1.380900022119092,103.74973522662988
37027.8493137294,33429.1372183003,83201,B10,BEF FRANKEL TERR,1.318594432454061,103.91443843938664
28787.1432137294,46702.4530183002,59201,B05,OPP CHONGFU PR SCH,1.4386348695118238,103.84039182080949
22445.4902137294,30968.1029183008,18221,B01,NUH,1.2963385400442102,103.78340888667974
25550.3529137298,30358.8250182997,10211,B01,PORSCHE CTR S'PORE,1.2908288441593259,103.81130747721781
22422.3575137295,31020.6708183009,18239,B02,OPP NUH,1.2968139413264967,103.7832010199844
17446.8795137294,40317.4062182996,44509,B06,BLK 442,1.3808889132983528,103.73849097278526
38919.3394137295,37405.1633183006,75151,B03,OPP BLK 871A,1.354551533776276,103.93143586045247
26116.7976137297,48265.0758183002,58349,B09,BLK 478,1.4527666099382057,103.81639608057985
18978.3874137299,39553.8020182997,44151,B02,OPP BT BATOK FIRE STN,1.3739836694408931,103.75225292927377
42702.9282137295,38488.4403183013,98029,B04,OPP BLK 275,1.364346653789653,103.96543431677324
20186.3241137294,33329.8899183013,17009,INT,CLEMENTI INT,1.317697208404032,103.76310870959117
26855.57431373,28746.3811183013,14031,B08,ST. THERESA'S CONVENT,1.2762465424124343,103.82303549469725
26212.02771373,30005.7942182999,10451,B01,OPP BLK 71,1.2876362025427797,103.81725292146027
13400.1683137296,39394.6838183012,31161,B32,OPP TEEN CHALLENGE,1.3725424242056876,103.70212878593154
29034.9214137299,45346.1882183012,59459,B03,OPP HUAMIN PR SCH,1.4263692937458468,103.84261829798666
18229.1625137292,34959.5202182997,28051,B07,OPP NG TENG FONG GEN HOSP,1.3324344295213164,103.74552210629786
33306.0384137295,34434.5256182998,70151,B01,AFT JLN ANGGEREK,1.327687676787948,103.88099624199563
11459.8278137296,32225.2650183011,23439,B12,OPP SML SHIPYARD LTD,1.3077039382620383,103.68469740263942
21545.3456137292,38874.0218183007,44359,NIL,BEF CHESTNUT AVE,1.36783665898399,103.77531902536644
35142.8127137292,40394.0141183008,65019,B02,THE RIVERVALE,1.38158275962579,103.89750207739874
27220.7529137293,29214.688318301,10071,B05,BLK 111,1.2804817597028093,103.82631674687987
23371.6235137293,48247.0310183,47041,B22,OPP W'LANDS AUTO HUB,1.4526030978130235,103.79172789231757
28604.8100137291,41480.2728183009,55259,B06,OPP COUNTRYSIDE EST,1.391407359689484,103.83875327119641
29666.2474137293,29957.5298183002,5029,B01,BOAT QUAY,1.2871997231494647,103.84829048715122
21125.6490137298,32380.7260183003,17091,B17,AFT CLEMENTI AVE 1,1.3091135351584344,103.77154923096366
24948.1044137292,49154.6860183012,47821,B14,OPP SUMITOMO BAKELITE S'PORE,1.460811816137563,103.80589408132626
27389.1064137295,38376.5937182996,53081,B13,OPP FABER GDN,1.3633387960372894,103.82782928488022
14608.1624137294,39456.6800183002,30019,B23,OPP TENGAH AIR BASE,1.3731036688842468,103.7129834207326
15170.27441373,36992.6730183009,28409,B08,BLK 454,1.3508203640080365,103.71803544767492
33904.4769137297,40152.6923182998,64461,B06,BLK 579,1.379400608775472,103.88637466197828
29755.2101137294,31076.2357183006,7509,B03,SMU,1.2973169009469543,103.84908991536369
20489.26071373,34149.9415183011,17409,NIL,HSE NO 90,1.3251135357059747,103.76583054820905
36078.4474137295,33100.5645183008,83299,B05,AFT LOR G TELOK KURAU,1.3156232043865357,103.90590749487342
32173.4817137299,36367.1978182998,62111,B09A,AFT SOMMERVILLE RD,1.3451662513637406,103.87081986604564
35294.4120137291,36965.4450183008,73041,B13,ST AERO,1.350575987159279,103.89886346952996
24574.4622137295,32321.8130182996,11081,B13,VIZ HOLLAND,1.3085813225288965,103.80253847744028
26551.2350137299,33878.3518183008,41019,B14,AFT KHEAM HOCK RD,1.3226582655990484,103.82030065660628
28284.7837137291,32589.0678183008,40171,B03,OPP ENV BLDG,1.3109984696000208,103.83587750013773
26419.2270137295,27742.3521183003,14009,INT,HARBOURFRONT INT,1.2671664369838687,103.8191148038744
19850.7611137293,37342.1381183006,43231,B10,OPP THE PETALS CONDO,1.3539824412160402,103.76009243186026
36009.5251137298,33707.7373182997,83109,B02,OPP EUNOS STN,1.3211142743648419,103.905288351291
12819.7500137296,32349.6230183002,22099,B01,BEF JLN SAMULUN,1.3088292831579371,103.69691685407606
24211.0115137296,47285.099518301,46811,B01,BLK 726,1.4439038673561142,103.79927077897547
39165.5864137299,37051.2263182998,75209,B02,BLK 882A,1.351350567284466,103.93364841426339
27317.1790137291,28257.5372183006,14239,B08,OPP KEPPEL DP BLK 519,1.2718256227084734,103.82718319274422
20490.04141373,32269.7449182998,17131,B12,CLEMENTI FLYOVER,1.308109713763921,103.76583802050868
14611.1147137294,36506.3638183009,21449,B04,BOON LAY SHOP CTR,1.346422121148399,103.71301127032585
27131.7986137299,45203.4277183004,57071,B11,OPP KHATIB CAMP,1.4250782248872553,103.82551699585545
34550.3628137298,32945.5329183005,81131,B10,OPP GRANDLINK SQ,1.3142215179586556,103.89217685828672
13762.7394137299,45318.0097183008,33049,B14,AFT LIM CHU KANG LANE 3,1.4261108979995043,103.70538383505887
28339.3778137295,33206.8563183006,40059,B04,CHANCERY CT,1.3165855301758698,103.83636806157332
30551.8653137293,41467.5625183005,55089,B37,AFT SUNRISE GDNS,1.3912923065771858,103.85624908908194
37597.3979137298,31780.4209183007,93189,B18,OPP VICTORIA JC,1.303683867785726,103.91955561202114
30964.9025137294,36599.6737182997,66011,B09,AFT BRADDELL RD,1.3472688241213953,103.85996006612005
25345.1363137299,32294.6612183005,11211,B05,AFT PEIRCE RD,1.3083358471738313,103.80946335611628
39220.21191373,37837.3979183007,75339,B03,BLK 734,1.35846039182899,103.9341395522051
18380.01291373,46484.8973182999,49151,B04,DAIYA ENGRG,1.4366657395494944,103.74687380495828
29115.38351373,30021.2807183005,6189,B02,CTRL SQ,1.287776288279449,103.8433407542177
14129.9756137291,36866.8708183002,21381,B01,ST JOSEPH'S HOME,1.349682191963694,103.70868778272217
33897.9195137294,41448.4512182996,65809,NIL,ANCHOR GREEN PR SCH,1.3911189842689426,103.88631599920488
31559.7499137297,35020.4502183013,61089,B01,BET BLKS 138/144,1.3329868248153474,103.86530495308206
29378.9843137292,45902.0187183004,59649,NIL,OPP BLK 333C,1.4313960089855977,103.84571004604445
34765.0080137299,32778.1759182997,82091,B08,AFT QUEEN OF PEACE CH,1.3127079547018226,103.89410551525869
42227.0069137299,38754.7428182997,78059,B04,BLK 210,1.366755225001308,103.96115797702271
18812.0069137299,44642.1277182996,49049,B08,SIM HUP CO,1.4200005596491347,103.75075627582447
24926.3712137295,30787.3631183002,11141,B09,QUEENSTOWN STN EXIT A / D,1.294704336581658,103.80570069956015
17376.0417137295,37054.0416183006,43769,B15,DULWICH COLL/ BLK 445,1.3513762239995704,103.73785560826835
38867.5320137292,37933.0766183008,75379,B08,BEF TAMPINES AVE 5,1.3593258055822288,103.93097052955254
18082.2798137292,36009.0258183014,28629,B08,BLK 266,1.3419257266677438,103.74420194130724
30442.2573137293,37928.4656183012,54609,B02,OPP TOWNSVILLE PRI SCH,1.359285991377727,103.85526388317372
11894.5677137291,33391.5137182996,23219,B02,TRU-MARINE,1.3182512757570317,103.68860312877162
28765.3044137293,45613.810018301,59351,B04,OPP BLK 322,1.4287895770695052,103.84019554877372
29834.8341137292,36953.4349183012,53009,NIL,BISHAN INT,1.350468204877123,103.84980572284266
33689.1000137292,38906.6680183001,63339,B03,OPP BLK 615,1.3681320574965343,103.88443910265791
28411.5876137298,35391.6798183005,51051,B19,AFT ANDREW RD,1.3363442997903088,103.83701693260767
24517.0099137295,29263.990918301,18011,B18,AFT HORTPARK,1.2809274523055454,103.80202258026644
29004.1942137294,30718.6772183012,13101,B06,OPP MOHD SULTAN RD,1.294083300886085,103.84234169529933
35518.2707137298,32828.3982183002,82151,B03,BEF JOO CHIAT PL,1.313161972392503,103.90087396160615
24537.6793137295,48805.493118301,47071,B16,BEF BRITISH AMERICAN TOBACCO,1.4576537948064043,103.80220602319008
30616.4584137294,31035.0240183007,1629,B04,SHAW TWRS,1.2969441364565473,103.85682860695678
24657.4841137296,29892.8995182998,11519,B15,OPP QUEENSWAY SHOP CTR,1.286615095474,103.80328472820416
31623.2288137292,36825.1146183014,66409,B03,OPP GOLDEN HTS,1.3493075588639045,103.86587556254422
36493.2813137295,44232.8526183013,65129,B26,AFT TRACK 22,1.4162994435272784,103.90963815971377
33804.3054137295,34505.6123182997,70171,B07,BLK 77,1.3283304685345154,103.8854734563283
5338.65791372955,31035.5585182998,26451,NIL,BEF TUAS STH AVE 5,1.2969408362666932,103.62969689586197
31359.3414137298,36248.5341183003,66061,B06,AFT LYNWOOD GR,1.3440932012159155,103.86350430483921
27245.7092137299,29817.5425183009,10161,B07,OPP TIONG BAHRU STN,1.2859337621920048,103.82654097437758
12384.2225137297,38336.0080182999,31029,B07,OPP JLN BAHAR POWER STN,1.3629676455994233,103.69300036976759
23785.7542137299,46960.2244183011,46401,B09,BLK 864,1.4409657546099492,103.79544947174278
43232.5742137292,39337.0430183001,98121,B05,KRISLITE BLDG,1.3720208239263747,103.97019396966127
31544.44821373,35353.2854183,61079,B06,BLK 121,1.3359968697037747,103.86516749733318
