X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC,Latitude,Longitude
17855.3980137296,41668.0687183011,45311,B05,BLK 547,1.3931039497773383,103.74216134351352
26480.7379137296,41051.9885183014,56079,B32,AFT OLD UPP THOMSON RD,1.3875340766174649,103.81966683915027
26423.9183137296,27609.182818301,14121,B03,OPP HARBOURFRONT INT,1.265962100660144,103.81915696332179
18117.1927137291,40253.4083182998,44459,B05,OPP SOUTH VIEW STN,1.3803103740413187,103.74451424994975
13535.9283137294,35049.7811182998,22309,B03,AFT FAN YOONG RD,1.3332488391772122,103.70335077444078
13206.9955137298,43647.1206183005,32069,B26,B26 LIM CHU KANG RD,1.4109997361465398,103.70039084164677
41322.7411137298,34067.4426183011,85039,B06,OPP EXCELSIOR GDNS,1.3243654619006981,103.95303047576475
34705.21631373,39886.3410183005,64031,B03,BLK 436,1.376991651922403,103.89356983349165
22724.6077137291,47107.7889182996,46269,B10,REPUBLIC POLY,1.442300094319299,103.78591401035116
18096.3201137297,40299.0866183005,44451,B06,BEF SOUTH VIEW STN,1.3807234646783575,103.74432667899988
28691.4228137294,39810.1556183007,54209,B06,BET BLKS 152/155,1.3763034161229126,103.83953151595234
38846.0724137295,39525.0366182998,75351,B01,TAMPINES WAFER FAB PK,1.3737229105624496,103.93077828125773
27810.6278137295,45047.8446183,59081,B26A,BLK 774,1.4236712002513312,103.83161689740314
28376.7184137292,44924.3174182996,59361,B02,BLK 602,1.4225540630438975,103.8367037339073
24771.2200137293,47793.5390183013,46731,B02,YEW HUAT SCAFFOLDING  WORK,1.4485020792858678,103.80430474609847
28992.1463137297,29250.157618301,5241,B01,OPP BLK 333,1.280802525728804,103.84223339369441
27934.3684137296,32164.4266183004,9212,B07,ROYAL PLAZA ON SCOTTS,1.3071581655547828,103.83272884817141
24506.8578137299,46239.9433182999,47559,B06,OPP BLK 630,1.4344518935133748,103.80192937883939
17218.3617137298,40064.5913183,44629,B08,BLK 457,1.3786024657798175,103.73643766551
38929.1718137292,39610.6979182996,75359,B02A,IKEA TAMPINES,1.374497568835425,103.93152501958221
16187.67741373,34202.6242183,21019,B05,AFT YUAN CHING RD,1.3255886152411294,103.72717852552941
22990.3140137298,32256.4680183008,11191,B01,THE STAR VISTA,1.307990149083234,103.78830415827736
38154.9615137298,34995.1259183008,84391,B06,BLK 534,1.3327563093095687,103.92456663129842
24150.8719137292,46070.9434182998,47569,B01,OPP BLK 620,1.4329234734669096,103.79873053081113
26363.1877137292,28920.0429183003,14259,B03,BLK 11,1.277817057184472,103.81861121159461
31288.5460137296,31387.1060183011,80169,B04,Nicoll Highway Stn,1.3001281780882628,103.86286764562341
31293.5360137299,39136.7025183011,54301,B07,BLK 5022,1.3702127713115444,103.86291332067827
22487.4296137299,30153.2869183011,15121,B04,SCI PK 2 / THE GEMINI,1.2889696407262126,103.78378587321245
30080.6425137296,36576.8662183005,53259,B02,OPP BLK 125,1.3470626355510633,103.85201444059678
32110.9407137297,38390.3946183007,66131,B04,TRINITY METH CH,1.3634633278431516,103.87025817387853
41949.8094137292,37134.4027183,76459,B01,BLK 323,1.3521016139286883,103.95866641613041
23258.8430137299,32990.3370182998,11279,B14,AFT CORONATION RD WEST,1.3146270419691575,103.79071690687147
41582.3470137296,33728.0892182998,85019,B02,EASTWOOD CTR,1.3212963622974716,103.95536301905167
19116.6263137292,43313.2925183009,49139,B07,BEF SG. KADUT WAY,1.4079831616890974,103.75349396126616
34603.1032137293,39637.1120183002,64379,B02,PUNGGOL CC,1.37473773833633,103.89265221753871
26534.25141373,43216.9455182999,57031,B03,NEE SOON DRICLAD CTR,1.4071131722269414,103.8201475899663
41354.9033137299,35100.628018301,96111,B01,OPP ITE COLL EAST ADM BLK,1.3337091901368237,103.95331992069738
5673.75921372976,34616.0198183004,25469,B12,BEF TUAS WEST AVE,1.3293213067730825,103.6327053277714
23838.7763137296,46114.3026183005,47579,B03,BLK 556,1.4333155539367546,103.79592605139958
30040.7597137298,34992.0714183003,52259,B02,OPP CHUNG HWA FREE CLINIC,1.332730317275997,103.85165596246276
26913.2060137298,29206.6530183014,10361,B06,CENDEX CTR,1.2804090821572485,103.82355332091183
21363.8617137298,31492.6398182996,16161,B08,NUS MUSEUMS,1.3010820530088618,103.77368987499196
21860.3652137294,45978.4636183009,46539,B03,BLK 320,1.432086714144787,103.7781481921872
22836.2795137297,46567.630218301,46009,INT,WOODLANDS REG INT,1.4374151173102587,103.78691758946113
27413.6835137298,45789.0862183012,59119,B05,OPP BLK 701A,1.430374715808243,103.82804997709987
43568.3812137293,38256.9195183013,97209,B10,CHANGI CHAPEL MUSEUM,1.3622524262112963,103.97321086039636
41845.4479137296,36114.1145182997,96191,B03,BLK 224,1.3428745605356198,103.95772819563791
40599.1438137293,40465.8254183009,77119,B02,AFT PASIR RIS WAY,1.3822303525207449,103.94653126154527
20202.0585137298,37859.1893183012,43251,B06,HILLBROOKS,1.3586585585144002,103.7632489285583
30190.6118137296,38219.6816183012,54319,B02,OPP CHRIST THE KING CH,1.3619196645254281,103.85300270261884
28122.0963137299,39809.4180183001,56251,B05,OPP HORIZON GDNS,1.376296753389461,103.83441570300529
28390.0187137295,38351.0878183004,53339,B03,OPP BRIGHT HILL TP,1.3631081335598483,103.83682316167452
20564.6049137292,46708.5116183013,46059,B38,GLOBALFOUNDRIES / AFT BKE,1.4386886874668334,103.76650438181605
11992.0950137293,31751.6774183009,23401,B05,OPP MOBIL MARINE TER,1.3034212728779953,103.68948030530746
34133.2209137296,32280.7930183001,81189,B04,DAKOTA STN EXIT B / BLK 60,1.308209933640415,103.88842849989331
40079.9514137292,35135.5016182996,84269,B03,BLK 95,1.3340251092281041,103.94186378684257
24016.3059137296,47091.1264183,46821,B01,BET BLKS 712/713,1.4421496183065032,103.79752118474326
38363.6153137293,34730.9141183011,84379,B04,OPP BLK 546,1.330366803964689,103.92644141198502
21840.5655137291,34808.4266183004,12109,B04,OPP NGEE ANN POLY,1.331068942049982,103.77797261167892
38938.5840137294,33419.2529183012,84121,B04,AFT BEDOK STH AVE 1,1.318504420006932,103.93160735250304
40742.4407137297,35623.5585182998,84299,NIL,BEDOK NTH DEPOT,1.3384386424314578,103.94781682513054
29916.7360137291,34131.5382183008,50199,NIL,OPP SHAW PLAZA,1.32494796814533,103.85054148535772
27320.3960137293,27845.0685182996,14109,B08,KEPPEL DP BLK 517,1.2680954001732128,103.82721210739575
26574.1767137293,30404.3867183011,10269,B04,OPP DELTA SPORTS HALL,1.2912409515955272,103.82050695934154
20055.7243137294,37555.6558183003,43241,B08,OPP HILLVIEW APTS,1.355913473056513,103.76193410038815
28831.1612137295,32976.3331183009,40129,B02,NEWTON LIFE CH,1.3145007504165287,103.84078697960307
10575.0571137294,33020.148818301,24279,B18,CAMERON IRON WORKS,1.314892073505465,103.67674689716351
26711.7186137298,29483.2732183002,10089,B08,BLK 119,1.2829107306005512,103.82174286856036
14007.4839137299,36142.1752183009,21361,B04,BLK 695,1.3431282613666808,103.7075874561862
24717.8821137296,49290.9754183013,47081,B01,AFT SENOKO CRES,1.462044341278915,103.80382527552113
35764.72401373,32296.4245183002,92171,NIL,MARSHALL LANE,1.3083509322938054,103.90308833224796
30011.7022137297,29279.5932183005,3059,B01,ONE RAFFLES QUAY,1.2810686824699877,103.85139449531295
46784.5388137298,39623.4331183005,95171,NIL,PROLOGIS,1.3746087708665675,104.00211096681407
28869.7286137296,39879.6064183004,54459,B23,BLK 151,1.376931499582243,103.84113372536468
28604.4336137297,40854.2994183004,55021,B48,OPP SEASONS PK,1.3857462807407666,103.83874987606114
19182.48661373,46511.4286183007,49181,B02,DAPOLITE IND,1.4369059419018748,103.75408478460227
21192.9429137297,33520.0488183014,12119,B08,POLICE KINS TRG CAMP,1.3194171773826362,103.77215364804817
20669.3443137296,37937.6764183007,43059,B10,THE RAIL MALL,1.3593684863033817,103.76744777868757
14213.21301373,33140.5834183004,21291,B04,AFT JLN BUROH,1.3159830869615485,103.70943740547553
18326.5251137298,37972.5420182999,43489,B06,OPP BLK 315,1.359683127665527,103.74639599835194
36004.5212137299,41061.4970183,67131,B06,BAKAU STN / BLK 122F,1.387619007928487,103.90524534887604
11400.4484137297,34336.3656182997,23149,B01,VARCO,1.326795889411332,103.68416271687559
33223.2992137298,37114.503018301,62219,B01,BLK 158,1.351924447453703,103.88025324620465
39737.0511137294,39590.2046183012,77309,B06,OPP BLK 778,1.3743119236240586,103.93878437793273
19422.4639137294,45611.5864183009,49109,B04,KRANJI WTR RECLAM PLT,1.4287681764630553,103.75624148095591
24528.6938137291,28298.5465182997,14401,NIL,OPP THE FURNITURE WAREHSE,1.2721963139417818,103.80212766982825
18539.8599137291,38591.122518301,43839,B01A,OPP BLK 336,1.3652774116369524,103.74831275531422
7875.91141372919,32568.628018301,24611,B09,BEF MARINTEKNIK,1.3108070498148978,103.65249411458991
11400.1255137296,34153.0114182997,23139,B03,BEF LOK YANG WAY,1.3251377043897246,103.6841599147129
30932.5064137299,38251.2798183002,66201,B01,OPP BROCKHAMPTON DR,1.362205363328032,103.85966912837458
15297.5839137295,32732.9898183011,21069,B08,BEF JLN TEPONG,1.3122974295542649,103.7191811739396
16342.2171137296,34168.7537182998,21011,B06,AFT JURONG LAKE,1.3252823624497703,103.728567158919
26897.7308137296,48906.5726183001,58179,B03,OPP SEMBAWANG CORP INDUSTRIES,1.458568115476493,103.82341353789411
39830.4863137295,34172.6294183005,84051,B09,BEDOK SPORTS CPLX,1.3253173475812614,103.93962183174895
24737.4782137293,47781.6042183004,46739,B01,BLK 782,1.4483941413757653,103.80400154353856
37977.8824137291,32948.0022183005,93119,B04,AFT ELITE PK AVE,1.3142429281934518,103.92297481238785
23013.3113137297,31413.407618301,18159,B09,ONE-NORTH STN / GALAXIS,1.300365813884508,103.78851093483783
12957.2785137296,36732.2561183013,27389,B03,GEK POH SHOP CTR,1.3484642214816642,103.6981504559839
33242.3704137299,33413.3771183006,80239,B02,BEF BLK 53,1.3184527850507002,103.88042397612782
24669.1296137292,47577.4195183013,47671,B01,OPP ADMIRALTY SEC SCH,1.4465475612757146,103.80338738700536
19991.0805137297,32904.4351183008,20019,B15,BLK 431,1.3138494980945212,103.76135445730183
21938.3322137296,46869.3926183004,46181,B04,OPP BLK 12,1.4401439664606785,103.77884860791096
35500.3587137293,39943.3379183002,62251,B03,BEF BLK 471B,1.3775069186915405,103.90071477871709
6202.67211372964,36658.0307183005,25269,NIL,TUAS CHECKPT,1.347788804195314,103.63745640972455
26436.1384137291,28705.2972183004,14279,B03,BLK 25,1.275874976058985,103.8192667113354
17965.7384137297,36782.0169182997,43331,B01,OPP BT BATOK PRESBY CH,1.34891633619663,103.74315449142392
18278.0822137296,35691.3501182999,28649,B04,BLK 286A,1.3390528476265833,103.74596144322722
31908.2743137293,34991.1737182997,61069,B01,POTONG PASIR STN EXIT A,1.3327220156550292,103.86843663856749
31991.2801137296,34793.4104183,60269,B02A,POTONG PASIR STN EXIT B,1.3309335039770895,103.86918246678056
29155.4965137299,28898.4959183,5429,B01,BEF CRAIG RD,1.2776222150679313,103.84370114498184
29242.4645137293,29741.0437183008,5049,B05,CHINATOWN STN EXIT E,1.285241918496272,103.84448261772003
29449.0016137296,29830.694918301,5129,B01,OPP ONE UPPER PICKERING,1.286052683634298,103.84633843988017
24892.6184137296,48140.713518301,46941,B01A,OPP NYLECT ENGRG,1.4516418127267985,103.80539559411082
46799.2009137291,39825.1954183001,95179,NIL,DHL,1.3764334196095611,104.00224284408473
13209.3917137291,32033.8460183013,22081,B03,OPP NATSTEEL,1.3059737041952908,103.70041811279256
35572.4414137295,31786.4153183009,92101,B21,KATONG SHOP CTR,1.3037386398337456,103.9013604580808
30894.4480137294,30438.1865183003,2089,NIL,PROMENADE STN/PAN PACIFIC,1.2915465239150963,103.8593264104591
15946.1482137293,35396.0659183003,21641,B07,OPP LAKESIDE APT,1.3363815652282276,103.72500778777113
13794.4251137292,35780.9729183,22009,INT,BOON LAY INT,1.3398615842800947,103.70567316795308
16984.7010137299,39915.8421183005,30081,B02,OPP HAI INN SEE TP,1.3772571463414256,103.73433811067395
34547.6590137295,34398.1156182997,71161,B02,BLK 3019,1.327358156046424,103.89215287215788
26296.5637137294,35242.0347183011,41141,B01,AFT ADAM DR,1.3349909173119898,103.81801222384762
31268.6764137298,36186.9045183007,66069,B05,BEF BRADDELL FLYOVER,1.3435358550675958,103.86268961808715
30831.2617137292,31448.8452183008,1549,B05,OPP DUO RESIDENCES,1.3006865706291078,103.85875874620417
30119.0789137296,35476.6091182996,52299,B03,BLK 50,1.3371122988454949,103.85235973854961
26568.2813137295,48651.6167182997,58131,B09,AFT ASSYAFAAH MQUE,1.4562623720837202,103.8204531030524
27222.1753137298,49029.0054183006,58181,B02,POLICE DRV CIRCUIT,1.4596753641625102,103.82632900728262
29661.2182137296,39289.2748183012,54391,B07,AFT ANG MO KIO INT,1.3715927177039386,103.8482458040678
19928.4502137294,38971.8456183001,43719,B01,MINDEF CP,1.368720944103043,103.7607900774652
38688.4914137293,35640.3542183004,84639,B20A,AFT WATERFRONT WAVES,1.3385913336300765,103.92936092022548
43732.3612137297,40454.5921183005,98171,B15,OPP SIA SUPPLIES CTR,1.3821272445470585,103.97468549365043
12541.1416137293,36106.0945183001,27361,B04,BLK 710,1.342801243364759,103.69441153713106
19195.7894137297,40336.3211183008,44281,B03,BLK 8,1.3810605513810288,103.75420620721509
24520.0801137295,30284.0026182998,11029,B02,BLK 166,1.2901520791137495,103.80205005491734
20630.7838137299,31031.1506182998,17029,B04,OPP WASEDA S SNR HIGH SCH,1.2969083445326066,103.76710294993882
39531.27661373,39749.3820182998,77311,B03,BET BLKS 771/772,1.375751546176302,103.93693541098109
32751.7034137296,36624.3425182998,62161,B04,ST. GABRIEL'S SEC SCH,1.3474916901190206,103.87601558138617
29975.3346137293,31447.6745183002,7571,B05,SUNSHINE PLAZA,1.3006760494100906,103.8510678543304
35690.2089137295,41441.8276183009,67111,B05,CHIJ ST. JOSEPH'S CONVENT,1.3910586636632367,103.90242111280828
30095.64561373,31475.3734183013,7518,B05,OPP NAFA CAMPUS 3,1.3009265406196613,103.85214890490934
38505.3116137292,32390.9525183011,93201,NIL,VICTORIA SCH,1.3092049984380774,103.92771383296646
30127.3996137297,31514.5053183008,7517,B07,IBIS S'PORE ON BENCOOLEN,1.3012804335697126,103.85243423164293
25517.6809137296,49746.8419183008,47111,B02,BEF SENOKO WAY,1.4661671148904996,103.81101227297279
31882.3986137295,37191.841818301,66361,B03,BLK 319,1.352624076125373,103.86820441276922
34465.11051373,41317.8843182996,67351,B03,BLK 321 CP,1.3899380639778,103.89141262348797
37181.4996137293,41807.4736183006,65231,NIL,RIVIERA STN EXIT B,1.3943649983405328,103.91582163103749
24387.4779137298,28366.087418301,15141,B01,LABRADOR PK STN,1.2728071143451747,103.8008587876902
21693.3817137294,33689.2078183014,12049,B04,OPP PANDAN VALLEY,1.32094709802462,103.77665031349815
34099.3321137298,39268.935018301,64331,B01,BLK 508,1.3714081875025355,103.88812539696222
29614.2990137292,28649.7503183,3217,B03,OPP AXA TWR,1.275372626999802,103.84782364329499
23212.7956137294,28834.7839183006,15209,B10,BEF PASIR PANJANG STN,1.2770456846723768,103.79030378214703
31236.8195137298,31404.7535183001,80161,B03,OPP NICOLL HIGHWAY STN,1.3002877812740876,103.86240286160026
13941.6961137298,32958.3439183012,22071,B07,BEF JURONG PIER RD,1.3143348581543823,103.70699777720192
26405.72401373,48130.0758183002,58429,B04,Bet Blks 415/416,1.451545737138204,103.81899238714549
42441.1556137297,38491.2375183012,98091,B01,BLK 156,1.3643720794069152,103.96308211864661
31012.4987137299,31415.4195183013,1529,B08,PLAZA PARKROYAL,1.3003842633596507,103.86038723927965
42186.2328137299,34696.1180183012,96231,B05,DB SCHENKER,1.3300505762576191,103.96078968533854
27221.2917137295,46123.6495182998,57121,B17,OPP BLK 115B,1.4334003805200475,103.82632114786983
6091.79161372967,35707.8702183012,25439,B06,OPP SUPER CONTINENTAL,1.3391958603137182,103.6364607731634
11950.7590137292,37575.3123183008,27189,NIL,OPP PUB SUB-STN,1.3560879751579986,103.68910582660459
38530.2243137294,32096.7769183014,93161,B17,BEF CP E1,1.3065445731818082,103.92793758567822
18880.8759137299,40414.5197183006,44299,B06,CCK POLYCLINIC,1.3817676543052673,103.75137645319192
26992.2142137298,47890.4180183001,58339,B02,OPP BLK 589D,1.4493783865680094,103.82426260663786
35231.6164137293,38221.5747183003,64219,B08,AFT DEFU AVE 2,1.3619359847436994,103.8982995146388
34017.8729137294,34483.3119182996,70381,NIL,Kong Hwa Sch,1.3281287502075083,103.88739247285999
39297.7365137292,34616.7723182999,84219,B02,BET BLKS 139/140,1.3293342144836238,103.9348349585352
42047.1212137295,37313.1920183003,76429,B04,BLK 331,1.3537184712021884,103.95954090617106
31884.1487137293,37295.5409182999,66369,B04,BLK 238,1.3535618934801719,103.86822015193233
27879.3327137297,30437.2184183002,6131,B03,THE BOYS' BRIGADE HQ,1.2915379022774232,103.83223433298731
27462.0535137299,30800.8709183,13062,B14,STELLAR RV,1.2948266432431352,103.82848489775037
22979.6693137297,48156.5780183002,47031,B24,BEF KERAMAT RD,1.451785006008737,103.78820580077209
20611.9565137299,35463.6207183003,42249,B02,BEF ENG KONG PL,1.336994006996727,103.76693271766918
24461.2423137296,47901.8540183008,46489,B01,AFT GAMBAS AVE,1.4494816030179822,103.8015192716309
20282.8875137297,34324.6418182999,12201,B01,LOGISHUB @ CLEMENTI,1.3266934106874961,103.76397613097411
28751.5269137295,30196.2290183008,6169,B04,RIVER PL CONDO,1.2893584700667207,103.84007135872353
23410.1839137292,34026.7258183006,11339,B07,DYNASTY LODGE,1.3239997965832757,103.792076626093
19704.0334137296,40967.6715182997,44861,B03,BLK 636A,1.3867704019576934,103.75877297608052
19943.7786137294,40602.0974183008,44799,B02,BLK 610,1.3834643507347928,103.76092736917907
17042.5273137297,35376.1177182999,28261,B15,AFT S'PORE SCIENCE CTR,1.3362015783698902,103.73485938150779
27355.7157137292,29826.3665183,10169,B06,TIONG BAHRU STN,1.286013565804837,103.8275294266712
27456.4945137296,31275.2107183002,13169,B02,GRANGE 80 CONDO,1.2991164054306372,103.82843493948707
7364.3478137292,35511.9408183005,25239,B44,ASIA-PACIFIC BREWERY,1.3374248510295443,103.64789551142587
15360.7406137297,39592.7920182999,30039,B19,ARMY LOGISTICS BASE,1.3743349476789364,103.71974580226198
23427.3669137293,47293.7523183003,46431,B01,BLK 840,1.443982002978755,103.79222895888996
34753.1147137294,41077.8383183014,67619,B04,BLK 201C,1.3877671097846396,103.89400050884724
35578.3340137294,32580.8011183012,82149,NIL,BEF KOON SENG RD,1.3109227784413837,103.90141359929117
19585.5097137298,39994.3386183009,44149,B01,OPP PHOENIX STN,1.3779679014637205,103.757708229131
19946.6852137297,36787.0507183,43229,B02,OPP BLK 266,1.3489624583220592,103.76095451967117
44537.8266137298,41067.0231183004,99039,B20,ST. GEORGE CHAPEL,1.3876653877801903,103.98192352567848
29816.6972137298,45337.2797183003,59599,NIL,OPP BLK 406,1.426288689186626,103.84964327093428
11143.3960137293,34711.0947182998,23079,B09,SAFTI MILITARY INST,1.3301846535708457,103.68185276236437
36652.9052137295,31999.1789183002,92069,B06,TAO NAN SCH,1.305662514291315,103.91106897711896
37996.7139137294,34108.1561182998,84649,B01,OPP BLK 24,1.3247349309915097,103.92314439891528
42974.5577137293,38807.4434182998,98031,B05,AFT PASIR RIS DR 3,1.3672314598913016,103.9678752472018
8192.1126137292,31687.0933183003,24549,B05,KEPPEL SHIPYARD,1.3028350042746708,103.65533588402384
35247.9692137297,41644.4507183004,67241,B08,BLK 248A,1.3928912267901437,103.89844729569847
28984.6917137299,38266.2335183006,53161,B14,OPP BLK 254,1.3623407277799735,103.84216669932367
41298.4159137299,36986.0549183004,76091,B06,BLK 206,1.3507603091074087,103.95281317782653
26795.8449137295,47331.0906183012,58391,B01,Blk 303,1.4443200249571089,103.8224980544526
28579.1383137293,38154.9585183002,53201,B03,OPP NEA REG OFF,1.361334407026919,103.8385225258264
20925.3762137294,30847.1367183011,16139,B24,BEF KENT RIDGE TER,1.2952442568783338,103.76975003183655
14038.9905137299,47108.3746183012,34059,B02,YISHUN DAIRY FARM,1.4423024082494544,103.70786531679124
29459.6902137296,34294.4826183002,50179,B15,OPP ZHONGSHAN MALL,1.3264216048837627,103.84643469030806
18379.6411137292,38298.7404183,43499,B01,BLK 419,1.3626331635806337,103.74687317536734
25879.17081373,29990.1812183,10439,B03,OPP ENABLING VILLAGE,1.2874949833096008,103.81426206805317
17472.5344137298,37892.5630182996,43781,B12,OPP BLK 437A,1.358959536739263,103.73872236103641
8045.10371372942,33601.5402183011,25339,B04,ASIA STEEL WELDED MESH,1.3201484069939744,103.65401371563975
22206.8530137297,46356.8888183013,46559,B01,OPP BLK 101,1.4355091265080095,103.78126163234845
41636.7940137293,35400.5400182996,96089,B06,OPP GRACE INDEPENDENT CH,1.3364213561227412,103.95585299810762
24287.7590137292,34738.7060183007,41089,B24,AFT JLN NAGA SARI,1.3304388118344956,103.7999620205402
20930.7666137293,32702.3942183014,17159,B12,BLK 365,1.3120225430599035,103.76979804632369
40591.6424137298,39679.3469182998,77139,B02,BLK 582,1.3751177395589842,103.94646352023953
27951.2983137295,35869.9271183014,51111,B01,OPP ANDREW RD,1.3406694014353628,103.83288096529951
33974.5336137293,39904.3870183006,64561,B06,BLK 574,1.3771550112672344,103.88700412268086
28826.3784137294,45570.3074182998,59359,B03,BLK 322,1.4283961535767888,103.84074435407479
30148.8196137296,34827.2704183012,52321,B01,TOA PAYOH STADIUM,1.331239908044858,103.85262693032232
32454.2284137299,36985.1775183007,66359,B02A,S'GOON STN EXIT C / BLK 201,1.350754998408257,103.87334263775996
21198.0917137293,34032.7257183008,12071,B09,BLK 116,1.324053644497769,103.7721997992858
14275.5615137294,34810.5549183004,21509,B03,OPP MEIJI SEIKA,1.331085711284049,103.70999689095014
24341.2080137292,46303.7640183009,46869,B04,BLK 628A,1.4350290436730604,103.80044085000613
40359.1704137297,35422.1028183009,84279,B05,AFT BEDOK NTH ST 5,1.3366169113227073,103.94437284093756
21272.9322137292,31088.3946183007,16189,B03,INFORMATION TECHNOLOGY,1.2974261841603123,103.77287291951724
17140.0739137297,36008.1091182996,28289,B18,BLK 228,1.3419171111974773,103.7357356669301
39676.2083137296,33637.4348183013,84149,B05A,LION HOME FOR ELDERS,1.3204773045225064,103.93823535962687
20192.0133137293,43576.4603183009,45199,B27,MANDAI POLICE TRG CAMP,1.4103634675351415,103.76315714552425
19998.3872137293,37790.8586183004,43291,B04,AFT JLN REMAJA,1.3580405463778837,103.76141882674418
23009.1299137296,33168.5419183001,11281,B15,AFT TAN BOON CHONG AVE,1.3162386241135686,103.7884730811556
26001.4813137297,49066.0204183012,58451,NIL,AFT HEAVY VEH PK,1.4600100530291433,103.81535978844313
21252.1110137291,39554.7580182999,44371,B03,BLK 219,1.3739929249855907,103.77268395484623
15782.61161373,35545.6194183007,21679,B02,BLK 329,1.3377340058839458,103.72353825907093
29695.3587137293,30355.7942182999,4223,B06,OLD HILL ST POLICE STN,1.2908014848333702,103.84855208534839
33702.8987137293,39721.7389183007,64601,B06,BLK 919,1.3755032618816068,103.88456325032581
37030.5136137297,34519.6747182999,83361,B03,HUA YU MANSIONS,1.3284568571650723,103.91446269996041
23001.6554137291,33428.1226183008,11309,B13,HSE NO. 589,1.3185861783288053,103.78840587694766
39130.1293137297,33198.7167183012,84151,B04,CASAFINA,1.3165099026076161,103.93332840375129
37366.84571373,33238.2071183007,83189,B05,BEF BETHESDA FRANKEL CH,1.316867628211166,103.91748443594275
44314.0454137297,39258.0471183006,97081,B01,SELARANG PK DRUG REH.,1.3713058363391104,103.9799116847666
35138.1385137299,40632.3349182997,67219,B10,RANGGUNG STN EXIT B,1.3837380473793641,103.89746013407792
27045.1499137292,28205.4341183007,14021,B12,THE PEARL /@ MT FABER,1.271354413484998,103.82473891720944
28589.3046137299,31539.6502183005,9038,B10,OPP SOMERSET STN,1.301507902402799,103.83861374957242
35630.5887137298,41307.9873182997,65049,B08,BLK 126A,1.3898482765929967,103.90188534408223
29782.9403137295,29810.8992183004,5009,NIL,OPP OCBC CTR,1.285873641118203,103.84933901182877
15088.4152137293,37163.1763183009,28541,B08,BLK 551,1.352362296781295,103.71729981924473
25239.8125137296,28904.0042183008,14399,B05,BLK 88,1.2776719306446374,103.80851726910208
38903.0004137298,35564.8323183004,84609,B22,WATERFRONT KEY,1.3379082646478775,103.93128837997124
34416.0580137298,34748.1438183002,70099,B02,TRAFFIC POLICE,1.3305237135563324,103.89097043906672
40537.6713137291,39387.6409183014,77021,B13,OPP BLK 571,1.3724796829702137,103.94597842826201
41866.4957137294,36386.5124182999,96189,B06,BLK 166,1.3453380148329395,103.95791744723093
39277.7175137298,34062.8019182999,84049,B08,BLK 27,1.3243243175681998,103.93465487316516
37259.7750137299,32452.0220183004,92159,B10,ST. PATRICK'S SCH,1.3097576876801336,103.91652211703307
33011.9612137293,40129.3075182997,66481,B01,OPP BLK 968,1.3791892913568247,103.87835474747479
10470.4893137291,32137.3371182997,23331,B09,OPP JP NELSON,1.3069082068039741,103.67580780536699
30293.2203137297,34472.3228182998,52419,B06,CURTIN SINGAPORE,1.3280298772958181,103.85392442507396
29518.4597137291,28407.2368183006,3219,NIL,AFT SHENTON WAY,1.2731794246161046,103.84696248080733
12901.3682137299,35510.6379183009,22521,B06,PIONEER STN EXIT A,1.3374163433516717,103.69764867766298
43033.6737137297,37918.1355183013,98319,B02,AFT BALLOTA PK,1.3591888688812162,103.96840599583061
36266.58911373,42624.9778183009,65289,B05,OPP PUNGGOL SEC SCH / BLK 195E,1.4017584817772435,103.90760067214073
43927.3385137292,39460.7412183005,97099,B04,AFT LOYANG AVE,1.3731391351737616,103.97643696916303
14043.4316137293,46732.6175183002,34041,B03,B03 LIM CHU KANG RD,1.4389042077078655,103.70790541016578
28226.8040137291,45361.0390183013,59069,B08,OPP BLK 757,1.4265036169648322,103.83535662097552
21313.8824137291,45816.5428183004,46591,B10,BLK 303,1.4306222375800965,103.77323757071495
26334.4145137295,35229.2263182998,41149,B02,OPP SICC,1.3348750847960638,103.81835233575772
9734.98781372979,34206.3266183008,24599,B01,BEF JOO KOON WAY,1.3256189140366614,103.66919777814256
14981.2579137292,36301.9554182999,21239,B14,OPP BLK 203,1.3445736909809993,103.71633731630686
19208.0074137291,40199.9191183001,44439,B07,BLK 9,1.3798269853723528,103.75431603567189
20950.7251137299,31999.7365183011,17191,B19,NUS HIGH SCH,1.3056679630731318,103.76997754264104
23593.8499137294,46247.7873183005,47581,NIL,OPP BLK 521,1.434522703701545,103.7937251358434
12239.7841137294,37597.3274183013,27179,B03,AFT LOR DANAU,1.3562872255829008,103.69170288606355
4604.36281372979,31212.960218301,26369,NIL,SEE HUP SENG,1.2985446410993091,103.62309884264836
42384.0540137291,37222.6786183007,76439,B05,BLK 351,1.352899741851622,103.96256841345075
21405.91421373,30186.4731182996,16249,B08,BEF WHOLESALE CTR,1.2892695559792422,103.77406800999091
20662.3810137296,33659.8092183005,17201,B04,BLK 308,1.3206809976323521,103.7673862435175
26063.6152137294,30754.4522182997,10321,B08,AFT MARGARET DR,1.2944067933387717,103.81591932879012
35599.2859137291,41317.9904183,65041,B07,BLK 231,1.389938749175544,103.90160406684717
21952.0109137297,29873.6138183009,16239,B06,OPP WHOLESALE CTR,1.2864402777807311,103.7789749715418
34345.8922137292,36649.2893183008,62231,B08,BEF S'PORE GIRLS' HOME,1.3477170050523934,103.8903403576403
18300.3116137292,33397.9871183001,20151,B19,OPP BLK 411,1.3183125159605347,103.74616191426755
