X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC,latitude,longitude
27245.7092137299,29817.5425183009,10161,B07,OPP TIONG BAHRU STN,,
12384.2225137297,38336.0080182999,31029,B07,OPP JLN BAHAR POWER STN,,
23785.7542137299,46960.2244183011,46401,B09,BLK 864,,
43232.5742137292,39337.0430183001,98121,B05,KRISLITE BLDG,,
31544.44821373,35353.2854183,61079,B06,BLK 121,,
36166.9820137294,38362.7630183008,64139,B12,BEF KPE,,
37233.7782137292,33292.8371182997,83199,B07,AFT FRANKEL DR,,
6895.91661372967,35106.0541182999,25501,B01,KEE WEE HUP KEE,,
30898.60611373,30913.1276182998,2141,NIL,SUNTEC TWR TWO,,
34541.2478137296,38468.0849182997,63241,B17,BLK 21,,
39197.1807137299,35613.3562183008,75341,B23,OPP THE CLEARWATER CONDO,,
41636.6847137297,36045.274918301,96171,B01,BET BLKS 227/228,,
29529.2420137292,37410.0760182999,53399,B02,BLK 202,,
33832.7571137296,41378.6010183003,65801,NIL,BLK 309D,,
37888.9109137291,33285.1118183006,83231,B05,BEF SIGLAP DR,,
34550.2605137294,33187.2350182999,81129,B01,PAYA LEBAR STN EXIT D,,
25353.65491373,29353.9749183003,14209,B04,AFT HEWLETT PACKARD,,
30639.7619137298,35146.0909183007,52319,B02,BLK 25,,
26801.4755137293,47293.6156182997,58399,B02,Opp Blk 303,,
27966.5600137291,32243.5520182997,9213,B05,THONG TECK BLDG,,
44301.8895137291,41440.0495183002,99091,B06,BEF TURNHOUSE RD,,
39950.6034137299,40280.7561183013,77219,B18,OPP BLK 626,,
35134.5659137294,41394.4837183002,67189,B05,OPP BLK 241,,
25721.5713137295,30179.1124183014,10411,B01,OPP BLK 53,,
29398.6422137292,41165.0669183005,55229,B01,SMRT BUSES AMK DEPOT,,
27148.4476137292,27877.7556183003,14019,B11,OPP MT FABER LODGE,,
17886.4268137291,40776.530418301,45239,B10,BET BLKS 306/307,,
42511.8519137297,39457.9777183011,78131,B05,PASIR RIS PR SCH,,
29137.2901137294,28930.3816183005,5421,B04,AFT CRAIG RD,,
42946.7653137296,38519.5101183001,97129,B02,BEF LOYANG AVE,,
31745.6645137295,39891.3890183009,54631,B10,BEF ANG MO KIO IND PK 2A,,
40644.5236137295,35552.9809183013,84591,B08,SBST BEDOK NTH DEPOT,,
29099.1439137291,28588.4161182996,5419,B03,THE AMARA,,
27662.7878137296,37931.3074182998,53361,B10,BLK 454,,
17741.5988137294,35610.3912183009,28311,B05,BLK 209,,
20525.1448137295,33386.3153183013,17219,B01,BLK 376,,
13162.5066137295,42298.1661182996,32119,NIL,AFT LP 96,,
27882.3327137297,38830.7291183006,56269,B18,BEF ANG MO KIO AVE 2,,
9404.42931372952,33536.4505183008,24229,B10,AFT GUL ST 3,,
34331.4440137297,33560.2088182997,81221,B01,OPP BLK 1015,,
21581.1939137299,34335.7444183007,12081,B07,MAJU CAMP,,
26618.9281137297,30102.3723183013,10181,B11,BEF AR-RABITAH MQUE,,
43866.7811137298,40215.8925183006,98161,B13,COMPOSITE TECH,,
13780.3300137296,36076.7128183004,22481,nil,BLK 691A CP,,
34669.2505137296,33050.534818301,82109,B16,CITY PLAZA,,
27461.5198137295,32143.1563183013,9169,B20,DELFI ORCHARD,,
11384.9995137295,34326.5803183001,23141,B02,OPP VARCO,,
25162.1780137299,31026.321018301,11499,B06,QUEENSTOWN PR SCH,,
23181.7870137291,33003.4200183004,11271,B13,AFT EAST SUSSEX LANE,,
42959.3132137293,36938.4973183013,97159,B02,BEF VICOM,,
31323.6429137299,37066.1798183005,66399,B01,OPP LOR CHUAN STN EXIT B,,
15621.1249137297,35713.3917183001,21621,B01,BLK 354,,
19000.1102137296,43601.7618183009,49019,B02,KIM HOCK CORP PTE LTD,,
18924.7765137292,43908.3060183004,49021,B03,WHYE WAH DEVT & CONSTRN,,
9456.17911372986,32529.1038183011,24169,B10,BEF GUL CIRCLE,,
17016.2974137291,36235.9159182999,28451,B05,PARC OASIS,,
20073.8854137296,40060.7273182999,44029,B24,BT PANJANG STN EXIT A/ LRT,,
32875.1559137292,39851.7308182996,64119,B18,BLK 953,,
10833.1325137299,35933.8832182996,27231,B11,WEE KIM WEE SCH OF C&I,,
34228.5117137292,40016.3284183014,64431,B02,BLK 568,,
19694.7751137298,45090.2297182996,45121,B29,OPP S'PORE TURF CLUB,,
10793.0766137298,34737.8608183004,23089,B11,S'PORE DISCOVERY CTR,,
13298.6547137294,44363.2176182996,32081,B21,SG GEDONG CAMP,,
34367.3708137292,39814.9297183007,64361,B05,BLK 535,,
16973.8830137299,35734.5235182997,28279,B16,BLK 114,,
31169.3223137297,30198.4205182996,2101,B05,AFT S'PORE FLYER,,
30740.7999137295,30925.4547183011,80159,B02,SUNTEC CITY,,
11365.70811373,32672.4218183011,23251,B07,AFT SHIPYARD RD,,
23284.4678137293,33839.8632183,11329,B09,REGENT VILLA,,
17199.3678137297,36270.5980182998,28291,B21,BLK 303,,
27693.2482137298,28122.6743183006,14081,B07,TG PAGAR DP BLK F5,,
28903.61161373,44828.7387183011,59289,B06,BLK 676 CP,,
35128.1747137299,31445.2471182998,82051,B02,TG KATONG RD STH P/G,,
36545.0683137299,33420.5789183006,83049,B08,BEF LOR 110 CHANGI,,
33633.1173137296,39619.4022183008,64471,B02,BLK 917,,
17232.9353137296,35749.8237183001,28081,B13,BLK 112,,
18808.8574137297,44554.1589183006,49041,B07,DHDECO PTE LTD,,
15178.3800137294,35444.6495182998,21209,B08,TAMAN JURONG GREENS,,
38709.0132137295,36972.3770183008,75039,B02,SPRINGFIELD SEC SCH,,
13899.1555137299,45671.1766183004,33059,B12,AFT LIM CHU KANG LANE 3A,,
28820.5675137294,44520.3372183014,59291,B03,BLK 666,,
26960.3692137292,31401.5619182996,13181,B05,AFT ONE TREE HILL,,
15589.3854137296,34065.086318301,21029,B07,AFT CORPORATION PL,,
30528.5884137293,39055.0473183002,54281,B11,BLK 570,,
20219.9928137297,31225.3860183004,17361,B15,OPP WEST COAST LINK,,
30026.9401137298,30974.2976182997,4179,B03,AFT BRAS BASAH STN EXIT A,,
23004.3475137297,30345.8453183006,18251,B05,OPP REUTERS,,
24078.3441137299,28491.8739183005,15151,B03,OPP MAPLETREE BIZ CITY,,
33718.7391137294,39767.2785183005,64609,B05,BLK 687,,
31041.6815137295,29741.8985182997,3501,B01,MARINA BAY SANDS THEATRE,,
41847.3788137296,36599.8001183011,96121,B07,METTA WELFARE ASSN,,
14901.2013137294,34350.5391183011,21479,B04,HUP LECK HEAVY EQUIPMENT,,
20404.8960137293,37810.0615183003,43819,B02,HILLVIEW GREEN,,
18608.6999137299,45348.221218301,49069,B12,TROPICAL FURNITURE LTD,,
21829.1167137297,31094.8255183008,18311,B05,BLK S12,,
33298.55951373,36539.8241183013,62039,B12,Raya Gdn,,
18928.5366137298,31831.7559182998,29071,B10,GAS SVC INTL,,
26111.7650137292,33955.1370183006,41029,B16,OPP BOTANIC GDNS STN,,
31040.9340137299,30636.1668183003,2169,B01,PROMENADE STN,,
25039.4802137297,29386.7076182999,14471,B03A,BLK 114,,
24687.0219137296,46622.0551183,47549,B08,OPP BLK 639,,
21874.1075137295,31433.7829183005,16099,B07,SIT DOVER,,
25737.1621137299,49521.7604182996,47801,B10,SUNSHINE BAKERY,,
22092.7830137294,29836.2174183,16029,B20,GLORIA MANSION,,
21578.4057137296,47441.8333183005,46161,B06,GES S'PORE,,
31425.9849137291,28813.2935183011,3341,B02,BEF GDNS BY THE BAY,,
22032.5910137296,43469.7781183012,48111,B05,AFT MANDAI RD,,
33799.2170137297,38029.0648183003,63039,B22,KOVAN STN EXIT C,,
32118.4096137295,39257.2158183008,66339,B04,BLK 101,,
20127.6995137297,39600.5144183002,44011,B25,OPP THE LINEAR,,
26966.4008137295,26482.1007183008,14519,NIL,RESORTS WORLD SENTOSA,,
35077.5532137295,38542.2378183007,64231,B02,BLK 316,,
15652.5088137295,37252.1985183004,28561,B04,BLK 402,,
35810.9364137296,32258.7605183013,92179,NIL,AFT DUKU RD,,
30424.0749137299,33399.6164183002,50239,B03,S'PORE INDIAN ASSN,,
32345.7920137299,39500.4711183012,66429,B02,BLK 530,,
43864.4015137292,39971.6277182996,98151,B11,OPP LOYANG WAY 4,,
32376.6243137298,43516.3414182998,68201,B10,AFT SELETAR CAMP,,
28990.3925137296,46425.7022182997,59199,B02,BLK 250,,
14919.1090137297,36560.8410183005,21711,B16,BET BLKS 523/525,,
12547.7120137298,39369.7854183,31051,B02,PUSARA AMAN MQUE,,
26603.2484137295,28427.3897182997,14319,B01,BLK 28,,
13272.03431373,43463.8631183002,32051,B27,AFT TRACK 11,,
29044.8522137292,30655.3068183009,13109,B05,UE SQ/BEF MOHD SULTAN RD,,
40061.3023137292,37705.4041183013,75019,UNK,TAMPINES CONCOURSE INT,,
18865.0029137293,44239.9431183003,49031,B05,OPP CROWN ALLIANCE INDUSTRIES,,
22821.4385137297,29236.8658183012,15079,B11,AFT LOR SARHAD,,
30095.2031137291,39413.0479183011,54409,B03,OPP BLK 522,,
29450.7477137297,39911.1575183012,54259,B20,OPP GRANDEUR 8,,
19290.7441137293,35892.8945183009,43211,B04,SBST BT BATOK DEPOT,,
21066.6492137294,41143.7720183004,44699,B02,BLK 457,,
31962.4923137296,37492.6249183007,66049,B05,BLK 233,,
27195.3280137293,40510.7800182998,56059,B28,BEF TAGORE RD,,
23344.8188137291,33947.758518301,11331,B06,OPP DYNASTY GDN II,,
11561.1155137299,34085.4471183009,23121,B08,OPP LEROY-SOMER,,
32054.6735137291,37535.8614183012,66041,B06,BLK 230,,
41137.2028137296,33413.0568183009,94061,B17,KEW GREEN CONDO,,
43592.1701137293,40701.0549183004,98181,B17,OPP LOYANG WAY 6,,
20378.1945137298,40693.9459183011,44669,B05,OPP BLK 532,,
30604.7764137294,30793.3299183007,80151,B01,OPP SUNTEC CITY,,
36113.8975137295,31379.1272183005,92251,B07,OPP PARKLAND GREEN,,
29637.1777137294,41000.6710183006,55239,B01,SBST ANG MO KIO DEPOT,,
29261.8536137296,35811.6791182999,52169,B05,BLK 117,,
26101.1398137296,47408.2544183005,58281,B03,SEMBAWANG SEC SCH,,
28952.5601137299,33968.0357183013,50049,B08,OPP NOVENA LODGE,,
7364.36411372945,35158.4564183,25101,B15,OPP SMC MFG,,
13270.0358137293,36336.2784183007,22341,B04,BLK 673C,,
27230.0293137291,46220.2839183006,57129,B18,BLK 114,,
17392.2499137297,36026.5422182996,28331,B03,BLK 229,,
12911.9383137291,40836.8239182997,32109,NIL,BEF LOR SERAMBI,,
19843.0908137299,37237.4752182998,43239,B09,THE PETALS CONDO,,
22810.4887137292,30719.4544182997,18109,B03,OPP PSB SCIENCE PK BLDG,,
17351.46521373,36997.470118301,43761,B16,OPP DULWICH COLL,,
34589.0784137296,42887.7257183008,65559,B12,OPP BLK 227A,,
37629.8988137292,32771.347318301,93101,B02,AFT COLDSTREAM AVE,,
35452.2521137297,43679.6611183006,65611,B06,NIBONG STN EXIT B,,
35420.6079137297,43711.7816183008,65619,B05,NIBONG STN EXIT A,,
25003.9013137296,28265.5571183003,14179,B12,YEO'S BLDG,,
21714.3556137299,46930.9514183011,46201,B02,BLK 10,,
35697.4692137297,44258.3735183012,65629,B07,SAMUDERA STN EXIT A,,
21320.3582137292,47479.2888182998,46159,B07,BLK 206,,
28611.56501373,45061.1871183012,59341,NIL,KHOO TECK PUAT HOSP,,
35713.8204137292,44220.1147183012,65621,B08,SAMUDERA STN EXIT B,,
34454.4530137293,38700.8320183009,63061,B27,OPP BLK 25,,
36014.7581137298,44335.8437182996,65631,B10,AFT PUNGGOL PT STN,,
29797.69221373,45365.413118301,59591,B02,BET BLKS 405/406,,
35994.2264137296,44381.7755183,65639,B09,BEF PUNGGOL PT STN,,
6839.7021137299,34641.0517183002,25071,B07,OPP NISSIN TPT,,
21809.4083137298,34968.9946183003,12101,B03,NGEE ANN POLY,,
39875.3584137298,34527.9092183001,84241,B16,BLK 81,,
13826.4108137293,45489.494218301,33041,B13,OPP LIM CHU KANG LANE 3,,
40577.5423137294,40466.9152183011,77111,B01,BEF PASIR RIS WAY,,
32675.9998137299,30997.0954183005,90039,B07,OPP TG RIA CONDO,,
19276.9710137295,46338.5770183001,49121,B09,AFT SMRT BUSES KRANJI DEPOT,,
41244.4449137291,37940.6774183009,76389,B01,BLK 442,,
12345.5028137295,33922.3060183004,23019,B19,NIPPON PAINT,,
20861.9277137294,40352.4540183004,44341,B03,BLK 401A CP,,
28406.0875137299,31632.8789183013,9037,B12,OPP MANDARIN ORCHARD,,
27513.9725137297,37766.0884183012,53069,B12,AFT WINDSOR PK RD,,
28472.2206137292,49228.4710183013,58099,B38,OPP SEMBAWANG PK,,
14025.9231137298,47160.6548183002,34051,B01,AFT LIM CHU KANG LANE 8,,
23637.1589137297,31260.5686183013,18171,B08,BEF WEYHILL CL,,
29709.9845137298,35545.8762183003,52229,B02,JACKSON SQ,,
40905.0601137299,39551.6342182998,77008,NIL,PASIR RIS INT,,
26270.5350137297,29595.7794183008,10091,B11,BT MERAH TOWN CTR,,
31125.3145137299,30420.1773183011,2099,B03,MARINA CTR TER,,
29133.3812137293,33533.6360183004,50038,B04,NOVENA STN,,
39431.3701137295,36422.7331183013,75221,B08,OPP TEMASEK POLY EAST G,,
15992.84021373,39616.601718301,30051,B16,AFT TRACK 14,,
29523.3100137291,33127.7235183008,50079,B01,OPP CARLISLE RD,,
39685.2315137293,34861.5782182999,84239,B13,OPP BLK 85,,
37607.7760137292,35529.444918301,84469,B14,BLK 703,,
35657.5105137294,40603.4256183002,67151,B02,KANGKAR STN EXIT B,,
33206.3930137297,31111.1981183011,90059,B11,S'PORE SWIM CLUB,,
18551.7168137291,36378.2559182998,43519,B08,OPP BT BATOK SWIM CPLX,,
8458.14531372953,32184.3987183012,24431,B01,AFT PIONEER SECTOR 2,,
33490.28541373,40153.4886183012,66491,B03,OPP BLK 910,,
32355.6109137293,31044.027118301,90029,B05,OPP PEBBLE BAY,,
28078.6610137299,29694.9651183002,6051,B01,BLK 55,,
39334.1321137296,33552.0605183002,84119,B05,OPP TEMASEK JC,,
22704.0856137294,29087.6087183002,15229,B14,BEF STH BUONA VISTA RD,,
17889.1868137298,35406.9738183003,28069,B10,BLK 203,,
26233.4862137297,30398.6708183009,10271,B05,OPP TANGLIN VIEW,,
36028.7221137295,42790.4365183003,65229,B03,BLK 298,,
33374.6813137298,36384.5994183011,62031,B11,BEF HOW SUN RD,,
22949.7364137294,33372.7973183002,11301,B12,HSE NO. 578,,
35961.0030137291,42873.9432183001,65221,B04,BLK 303D,,
21395.1838137293,39954.2003183011,44301,B01,OPP BLK 271,,
17804.0375137292,35635.0075183008,28319,B06,BLK 207,,
41115.1755137295,37846.0615183003,76471,B03,BLK 444,,
32668.5100137293,39450.6592183001,66431,B03,OPP BLK 506A,,
41711.3440137291,38872.4799183011,78179,B02,OPP BLK 108,,
14306.1754137296,36238.4465183001,21411,B02,OPP BLK 188,,
16551.01841373,37221.2045183014,28131,B05,BEF JURONG LODGE 1B,,
17580.9470137293,35403.3140182998,28449,B04,BEF SEVENTH-DAY ADVENT CH,,
34970.4688137295,39146.9414183013,64049,B32,OPP THE MIDTOWN,,
32589.9004137293,37445.4045183007,63149,B02,S'GOON STADIUM,,
29320.7675137296,45772.9638183005,59391,B10,BLK 342B,,
15740.9061137298,36627.7813183013,28601,B03,YUHUA SEC SCH,,
27580.7135137292,45908.875818301,59139,B21,AFT CHONG PANG CC,,
10770.7262137299,36496.905418301,27221,B09,SCH OF CEE,,
44532.2609137297,41096.6348183006,99031,B19,OPP MARANATHA B-P CH,,
8567.13141372986,32697.2305183001,24681,B21,OPP JURONG INSP CTR,,
43485.79801373,39562.3617183007,98139,B08,AFT LOYANG WAY 1,,
25955.2060137298,48609.8422183003,58351,B12,Blk 483,,
36967.4748137295,39872.8750183005,64189,B22,AFT OLD TAMPINES RD,,
27690.1338137295,31147.2058183011,13159,B01,BEF ZION FULL GOSPEL CH,,
34215.0150137292,37893.3994183,63261,B05,OPP BLK 232,,
24637.5640137298,30549.6143183,11579,B01,BLK 158,,
17673.3575137295,40157.8249182999,44511,B03,BLK 289,,
20073.0065137297,33674.4981183,20109,B20,BLK 203,,
15316.6892137295,36885.6286183,28391,B03,BLK 501,,
35843.2875137292,34708.9649183005,71099,B01,BLK 311,,
29470.2031137291,35020.0098183006,52181,B02,OPP TOA PAYOH STN,,
30774.2485137293,39153.7674183007,54429,B01,BLK 561,,
39351.3969137296,34220.0977183003,84191,NIL,BLK 220 CP,,
20343.1271137297,36560.101718301,43201,B01,OPP AUTOBACS,,
17329.4048137292,36090.3641183004,28339,B04,BLK 252,,
27434.0029137293,27869.9919183012,14101,B09,OPP KEPPEL DP BLK 517,,
22415.0394137297,43617.4636183009,48039,B17,LP 159,,
12092.18671373,39347.0104182996,31139,NIL,BEF TRACK 33,,
25428.4273137292,34027.0251183007,41041,B25,CORONATION PLAZA,,
22974.2973137293,46093.719018301,46331,B04,BLK 511,,
19591.9398137294,35754.0021183006,43319,B05,OPP MIDVIEW BLDG,,
19012.90051373,31310.6244182996,29091,B06,OPP SIA HUAT,,
14227.4600137295,33946.0391183011,21311,B14,BEF TRACTOR RD,,
40277.9875137294,37432.9053183012,75009,NIL,TAMPINES INT,,
32164.1128137298,42695.9839182999,68091,B01,AFT BAKER ST,,
29178.1136137294,34682.4527183007,52071,B06,TRELLIS TWRS,,
38847.9956137296,34558.8149183001,84339,B02,BLK 416,,
19488.5853137299,45180.3000183012,45141,B01,AFT W'LANDS RD,,
18571.12751373,40553.7089183014,44399,B02,OPP BLK 210,,
12841.5582137294,36845.9055183008,27439,B07,BLK 861,,
13246.5342137292,36939.7025183011,27441,B10,BET BLKS 757 / 758,,
29941.07871373,39582.747518301,54441,B01,BLK 507,,
11757.1060137292,39109.0471183006,31129,B39,AFT NIRVANA MEMORIAL GDN,,
28621.9054137291,34864.6290183011,51039,B16,OPP S'PORE POLO CLUB,,
8312.50751372986,33326.9534183014,25321,B01,YCH DISTRIPK,,
38739.7474137293,36729.2754183002,75241,B04,OPP TEMASEK POLY WEST G,,
18330.4588137297,37995.6045182999,43481,B05,BLK 315,,
29174.4489137297,40386.9005183,55181,B11,OPP YIO CHU KANG STN,,
30140.8042137297,31031.9514183011,1012,B03,HOTEL GRAND PACIFIC,,
43276.9961137297,39059.8545182999,98049,B08,LOYANG VALLEY,,
17376.5471137296,39801.8801183011,44559,B01,BLK 483,,
27947.4684137292,30664.5394183006,13119,B03,OPP GREAT WORLD CITY,,
19308.4019137295,46284.6711183004,49129,B08,LIP GUAN IND,,
27498.5973137291,42221.2673183009,55281,B09,AFT SLE,,
30228.0602137297,39792.279318301,54471,B16,OPP BLK 538,,
30460.0250137299,31731.1879182998,7589,B01,CH OF OUR LADY OF LOURDER,,
30900.6143137291,34184.8668183014,52129,B01,BLK 29,,
28394.0945137292,41608.6890182998,55269,B06,OPP BULLION PK,,
40171.2228137292,40074.2973183002,77201,B15,PASIR RIS ELIAS CC,,
28696.2019137293,30905.6448183004,13099,B07,BEF KIM YAM RD,,
23815.8147137295,45456.0280183014,46999,B16,Opp Blk 589,,
17711.8648137292,41158.9768183008,45249,B12,BLK 511A,,
25804.29691373,47710.1367183011,58389,B04,OPP BLK 469B,,
42206.4856137298,39570.2089183014,78229,B05,BLK 485,,
18537.1195137296,36622.9356183,43389,B04,OPP BLK 102,,
20791.5202137297,38551.9068183005,43869,NIL,BEF DAIRY FARM EST NTH GATE,,
29685.0767137296,36697.8614183012,53221,B03,BLK 115,,
41753.5612137299,39117.7377183009,78079,B01,BLK 429,,
19592.6066137291,40732.5048182998,44051,B03,OPP BLK 632 CP,,
18277.5404137298,31704.3772183005,29069,B24,AFT PANDAN RD,,
19917.8645137297,40633.2818183005,44791,B01,WEST VIEW PRI SCH,,
19260.3990137298,44399.5970182996,45109,B24,BEF JLN BUMBONG,,
43448.1858137297,36655.9579183012,97181,B07,SEAMAP,,
20882.63901373,31904.1830183007,17121,B10,BLK 610,,
32966.3962137299,37282.1678183004,63019,B18,AFT UPP S'GOON SHOP CTR,,
32413.2465137299,42264.0948182996,68049,B10,OPP JLN TARI LILIN,,
27495.9732137294,45765.466818301,59111,B04,BLK 701,,
29866.1555137299,39830.226718301,54351,B18,NANYANG POLY,,
40171.1257137293,33661.4715183005,84071,B10,BLK 71,,
36469.1928137299,44004.6701183002,65119,B24,OPP PUNGGOL 17TH AVE,,
18981.4318137299,43594.9864183012,49011,B01,OPP KIM HOCK CORP PTE LTD,,
20238.09351373,35702.2758183014,42209,B01,AFT TOH TUCK RISE,,
20275.0866137296,35729.7884183004,42201,B02,BEF TOH TUCK RISE,,
18475.0507137291,42817.7737183012,45411,B05,OPP BLK 670,,
37201.1654137298,35034.8483183011,84501,B31,CHRIST CH,,
24485.5572137292,32069.5136182997,11071,B11,BLK 97,,
23639.1408137297,46737.0051183011,46399,B05,AFT 888 PLAZA,,
29664.0216137292,35575.9197183009,52221,B01,OPP JACKSON SQ,,
35093.9114137292,34598.7613182999,71141,B06,BLK 3023,,
39558.2506137295,37559.5741183013,75131,B08,BET BLKS 701/702,,
29319.2072137296,37780.9073182996,53389,B04,OPP BISHAN NTH SHOP MALL,,
15285.3877137294,34235.9740183,21171,B01,OPP CORPORATION PL,,
18881.2891137293,40389.0080182999,44291,B05,OPP CCK POLYCLINIC,,
13369.7057137294,42928.6673183013,32049,B30,AFT LP 161,,
34126.7449137298,37195.7699183002,63299,B01,BLK 115,,
7103.20541372988,34411.2593182996,25069,B06,OPP KYOCERA CHEMICAL,,
41672.0435137292,35045.7110182997,96029,B06,EXPO HALLS 1/2/3,,
14044.7065137299,46138.5663182996,34011,B09,OPP LIM CHU KANG LANE 4,,
37209.1366137294,41785.0176183004,65239,B01,RIVIERA STN EXIT A,,
18296.8735137293,36347.5338183008,43691,B01,BLK 190,,
40958.6433137292,39578.1657183003,77009,NIL,PASIR RIS INT,,
31677.4162137294,34526.9411183,60089,B01,OPP ST. ANDREW'S VILLAGE,,
17940.4638137296,34684.9629183002,28239,B09,OPP JURONG TOWN HALL,,
19610.9902137294,36830.3867183011,43169,B02,BLK 254,,
20343.3515137294,31841.711318301,17041,B07,BLK 726 CLEMENTI WEST MKT,,
16915.6809137296,32260.0536183007,29019,B07,SANMINA-SCI,,
11554.0260137292,34429.5925182998,23159,B15,AFT FIFTH LOK YANG RD,,
28597.9226137297,29832.4654182997,6031,NIL,OPP BLK 13,,
19388.8929137299,43907.5695182998,45099,B22,AFT JLN BUMBONG,,
10252.4977137297,34797.7954182997,24049,B13,PASIR LABA CAMP,,
30500.0909137297,34210.2008183002,52499,NIL,ST. MICHAEL'S TER,,
20623.6293137297,30693.3463183008,17019,B02,VARSITY PK,,
39765.4596137293,35053.3708183002,84259,B01,BLK 88,,
24635.9797137296,47055.6037183013,47609,B10,OPP BLK 793,,
24577.7501137294,34577.2896183003,41071,B31,OPP NATL JC,,
34882.1173137296,39675.7314183004,64421,B07,BLK 421,,
27988.51731373,39342.5719183013,56241,B03,ST NICHOLAS GIRLS',,
29879.1303137299,34816.6275183,52509,B02,OPP TOA PAYOH SWIM CPLX,,
42337.8187137293,39681.4160182998,78129,B08,OPP BLK 233,,
35007.9996137293,40957.5020183008,67201,B02,BLK 206A,,
25427.8144137291,34110.2781183012,41049,B18,OPP CORONATION PLAZA,,
33074.0270137293,40096.2924183011,66489,B02,BLK 969,,
25482.0122137293,49776.1909183003,47119,B01,AFT SENOKO WAY,,
23514.4434137298,31359.9629183002,18179,B07,OPP WEYHILL CL,,
25721.7447137292,28025.0220183004,14151,B07,OPP CHR COMMUNITY CHAPEL,,
36020.2410137299,34495.2614182997,72011,B05,BLK 322,,
38866.6320137298,37034.3525182996,75109,B01,BLK 888,,
39243.0687137293,36884.4495183006,75081,B04,BLK 831,,
18797.81391373,38611.4632182997,43649,B03,HOMETEAMNS,,
29626.7771137292,38403.2666183002,54081,B07,TECK GHEE CT,,
43416.9887137292,40767.3409183007,98199,B01,AFT LOYANG WAY,,
40242.3237137292,33694.9704183005,84079,B09,SIGLAP CC / OPP BLK 71,,
30657.9698137296,31414.2691182997,1139,B11,PARKVIEW SQ,,
18749.1466137292,44995.5598183013,49059,B10,AFT LCS OPTIROC PTE LTD,,
18939.1348137297,43931.7020183001,49029,B04,SIT LEY TIMBER,,
21239.9388137292,46230.162018301,46511,B01,MARSILING PR SCH,,
45127.5474137291,41132.8590182997,99139,B01,BLK 5,,
28719.0000137296,29948.6523183007,6039,B01,BLK 8,,
14753.3641137294,39522.1722183004,30011,B24,TENGAH AIR BASE,,
27313.00471373,29202.1461183,10079,B06,BLK 201,,
30499.7896137293,39737.7959183007,54489,B13,OPP ITE COLLEGE CTRL,,
17937.7652137298,31875.9843183011,29051,B21,OPP CALTEX S'PORE,,
11660.1958137294,34636.6340183001,23061,B08,AFT KIAN TECK RD,,
36189.7934137294,32956.1936183013,83169,B06,BEF STILL RD,,
13402.4100137297,44550.4136183001,33019,B20,B20 LIM CHU KANG RD,,
13489.1387137296,36485.6997183003,22419,B01,JURONG WEST SUB-STN,,
26100.12641373,27878.3504183013,14139,B06,BEF SEAH IM RD,,
38308.5374137294,33506.6439183,83271,B04,AFT SWAN LAKE AVE,,
7071.39961372968,34423.3399183005,25061,B05,KYOCERA CHEMICAL,,
28808.7735137297,32992.2897183001,40121,B01,OPP NEWTON LIFE CH,,
18827.42081373,46268.5195183009,49171,B02,OPP SHINGDA CONSTRUCTION,,
12845.6002137298,35891.3126183003,22231,B01,BLK 639,,
32696.1859137295,39543.4653182998,66439,B04,BLK 504A CP,,
41118.5705137299,36769.8308183011,76291,B01,ANGSANA PR SCH,,
27269.7704137294,31266.6799183004,13171,B03,GRAMERCY PK,,
42341.7860137299,39253.5470183007,78209,B03,BLK 242,,
24043.3591137296,46796.4932183009,46769,B03,BLK 666,,
28122.5235137297,41177.2042183001,55371,B05,AFT LENTOR ST,,
10848.4251137292,32457.7975182999,23249,B10,BEF BENOI RD,,
35037.6295137294,32416.9291182999,82129,B04,TG KATONG SEC SCH,,
30938.1721137296,35466.2769183014,52399,B04,BLK 231,,
17150.29691373,36669.5456183013,28111,B01,AFT BT BATOK RD,,
32295.2964137299,39037.7986182999,66309,B05,BLK 112,,
34500.2962137293,39268.1071183011,64549,B03,OPP HOUGANG CTRL INT,,
26527.92301373,27608.7611183003,14129,B04,HARBOURFRONT STN EXIT A,,
17969.1402137298,52983.8165183011,46239,,LARKIN TER,,
11891.2970137298,34432.2818183005,23169,B13,BEF KIAN TECK RD,,
45141.1331137298,37567.8690183014,95109,NIL,CHANGI AIRPORT PTB3,,
25213.8096137298,29858.0977183003,10139,B16,BLK 1,,
24026.7630137298,46417.3817183003,46851,B01,BLK 664,,
28022.9357137298,30060.0519182999,6081,B03A,BLK 94,,
27459.83091373,48059.7032182999,58051,B29,BLK 592C,,
28558.4075137293,28880.8763183001,10021,B05,BLK 3,,
43207.5918137291,36404.5739182997,97179,B06,SATS CATERING,,
13298.9963137293,32878.8388183005,22049,B04,BEF TG KLING RD,,
23189.70371373,33722.7358183004,11321,B08,OPP REGENT VILLA,,
29417.7346137296,35400.3626183011,52191,B04,BLK 138B,,
5398.73021372966,30173.1412183009,26409,NIL,MULTICO,,
19233.7559137298,36745.5547183007,43171,B10,BLK 229,,
13018.7647137297,33898.8624183014,22039,B17,MARKONO HOLDINGS,,
27511.1446137298,31875.4256183002,9111,B03,OPP FOUR SEASONS HOTEL,,
40654.6565137291,33613.4453183003,84681,B14,BLK 163,,
20322.7840137295,34284.2419183012,12209,B02,OPP LOGISHUB @ CLEMENTI,,
20749.1411137292,32464.3384183012,16891,B01,OPP BLK 420A,,
