X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC,latitude,longitude
27671.5709137293,32774.1919183005,40191,B01,AFT DRAYCOTT PK,,
27846.9987137299,32765.9736183006,40199,B02,AFT BALMORAL RD,,
5981.35911372956,31308.9970183,25651,B01,NOVARTIS,,
4737.08211372979,28621.2911182996,25761,B03,OPP REC S'PORE,,
17488.2527137296,37411.2904183008,40341,B07,BEF BLK 440A,,
17550.3241137294,37442.5643183012,40349,B08,BLK 461,,
17553.4091137294,37093.5155183002,40321,NIL,DULWICH COLLEGE,,
17582.1429137299,37010.1716182996,40329,B06,MILLENIAL INSITUTE,,
18040.1408137297,36800.2778182998,43339,UNK,BLK 148,,
18553.1381137297,39747.9887183011,44881,UNK,Blk816B,,
17713.0516137294,37280.6076183002,40339,B02,BLK 448B,,
17838.6989137297,39719.0705182999,44591,B02,BLK 490B,,
17867.2739137299,39712.0855183005,44599,B01,BET BLKS 801B/801C,,
28476.2946137292,43801.7332183011,59509,B02,OPP BLK 871,,
41559.5958137298,38228.6625183001,76279,B01,BLK 491C,,
15606.6278137295,39624.4893183,30041,B18,OPP HOME TEAM ACADEMY,,
15806.6006137291,39592.3258183002,30049,B17,HOME TEAM ACADEMY,,
18528.2180137299,34704.969018301,28041,B05,THE SYNERGY,,
18522.3830137299,34768.8870183006,28049,B06,OPP THE SYNERGY,,
18261.6214137292,34977.7536183,28059,B08,NG TENG FONG GENERAL HOSP,,
24003.0700137299,46442.9300183002,46859,B02,BLK 608A,,
19244.7809137292,32745.6981183011,20281,B23,OPP THE JAPANESE SEC SCH,,
19674.7317137299,32241.3165183011,17339,B22,BLK 518,,
19659.6110137291,32198.7170183007,17331,B21,OPP BLK 518,,
19893.5591137297,31947.1381183006,17329,B20,BLK 705,,
19874.3462137291,31910.7281183004,17321,B19,TIEN WAH PRESS BLDG,,
30331.6020137295,35115.5680183005,52309,NIL,OPP BLK 35,,
20084.4240137292,31600.0387182999,17319,B18,BLK 716,,
19292.5932137296,32753.1104183011,20289,B24,THE JAPANESE SEC SCH,,
30371.9280137299,35143.2490183003,52301,NIL,BLK 35,,
30495.9840137297,34999.7270183004,52339,B04,OPP BLK 26,,
30505.1684137294,34967.3843182996,52331,B03,BLK 27,,
34113.3168137297,41415.0286183003,67369,B02,BLK 306 CP,,
22101.0446137292,47108.2692183014,46319,B01,OPP BLK 18,,
22124.1884137299,47113.9068183005,46311,B02,BLK 18,,
32659.6121137291,37068.4371183012,62141,B15,OPP BLK 1,,
37595.7802137295,33919.7261183001,84589,B01,BEF NEW UPP CHANGI RD,,
37582.1451137299,34013.2594183013,84581,B02,OPP BEDOK STH NPC,,
42520.5707137296,35555.316618301,96411,UNK,OPP EIGHTRIUM,,
18618.8620137293,33353.7648182996,20149,B18,BLK 408,,
18577.9840137297,33335.8471183013,20141,B17,OPP BLK 408,,
36770.6999137299,42079.8037183005,65429,B03,GREENDALE PR SCH,,
36971.6958137294,42360.0537183005,65419,B01,OPP HORIZON PR SCH,,
35501.61051373,43535.1426183004,65469,B08,BLK 310B,,
22377.8086137297,47189.9674183,46309,B02,OPP PROGEN BLDG,,
27307.9146137293,47650.5905183014,58261,UNK,VISIONAIRE,,
27350.9359137295,47650.4318183009,58269,UNK,OPP VISIONAIRE,,
11422.1453137295,37453.2608183008,27071,NIL,NANYANG CRES HALLS,,
38990.4634137293,33832.555618301,84169,,OPP BLK 3,,
33349.2834137296,40399.8878183011,66551,B03,BLK 984,,
36717.7313137297,35612.7496183012,72149,B08,SHUN LI IND PK,,
36704.9387137294,35635.0011183005,72141,B07,BARTLEY BIZ CTR,,
36533.0633137291,35561.0532183014,72131,B05,OPP TECH VIEW,,
36436.2913137292,35505.7824183013,72139,B06,TECH VIEW,,
31298.6088137291,31607.8778183013,1411,B09,OPP ST JOHN HQ,,
35105.0021137297,41448.6639182996,67759,UNK,COMPASSVALE INT,,
31333.4918137295,32207.8326182999,1319,B02,LAVENDER STN EXIT A / ICA,,
42153.2942137299,35623.5333182998,95909,B10,Aft Somapah Rd,,
42121.6079137297,35645.4653182998,95901,B09,Bef Simei Rd,,
42539.8429137291,35777.3022183012,96449,B02,SUTD,,
42417.72891373,35742.6838183012,96441,B01,OPP SUTD,,
42238.7336137295,35976.6166182999,96041,B10A,Upp Changi Stn/opp SUTD,,
42253.3689137297,35880.2494182996,96049,B05,Upp Changi Stn/SUTD,,
18956.9310137294,33121.2360183001,20139,B16,OPP ANGLISS BLDG,,
18927.5601137299,33102.6672182996,20131,B15,S'PORE FOOD INDUSTRIES BLDG,,
36027.6818137299,41897.9241183009,65191,B01,BEF PUNGGOL RD,,
27853.5660137292,45325.8389183003,59319,B25,BLK 729,,
17772.7805137299,38237.3140182998,43771,B10,OPP BLK 433B,,
17801.51621373,38214.1056182999,43779,B09,BLK 433C,,
19957.5380137293,45212.0980182998,45131,B31,OPP KRANJI STN,,
20035.3409137297,45219.8209183011,45139,B30,KRANJI STN,,
21083.9430137295,40322.7180183008,44339,B02,BLK 442D,,
20661.0030137291,38352.8315182999,43061,B15,HILLVIEW STN,,
34143.8651137296,41831.8634182997,67381,B13,BLK 326 CP,,
34477.1400137292,41791.2296182998,67391,B11,BLK 333B,,
34485.5000137296,41753.154318301,67399,B12,BLK 325 CP,,
34548.5375137292,42052.1489183009,67421,B01,CHENG LIM STN EXIT B,,
34525.9818137297,42092.8948183004,64729,B02,CHENG LIM STN EXIT A,,
35317.3094137292,38813.087418301,64301,B04,BLK 325,,
35334.6267137295,38781.7879183013,64309,B03,OPP BLK 321,,
19948.9634137293,40323.6444183011,44049,B02,OPP JUNCTION 10,,
39288.9561137296,39931.9872182999,77291,B01,BLK 753,,
37278.4084137296,32088.5536183007,92219,B03,OPP CHIJ KATONG CONVENT,,
37208.2974137291,31927.5397183001,92229,B01,BLK 53,,
28998.1153137293,44383.8055183012,59719,B03A,OPP BLK 672C,,
19223.2228137292,34344.9316183012,28029,B02,8 @ TRADEHUB 21,,
20446.3140137298,33053.2880183011,17179,B16,CLEMENTI STN,,
40289.4121137299,40657.4848183002,77129,B04,PASIR RIS PK,,
42316.0468137292,36213.1689183004,96051,B11,Opp Changi Ct,,
42340.7962137293,36179.6744183004,96059,B12,Changi Ct,,
20671.3392137298,32577.8272182997,17259,B04,OPP BLK 460,,
32903.6797137298,42257.0104182996,67701,B01,AFT BLK 467B,,
20669.3998137293,32641.9140183013,17251,B03,BLK 460,,
42347.2288137292,35029.5834183004,96389,B01A,OPP CHANGI CITY PT,,
38647.5611137291,37574.8775183,75411,B09,BEF TAMPINES FIRE STN,,
38675.7790137297,37532.4251183011,75419,B10,AFT TAMPINES AVE 5,,
38384.5189137291,37094.7051183004,75401,B11,AFT TAMPINES AVE 1,,
38461.7058137292,37143.4547183011,75409,B12,THE SONTORINI,,
39114.1470137294,38705.3700182997,75469,B01,OPP REEBONZ BLDG,,
39158.5807137294,38664.2917183004,75461,B02,REEBONZ BLDG,,
42526.1324137291,35526.401018301,96419,UNK,EIGHTRIUM,,
30542.3273137296,31509.9139182996,1113,B09,BUGIS STN EXIT B,,
30570.3711137297,31494.5478183012,1059,B08,BUGIS STN EXIT A,,
37547.3241137294,42307.4299183004,65561,UNK,WATERWAY PRI SCH,,
37562.5641137296,42275.3623182997,65569,UNK,OPP WATERWAY PRI SCH,,
34685.1712137293,42190.9256183002,67641,UNK,BER ANCHORVALE ST,,
34672.1173137296,42200.1060183011,67649,UNK,AFT ANCHORVALE ST,,
34252.3481137296,42310.3968183007,67691,UNK,BLK 338A,,
34288.4109137291,42289.1507182997,67699,UNK,BLK 334A,,
12716.3552137297,33306.496418301,22141,B01A,AFT JLN BUROH,,
12749.8042137297,33280.4428183008,22149,B02A,BEF JLN BUROH,,
34851.0961137293,42966.0759183001,65491,B02,OPP BLK 259 CP,,
22800.8850137293,46255.492018301,46321,B06,W'LANDS CIVIC CTR,,
23161.2155137295,46712.5046183001,46281,B08,BLK 825,,
23294.1011137292,46713.2856182996,46289,B07,BLK 891C CP,,
34580.6640137294,35244.5301182996,71171,B03,OPP SCDF HQ,,
14004.8601137297,47390.2500183005,34009,B01A,POLICE COAST GUARD,,
34441.1106137298,35141.2071183007,71179,B02,AFT SCDF HQ,,
31352.5350137297,39301.1710183006,54511,B01,BLK 5028,,
31384.4086137293,39250.9342183005,54519,B02,OPP BLK 5023,,
33680.2696137298,31736.7305183001,91091,B08,BEF KG KAYU RD,,
13636.4983137297,35242.1556183007,22561,B32,BLK 660 CP,,
21294.9454137292,38543.9739183001,43961,UNK,AFT DAIRY FARM HTS,,
18032.1902137296,40809.6939183008,44009,INT,CHOA CHU KANG INT,,
38818.9392137295,39217.4099183008,75369,B02,BEF TAMPINES LK,,
25970.2025137292,33883.8610183001,41021,B21A,BOTANIC GDNS STN,,
37070.6093137292,32132.4340183008,92071,B07,OPP BLK 57,,
37084.0330137294,31924.4139182996,92221,B02,BLK 19,,
37310.5200137291,32030.8910183012,92211,B04,CHIJ KATONG CONVENT (SEC),,
36779.9259137297,31844.7118183002,92231,B01,BLK 34,,
37070.6646137293,32096.6422183011,92079,B08,BLK 57,,
36834.9154137298,31857.2510183007,92239,B02,BLK 45,,
39224.15821373,34429.6046182998,84351,B01,BEDOK CTRL PO,,
39203.4365137294,34457.3789183013,84359,B02,OPP BEDOK CTRL PO,,
29084.6289137295,30510.3355183005,4321,B05,UE SQ,,
29109.1928137299,30477.6112182997,4329,B04,OPP UE SQ,,
17703.1126137292,35152.4778183009,28211,B02,BEF JURONG EAST STN,,
35189.6969137294,34790.7942182999,70409,B04,BLK 3032A,,
35212.8480137298,34776.5067183003,70401,B03,BEF UBI RD 4,,
35532.4146137293,35457.3535182998,71331,B01,KAKI BT AUTOHUB,,
35540.3256137297,35430.2866182998,71339,B02,OPP KAKI BT AUTOHUB,,
42005.83091373,35870.3543183003,96201,B01,SIMEI GREEN CONDO,,
42065.8386137299,35859.0830183011,96209,B02,OPP SIMEI GREEN CONDO,,
42782.3191137295,35478.3433183003,96401,B01,HONEYWELL BLDG,,
42846.3480137298,35984.8724183012,97009,UNK,CHANGI BUSINESS PK TERMINAL,,
36885.3642137293,35892.7971183006,72151,B01,AUTOBAY @ KAKI BT,,
37253.3524137298,35921.4971182998,72161,B01,AFT BARTLEY VIADUCT,,
36828.5051137293,35833.7684183009,72159,B02,OPP AUTOBAY @ KAKI BT,,
37234.69931373,35909.5908183008,72169,B02,BEF BARTLEY VIADUCT,,
41578.5873137293,37477.6505183,76031,B10,TAMPINES EAST STN EXIT B,,
41608.4404137293,37468.8548183013,76039,B09,TAMPINES EAST STN EXIT C,,
39479.1789137293,37064.2962183002,76049,B02,OPP BLK 842C,,
39809.0048137298,37941.3223183006,76511,B01,THE TAMPINES TRILLIANT,,
39920.8659137292,37735.1764183007,76529,B04,BLK 519A,,
20407.0090137292,33009.685018301,17171,B15,CLEMENTI STN,,
23756.2443137299,30445.5777183007,18211,B02,INFINITE STUDIOS,,
32723.0222137291,38916.8382182997,63211,B13,BLK 138,,
28113.1564137293,38444.349518301,5349,B01,SIN MING AVENUE,,
32241.3268137295,41875.6000183001,67999,NIL,BLK 461B,,
34109.3543137293,40363.3831182998,64621,B08,BLK 565,,
34089.4137137299,40390.9387183003,64629,B07,OPP BLK 565,,
32252.1218137294,41914.7161183003,67991,NIL,OPP BLK 461B,,
34301.7403137293,37610.6538183,63271,B03,BLK 239,,
27867.5444137296,38103.5335183013,53351,B08,SIN MING AVENUE,,
38743.2774137296,38947.7642183006,74041,B35,OPP GOLDEN PAGODA TP,,
38764.7911137296,38944.7206183001,74049,B02,GOLDEN PAGODA TP,,
17586.7331137294,39984.6044183001,45451,B02,BLK 293,,
27837.6134137297,38147.6825182997,53359,B07,SIN MING AVENUE,,
35334.39561373,40456.1656183004,67161,B12,OPP BLK 101,,
48284.5630137296,33326.5695182998,96439,B04,CHANGI NAVAL BASE,,
35206.2324137297,42785.7039183006,65339,B02,BLK 268C,,
35245.6052137297,42735.6331182998,65331,B01,OPP BLK 268D,,
39129.8815137297,35457.7484183013,84209,B06,Bedok Resvr Stn Exit B,,
34079.1635137293,35299.4069183003,70281,B01,AFT TAI SENG STN,,
39907.5566137293,39696.3071183003,77241,B17,OPP BLK 640,,
29611.31721373,39635.8386183009,54341,B09,OPP BLK 504,,
28035.2824137295,38384.6585183013,53341,B02,SIN MING AVENUE,,
46031.2587137297,32896.1775183007,96429,B02,CHANGI LODGE 2,,
46171.9715137295,32879.5802183002,96421,B01,OPP CHANGI LODGE 2,,
48255.4744137293,33339.0553182997,96431,B03,OPP CHANGI NAVAL BASE,,
29120.66531373,39908.4205182996,54469,B21,OPP BLK 649,,
29116.3694137298,39940.2699183002,54461,B19,BLK 649,,
37559.0136137297,40109.8677182999,73029,B26,AFT TAMPINES IND DR,,
37651.6630137293,39575.8950183,74019,B30,BEF TAMPINES IND AVE 5,,
37960.5784137296,39174.601718301,74021,B31,BEF TAMPINES IND AVE 4,,
37692.3313137293,39534.5053183008,74011,B29,AFT TAMPINES IND AVE 5,,
37945.3532137293,39139.1710183006,74029,B32,AFT TAMPINES IND AVE 4,,
37589.6926137293,40130.9558183011,73021,B25,BEF TAMPINES IND DR,,
37653.8209137293,39860.9093183,73031,B27,AFT TAMPINES IND DR,,
37626.5051137293,39796.062218301,73039,B28,BEF TAMPINES IND DR,,
37121.1366137294,40107.1100182999,64199,B24,BEF TPE,,
37201.0761137297,40192.6256183013,64191,B23,AFT TPE,,
26517.4983137297,28893.6898183003,14269,B01,BLK 10,,
29228.2883137297,40059.4545183014,55201,B09,AFT BLK 648,,
39633.8280137293,38421.8740183003,75481,NIL,BLK 609D,,
39293.9609137299,38468.9451183006,75511,NIL,BLK 610C,,
39265.2350137299,38461.2412183005,75519,NIL,OPP BLK 610C,,
27674.9102137294,44999.2923183013,59549,B03,"OPP SREE MAHA MARIAMMAN TP
",,
10971.1420137295,36677.0265183002,27219,NIL,NIE BLK 2,,
6804.41381372977,34909.656518301,25811,B01A,BEF TUAS AVE 7,,
17711.5725137293,37701.5624183007,40361,B09,BLK 438A,,
35169.0066137295,41423.6095183007,67181,B06,BLK 240,,
28935.4722137293,35648.1450183,52211,B04,AFT CALDECOTT STN EXIT 2,,
36673.0446137292,32613.7722183,92201,B04,AFT LOR M TELOK KURAU,,
21176.5439137295,45956.7501183003,46491,B07,BLK 402,,
28602.9477137299,29334.5473183002,6029,B06,,,
40785.6840137299,39615.3711182997,77371,B02,AFT PASIR RIS DR 3,,
34018.0023137294,35054.5046183001,70141,B11,CITIMAC IND CPLX,,
41578.0973137291,37782.774918301,76311,B01,BLK 460,,
18915.4660137296,36527.4540183004,43749,B03,OPP BT VIEW SEC SCH,,
18932.8270137291,36515.8550183009,43741,B04,BT VIEW SEC SCH,,
18755.5142137296,37088.3727183007,43411,B01,OPP BLK 628,,
37496.9481137292,34312.8468183,84571,B04,OPP BLK 55,,
28875.1899137292,36605.4158183001,53319,B04,BOSCH,,
28938.8182137292,36549.5508182999,53311,B03,OPP BOSCH,,
19134.2294137292,37030.7649183013,43421,B08,BLK 503,,
41822.4021137292,37327.2579183001,76411,B01,NGEE ANN SEC SCH,,
41334.9728137292,37327.0165183004,76181,B02,BLK 216,,
41307.63901373,37312.4200183004,76189,B01,OPP BLK 216,,
41579.4644137295,37982.3468183,76341,B03,BLK 464,,
41906.4196137292,37959.0428183004,76259,B05,OPP BLK 487B,,
23547.8294137297,32297.9487183001,11381,B02,BLK 10A,,
23668.4365137294,32227.1641183011,11409,B03,BLK 9,,
22959.9139137296,31846.4420183003,18141,B06,AFT ANGLO-CHINESE JC,,
18233.3738137297,42150.3353183009,45349,B04,OPP BLK 604A,,
18297.2644137293,42330.9972182997,45331,B01,BLK 621,,
18283.4994137296,42316.9519183002,45339,B02,BLK 625,,
18679.4035137296,42029.1867183,45351,B03,BLK 634,,
18716.6153137293,42412.7916183006,45399,B01,REGENT GR CONDO,,
18661.2488137297,42008.3718183003,45359,B04,BLK 790,,
23120.3394137295,32407.2942182999,11351,B01,BLK 13,,
23007.6205137298,32298.0485183001,11199,B02,BLK 15,,
23101.3433137294,32594.1746183001,11009,B04,Ghim Moh Ter,,
17994.21411373,41779.8378183004,45261,B03,BLK 551,,
18201.6683137296,41955.3162182998,45271,B01,BLK 560,,
29291.4680137299,28500.5479183011,3222,B01,HUB SYNERGY PT,,
27642.9430137295,28705.8660183009,10399,B05,MELATI BLK 2,,
30277.5525137298,28664.5494183004,3569,B04,,,
30305.32321373,28673.5241183005,3561,B03,,,
25838.1641137293,30188.3913183007,10429,B05,BLK 54,,
25852.0526137296,29952.281518301,10431,B04,ENABLING VILLAGE,,
29168.0972137293,29117.5758183002,5271,B02,OPP FAIRFIELD METH CH,,
29035.08691373,29124.8689182997,5259,B01,AFT KRETA AYER RD,,
29247.19001373,29255.2437183,5269,B07,MAXWELL RD FC,,
26778.6404137295,27606.9655183014,14119,B02,OPP VIVOCITY,,
26434.3862137292,30127.2703183014,10199,B12,DELTA SWIM CPLX,,
26128.4732137294,30202.5526183005,10201,B15,OPP REDHILL STN,,
26104.1321137296,29997.0189183,10459,B02,BLK 72,,
26242.4907137295,30437.4531183001,10279,B06,TANGLIN VIEW,,
26067.6744137295,30661.0591183007,10329,B09,CRESCENT GIRLS' SCH,,
28479.2775137294,39581.2758183014,54199,B03,BEF MAYFLOWER STN EXIT 3,,
33128.1332137296,33150.0770183001,80289,INT,SIMS PL TER,,
31402.5167137291,44553.5571183003,68141,B11,OPP JTC AVIATION TWO,,
36034.7570137298,34550.412018301,72019,B06,OPP BLK 322,,
23063.1853137296,30977.3431183007,18021,B03,OPP TEMPCO MFG,,
36774.2450137297,34436.1080182996,83351,B01,GROSVENOR VIEW,,
11325.2319137296,36062.8230183013,27251,B15,ACADEMIC BLDG STH,,
24376.1827137293,31218.4726183005,11059,B08,QUEENSTOWN POLYCLINIC,,
32127.0964137297,41103.9356183,67041,B28,OPP THE GREENWICH,,
22871.2714137295,30352.5135182999,18249,B04,SCIENCE PARK DRIVE,,
28495.4117137296,28984.2949183006,10017,B14,AFT HOSP DR,,
28114.1294137295,37290.6665183008,53049,B08,Upp Thomson Road,,
28105.7994137295,37246.7645183001,53041,B05,Upp Thomson Road,,
27807.5124137299,37495.4135183003,53059,B10,Upp Thomson Road,,
27956.3414137298,37379.2915183008,53041,B07,Upp Thomson Road,,
28272.2105137296,37229.8269183002,53179,B02,SIN MING PLAZA,,
35284.1847137297,43675.0269183014,65671,NIL,PUNGGOL COVE PRI SCH,,
24429.7162137292,48950.2970183007,47189,B03,TAK PRODUCTS & SVCS,,
8686.75011372939,33486.0303183012,24519,B02,GUL CIRCLE STN EXIT B,,
35299.3324137293,43648.2962183002,65679,NIL,OPP PUNGGOL COVE PRI SCH,,
23077.0575137297,33160.908718301,11289,B16,OPP TAN BOON CHONG AVE,,
11220.3216137299,34666.0842183009,23071,B10,OPP SAFTI MILITARY INST,,
17817.4930137293,40285.5912183002,44529,B02,BLK 410,,
24640.7155137295,34616.9397183005,41079,B22,NATL JC,,
31321.8802137291,44383.3115183003,68149,B12,ST AEROSPACE,,
20568.0937137296,40274.7301183008,44249,B05,BLK 174,,
29189.7910137298,45012.7115183007,59631,NIL,OPP BLK 445,,
40091.44821373,39599.1776183005,78049,NIL,BLK 612,,
22225.0959137296,31098.8588183001,18309,B04,BLK S17,,
29180.0546137299,44664.2871183008,59579,B03A,BLK 456,,
18267.4957137294,34274.9090183005,28309,B06A,INTL BUSINESS PK,,
36216.5819137292,42926.0795183014,65099,B20,BLK 604A,,
20601.0380137293,38062.2028183006,43051,B13,OPP THE RAIL MALL,,
17717.0580137298,35939.7911182996,28321,B01,BLK 239,,
42187.95811373,40076.2851183005,78261,NIL,OPP RIPPLE BAY,,
32089.2108137291,39699.2790182997,66509,NIL,BLK 546,,
25391.9235137291,47618.0516183004,47621,B13,AFT GAMBAS AVE,,
18233.4454137292,34141.279318301,20271,B05,OPP GERMAN CTR,,
19599.7500137296,33228.8280183002,20021,B18,NEWEST,,
17649.5666137291,35233.0023183003,28301,B01,BLK 131,,
31464.0188137293,39107.6306183003,66231,B03,BEF HUDDINGTON AVE,,
28236.8245137297,45594.2666183002,59073,B10,OPP YISHUN STN,,
31903.7362137297,39479.6190183014,66599,NIL,KLA TENCOR,,
8211.95441372972,31924.1083183009,24539,B03,DUNDEE MARINE,,
23143.2669137297,47097.6522183008,46441,B02,BLK 816,,
27156.67411373,30126.3087183014,10389,B01,BLK 48,,
29446.1499137292,39016.3435183,54241,B17,BLK 700B,,
34282.8906137291,39276.7381183002,64391,B04,BLK 831,,
28130.5810137298,45808.7900182996,59159,B01,OPP YISHUN STN EXIT B,,
27939.4352137297,45783.314418301,59141,B02,BLK 741,,
19278.8387137298,37227.6318183001,43541,B02,BLK 510,,
28492.7736137295,45796.9092183001,59169,B05,BET BLKS 201/202,,
30043.7210137295,39436.9720182996,54401,B04,BLK 522,,
27309.9794137292,48036.1996183004,58501,B02,BLK 592A,,
28199.0720137293,45938.3810182996,59091,B13,BLK 154,,
28211.2784137297,46056.6888183001,59099,B14,BLK 220,,
29028.2970137298,40168.0530182999,55199,B01,BLK 645,,
34404.0272137299,39191.0141183008,64559,B01,BLK 830A,,
31144.8927137293,33995.2208182998,60241,NIL,BLK 1,,
17772.0446137292,37734.2470183,40369,B10,BLK 464A,,
27479.3533137292,48044.0824183002,58059,B30,OPP BLK 592C,,
34220.0719137294,39241.9393183012,64399,B03,BLK 512,,
31114.4675137298,33360.3610183001,60199,B03,BOON KENG STN / BLK 22,,
28852.22401373,40355.1623183005,55169,B03,OPP YIO CHU KANG CC,,
19320.2586137298,37201.306718301,43549,B01,REGENT HTS,,
26801.5353137292,29955.1699183006,10359,B01,OPP BLK 95C,,
17993.2447137292,33722.1187183,20201,B01,BEF BLK 39,,
19745.9810137292,36053.2276183013,43629,B03,ST. ANDREW'S MISSION CHURCH,,
42563.2040137295,39073.4420183003,78149,B04,NTUC HEALTH PASIR RIS,,
24938.2396137295,29898.972318301,11019,B18,BEF BLK 2,,
32436.5290137297,36963.5983183011,66351,B01A,S'GOON STN EXIT E,,
29406.2303137295,34414.4974183012,52479,B01,Opp EAIM,,
26749.8734137295,29914.4070183001,10351,B02,BLK 95B,,
21581.40491373,32734.2289183009,19041,B09,OPP SCH OF SCIENCE & TECH,,
42579.7518137293,38801.0661183,98119,B02,LOYANG PT / OPP BLK 256,,
42503.9670137297,39130.6020183004,78141,B03,BLK 249,,
43210.2736137295,37121.6641183011,97301,B01,AFT CHANGI NTH ST 1,,
21410.4567137295,32762.5140183009,19049,B10,SCH OF SCIENCE & TECH,,
18455.8536137296,36565.2544183005,43381,B03,BLK 102,,
39955.7952137291,37741.1309182998,76521,B03,OPP BLK 519A,,
28338.9404137293,36887.2745182998,53021,B03,LAKEVIEW EST,,
28451.2804137291,36817.2885183003,53029,B04,SHUNFU EST,,
33232.4623137293,41973.9084182996,67551,B01,BLK 471A,,
19482.7034137296,36516.4485183004,43181,B08,KEMING PR SCH,,
38205.2471137298,32579.3151182998,93121,B01,OPP SEKOLAH INDONESIA,,
14543.4262137292,36877.7446183003,21241,B01,BLK 216 CP,,
31248.9090137295,32617.5010183007,7369,B04,aft Kaalang Bahru,,
33846.8925137296,37125.5202182997,63309,B03,BLK 126,,
20970.3885137299,31432.2323183008,16159,B20,COLL OF DESIGN & ENGRG,,
29474.42521373,41442.803418301,55049,B43,BEF ANG MO KIO ST 64,,
40767.0592137296,39642.7476183008,77379,B01,BLK 586,,
29417.7632137295,41464.4158183001,55041,B44,AFT ANG MO KIO ST 64,,
19905.5353137292,40993.5000183005,44811,B05,SENJA FC,,
37238.8557137297,42769.3770183008,65371,B16,BLK 682A,,
37061.0305137299,33715.8798182998,83063,B07,THE BUDDHIST UNION,,
24593.2036137292,49485.4419183005,47121,B03,OPP LIAN AIK SIONG MACHINERY,,
41759.09791373,39951.3422183003,78099,NIL,AFT LOYANG GDNS,,
37372.3281137291,42079.2101183012,65181,NIL,AFT PUNGGOL CTRL,,
32749.0536137298,37091.6444183011,62149,B16,FOREST WOODS,,
36915.7919137292,33694.4220183007,83062,B05,KEMBANGAN STN,,
41369.3845137293,35284.2558182999,96079,B04A,ITE COLL EAST TEC BLK,,
34895.8874137299,40190.6237183008,67719,NIL,OPP SENGKANG FIRE STN,,
37252.2291137297,42744.5112183001,65379,B15,BLK 661A,,
22276.3378137294,32142.4245183002,19099,B01,OPP S'PORE POLY,,
36814.4523137296,43051.1162183005,65399,B21,BLK 670A,,
36534.4532137299,33613.2542183008,83031,B03,OPP HONG SAN SI TP,,
40459.0261137299,39536.4378183,77141,B03,BLK 519,,
41413.8656137297,35094.158718301,96119,B02,ITE COLL EAST ADM BLK,,
25612.5640137298,33676.555618301,41111,B01,LUTHERAN TWRS,,
35597.0656137299,43508.680618301,65461,B07,BLK 312 CP,,
26401.7859137291,47747.0933183003,58251,B06,SUN PLAZA/SEMBAWANG STN,,
40765.3502137298,39452.1820183005,77329,B01,BEF PASIR RIS ST 53,,
34378.1168137295,40246.1266182996,67629,B01,BLK 557,,
36813.6863137297,43090.1574183013,65391,B20,BLK 672A,,
24625.8137137294,49470.6623183005,47129,B04,LIAN AIK SIONG MACHINERY,,
30555.1927137291,32813.037018301,7211,B05,AFT FARRER PK STN EXIT G,,
26511.0050137294,47501.5570183005,58291,B04,BLK 317,,
40728.1484137299,39438.1522183008,77329,B03,Pasir Ris Central,,
39539.2893137299,36747.3771183006,75079,B05,BLK 819,,
40553.4869137295,39411.7470183,77029,B14,BLK 571,,
42187.2345137298,34995.7805183008,96319,,Yusen Logistics,,
42187.2345137298,34995.7805183008,96319,NIL,YUSEN LOGISTICS,,
22037.6998137292,30184.3044183012,16101,B01,INST OF MICROELECTRONICS,,
41639.3554137293,36271.2887182999,96269,B02,BLK 146,,
29942.3439137293,32887.1821183003,50321,B01,AFT GLOUCESTER RD,,
3970.12161372975,28063.2808183003,25059,UNK,AFT TUAS STH BLVD,,
14835.8300137296,35143.6993183009,21529,B02,AFT THIRD CHIN BEE RD,,
30176.5688137291,30128.0595183,2029,B04,AFT ESPLANADE STN EXIT D,,
23504.4229137292,32372.3980183005,11389,B01,BUONA VISTA CC,,
29042.4430137295,36346.5083183013,52011,B16,OPP RAFFLE'S GIRLS' SCH,,
29141.5169137297,36235.032618301,52019,B17,RAFFLE'S GIRLS' SCH,,
36011.6182137299,31965.5162183009,92181,B02,I12 KATONG,,
29692.7007137295,35171.3986183014,52231,B01,BLK 79C,,
27910.9096137295,30950.8960183002,13079,B11,GREAT WORLD STN EXIT 4,,
35006.1043137293,42610.8753183,65439,B01A,BLK 220C,,
39074.5541137299,40009.4128182996,77339,B05,OPP BLK 756,,
32260.95701373,36559.4390182998,62121,B11,AFT WOLSKEL RD,,
21040.8362137293,30977.1218183003,16199,B01,BEF ARCHITECTURE DR,,
41326.5708137294,36280.2473183013,96149,B03,SIMEI STN / BLK 247,,
20946.5890137292,31124.8180183005,16149,B22,SDE3,,
20990.2060137298,30945.0429183003,16191,B02,AFT KENT RIDGE DR,,
33778.3554137293,37062.2883183006,63301,B04,PAYA LEBAR METH GIRLS' SCH,,
30491.4793137293,38280.5853183009,54371,B03,BLK 409 MKT / FC,,
41922.1338137295,38923.4794183001,78061,B05,OPP PASIR RIS POLYCLINIC,,
11010.2260137293,35776.3064182997,27241,B13,"SPMS
",,
14367.1635137293,35019.5522183012,21511,B03,BEF CHIN BEE RD,,
14426.5485137291,35023.6993183009,21519,B04,AFT CHIN BEE RD,,
29887.6160137299,36239.2520183008,52031,B12,OPP BLK 998,,
30154.3780137291,35787.3840183001,52369,B10,BLK 237,,
29865.5460137296,35836.4830182996,52449,B01,TOA PAYOH POLICE CTR,,
